# {'model': 'gpt2', 'layer': 5, 'hook': 'transformer.h[5].mlp.act', 'm': 3072, 'vocab': 50257, 'device': 'cuda'}
neuron	bos_act	exp_wins	imp_r_wins	imp_i_wins	exp_max	imp_max_all	imp_max_last
455	0.025462	0	0	0	0.036240	1.227768	1.227768
456	-0.045399	0	0	0	-0.041699	0.877574	0.877574
457	-0.120993	0	0	0	-0.116927	0.378215	0.378215
458	-0.080413	0	0	0	-0.077272	1.520640	1.520640
459	0.463918	0	0	0	0.491850	1.851986	1.851986
460	0.461918	0	0	0	0.491502	0.863182	0.863182
461	0.096294	0	1	1	0.125905	2.868837	2.868837
462	-0.023689	0	0	0	-0.021084	1.763597	1.763597
463	-0.084875	0	0	0	-0.083274	1.847859	1.847859
464	-0.033355	0	255	262	-0.029735	4.015078	4.015078
465	-0.151283	0	0	0	-0.140943	1.280012	1.280012
466	0.102470	0	0	0	0.115888	1.258650	1.258650
467	-0.097238	0	0	0	-0.093287	0.426240	0.426240
468	-0.058524	0	0	0	-0.055106	0.012223	0.012223
469	-0.063044	0	0	0	-0.058557	1.259509	1.259509
470	0.451987	0	0	0	0.475010	0.999887	0.999887
471	-0.037412	0	0	0	-0.032763	2.317260	2.317260
472	-0.024566	0	1	1	-0.022376	3.224946	3.224946
473	-0.060266	0	0	0	-0.057532	1.348298	1.348298
474	-0.084197	0	0	0	-0.069877	0.879531	0.879531
475	-0.120673	0	0	0	-0.118356	0.491658	0.491658
476	-0.090521	0	0	0	-0.085253	2.276884	2.276884
477	0.106735	0	0	0	0.118231	1.058360	1.058360
478	-0.065273	0	0	0	-0.060939	0.926686	0.926686
479	0.776317	0	0	0	0.806854	1.281011	1.281011
480	0.459289	0	0	0	0.485278	1.342829	1.342829
481	-0.038158	0	0	0	-0.034207	0.310834	0.310834
482	0.441004	0	0	0	0.465431	0.810849	0.810849
483	-0.013982	0	0	0	0.000127	0.926825	0.926825
484	-0.022425	0	1	1	-0.021062	3.004567	3.004567
485	-0.058725	0	0	0	-0.054930	2.403571	2.403571
486	0.083804	0	0	0	0.090516	0.928133	0.928133
487	0.666389	0	0	0	0.687439	0.724474	0.724474
488	0.128222	0	1	1	0.128222	2.483962	2.483962
489	0.485595	0	0	0	0.518074	1.142017	1.142017
490	-0.000065	0	0	0	-0.000043	1.584991	1.584991
491	0.293616	0	0	0	0.314893	1.049867	1.049867
492	0.135484	0	0	0	0.152683	0.714869	0.714869
493	0.048102	0	0	0	0.071869	0.048102	-0.000058
494	0.057110	0	0	0	0.068610	0.686697	0.686697
495	-0.004958	0	0	0	-0.004141	1.097371	1.097371
496	0.144827	0	0	0	0.164132	1.278087	1.278087
497	0.207739	0	0	0	0.237356	0.668822	0.668822
498	-0.061290	0	0	0	-0.056531	1.783823	1.783823
499	-0.115000	0	0	0	-0.111086	0.527402	0.527402
500	0.110179	0	0	0	0.121460	1.440878	1.440878
501	-0.129302	0	0	0	-0.124091	1.544836	1.544836
502	-0.016477	0	0	0	-0.015705	2.305458	2.305458
503	-0.082368	0	0	0	-0.078394	1.061435	1.061435
504	0.500301	0	0	0	0.529983	2.127415	2.127415
505	0.267573	0	0	0	0.295708	0.852576	0.852576
506	-0.143242	0	0	0	-0.140239	0.942475	0.942475
507	0.472318	0	0	0	0.497750	1.121834	1.121834
508	-0.072694	0	0	0	-0.068179	1.314882	1.314882
509	-0.039821	0	0	0	-0.036095	1.338542	1.338542
510	0.333985	0	0	0	0.354222	1.366511	1.366511
511	0.249864	0	0	0	0.267544	0.516858	0.516858
512	0.333000	0	0	0	0.361741	0.689040	0.689040
513	0.326295	0	0	0	0.350949	1.004564	1.004564
514	0.408530	0	0	0	0.428371	0.408530	0.310477
515	-0.022806	0	0	0	-0.020890	1.409986	1.409986
516	0.139602	0	0	0	0.148469	0.950939	0.950939
517	0.154274	0	0	0	0.173976	0.374835	0.374835
518	0.171973	0	0	0	0.171973	1.380856	1.380856
519	0.383490	0	0	0	0.401186	1.898714	1.898714
520	-0.054220	0	0	0	-0.051718	0.313762	0.313762
521	-0.111080	0	0	0	-0.097625	2.629900	2.629900
522	0.644880	0	0	0	0.659658	0.801648	0.801648
523	0.262529	0	0	0	0.281638	1.681962	1.681962
524	-0.134588	0	0	0	-0.133284	1.321827	1.321827
525	0.394115	0	0	0	0.426037	0.556497	0.556497
526	-0.019294	0	0	0	-0.016847	2.012080	2.012080
527	-0.131164	0	0	0	-0.127328	0.554396	0.554396
528	0.594053	0	0	0	0.623451	1.287702	1.287702
529	-0.139034	0	0	0	-0.135739	-0.000176	-0.000176
530	-0.066329	0	0	0	-0.064843	1.019828	1.019828
531	0.445027	0	0	0	0.477239	1.884272	1.884272
532	0.402812	0	0	0	0.433815	2.714098	2.714098
533	0.067120	0	0	0	0.082082	1.666173	1.666173
534	-0.129197	0	0	0	-0.120107	1.722365	1.722365
535	-0.134034	0	0	0	-0.131564	1.412438	1.412438
536	-0.060866	0	0	0	-0.056319	1.468113	1.468113
537	-0.041261	0	0	0	-0.030142	1.309496	1.309496
538	-0.047496	0	0	0	-0.044166	2.012646	2.012646
539	0.323251	0	0	0	0.338423	0.540141	0.540141
540	-0.022662	0	0	0	-0.020000	1.128303	1.128303
541	-0.000102	0	0	0	-0.000070	0.297897	0.297897
542	0.707191	0	0	0	0.746463	1.009809	1.009809
543	0.325342	0	0	0	0.336056	2.067505	2.067505
544	-0.037315	0	0	0	-0.034767	0.829065	0.829065
545	0.012676	0	0	0	0.022305	0.943742	0.943742
546	-0.113096	0	0	0	-0.107688	1.524639	1.524639
547	-0.031517	0	0	0	-0.028555	0.446564	0.446564
548	-0.000013	0	1	1	-0.000008	2.711920	2.711920
549	0.414736	0	0	0	0.453288	0.734874	0.734874
550	-0.068091	0	0	0	-0.064568	0.458892	0.458892
551	0.025955	0	0	0	0.031458	0.952473	0.952473
552	0.252583	0	0	0	0.269149	0.833775	0.833775
553	-0.098677	0	0	0	-0.096173	0.617353	0.617353
554	0.137622	0	0	0	0.147068	0.655657	0.655657
555	-0.094131	0	0	0	-0.087999	1.990282	1.990282
556	-0.001324	0	0	0	-0.000999	0.828437	0.828437
557	-0.111494	0	0	0	-0.108221	1.207425	1.207425
558	0.645192	0	0	0	0.692143	1.671116	1.671116
559	-0.014912	0	0	0	-0.013563	2.171768	2.171768
560	-0.053615	0	0	0	-0.050990	1.422804	1.422804
561	-0.006114	0	0	0	-0.004838	2.304634	2.304634
562	-0.000087	0	0	0	-0.000061	2.403391	2.403391
563	-0.121099	0	0	0	-0.116423	1.003828	1.003828
564	0.256588	0	0	0	0.276843	2.532182	2.532182
565	-0.169412	0	0	0	-0.167360	1.395141	1.395141
566	0.070990	0	0	0	0.085354	0.735277	0.735277
567	0.388783	0	0	0	0.425004	1.321500	1.321500
568	-0.082936	0	0	0	-0.077165	1.377339	1.377339
569	-0.010346	0	0	0	-0.009415	2.425411	2.425411
570	0.289711	0	0	0	0.313308	0.712102	0.712102
571	-0.160889	0	0	0	-0.155130	1.429720	1.429720
572	-0.021348	0	0	0	-0.019031	1.468460	1.468460
573	-0.036731	0	0	0	-0.028203	1.222043	1.222043
574	0.236587	0	0	0	0.262598	1.635893	1.635893
575	-0.005968	0	0	0	-0.005108	0.124929	0.124929
576	-0.077475	0	2	2	-0.073878	2.853120	2.853120
577	0.034884	0	0	0	0.061592	1.588546	1.588546
578	0.318140	0	0	0	0.337118	1.230301	1.230301
579	-0.005327	0	0	0	-0.004637	1.252113	1.252113
580	-0.000264	0	0	0	-0.000228	1.479463	1.479463
581	0.126589	0	0	0	0.139056	1.443252	1.443252
582	0.120445	0	0	0	0.126238	1.126070	1.126070
583	0.092851	0	0	0	0.097150	1.468436	1.468436
584	0.107080	0	0	0	0.121764	0.759261	0.759261
585	-0.105232	0	0	0	-0.100142	0.833928	0.833928
586	-0.018378	0	0	0	-0.016652	1.936001	1.936001
587	-0.000000	0	0	0	-0.000000	0.912238	0.912238
588	0.150772	0	0	1	0.164357	2.187713	2.187713
589	-0.043379	0	0	0	-0.040716	0.898702	0.898702
590	-0.073209	0	0	0	-0.069706	1.032421	1.032421
591	-0.119414	0	0	0	-0.116725	1.367021	1.367021
592	0.351080	0	2	2	0.388255	2.935852	2.935852
593	-0.058855	0	0	0	-0.056353	1.281504	1.281504
594	0.141621	0	0	0	0.154752	1.056048	1.056048
595	0.216485	0	0	0	0.240050	2.062382	2.062382
596	-0.149456	0	0	0	-0.139320	1.162666	1.162666
597	0.178608	0	0	0	0.190407	1.244452	1.244452
598	0.327426	0	0	0	0.358497	2.107089	2.107089
599	0.019193	0	0	0	0.034431	1.755779	1.755779
600	-0.012075	0	0	0	-0.010303	2.580137	2.580137
601	-0.167801	0	0	0	-0.165525	0.999015	0.999015
602	-0.036596	0	0	0	-0.034241	0.669578	0.669578
603	-0.131062	0	0	0	-0.128170	0.968365	0.968365
604	-0.158060	0	0	0	-0.155744	0.787598	0.787598
605	-0.044237	0	0	0	-0.043419	-0.000002	-0.000002
606	-0.028933	0	0	0	-0.019532	0.970895	0.970895
607	-0.031261	0	0	0	-0.028881	2.275141	2.275141
608	-0.014358	0	0	0	-0.012546	-0.000029	-0.000029
609	0.511393	0	0	0	0.536333	0.511393	0.362362
610	0.359609	0	0	0	0.394812	0.551906	0.551906
611	-0.058269	0	0	0	-0.054288	0.908818	0.908818
612	0.556135	0	0	0	0.583762	1.814753	1.814753
613	-0.167098	0	0	0	-0.166175	0.749747	0.749747
614	-0.010356	0	2	2	-0.009305	3.315841	3.315841
615	-0.122061	0	0	0	-0.116315	1.741011	1.741011
616	0.087051	0	0	0	0.093706	0.418763	0.418763
617	0.137117	0	0	0	0.156976	1.558124	1.558124
618	-0.061519	0	0	0	-0.058709	1.309202	1.309202
619	0.254065	0	0	0	0.278006	1.559342	1.559342
620	-0.006204	0	0	0	-0.005247	1.891895	1.891895
621	-0.170017	0	0	0	-0.169440	0.663626	0.663626
622	-0.082529	0	0	0	-0.076466	1.724041	1.724041
623	0.332141	0	0	0	0.350733	0.914967	0.914967
624	-0.003467	0	0	0	0.010734	1.286329	1.286329
625	0.259318	0	0	0	0.292628	0.777195	0.777195
626	-0.010318	0	0	0	-0.009116	1.929965	1.929965
627	0.090133	0	0	0	0.096681	0.857241	0.857241
628	-0.053996	0	0	0	-0.049842	1.514552	1.514552
629	0.493095	0	0	0	0.526636	1.090732	1.090732
630	0.025163	0	0	0	0.032606	0.516010	0.516010
631	0.265340	0	0	0	0.278186	0.802349	0.802349
632	0.730853	0	0	0	0.773720	0.730852	0.205424
633	0.231109	0	0	0	0.249015	1.103610	1.103610
634	0.263958	0	0	0	0.282430	1.377499	1.377499
635	0.286707	0	0	0	0.321682	0.644284	0.644284
636	0.100437	0	0	0	0.106143	1.287229	1.287229
637	-0.169969	0	0	0	-0.168399	1.009366	1.009366
638	-0.069657	0	0	0	-0.067876	0.368091	0.368091
639	-0.007003	0	0	0	-0.006223	1.931514	1.931514
640	0.537106	0	0	0	0.569008	1.650112	1.650112
641	0.339300	0	0	0	0.362930	1.171605	1.171605
642	-0.000494	0	0	0	0.012781	0.906355	0.906355
643	0.311584	0	0	0	0.320549	1.074955	1.074955
644	0.671844	0	0	0	0.711221	1.040645	1.040645
645	0.415564	0	0	0	0.459974	2.469002	2.469002
646	-0.018296	0	0	0	-0.015767	1.202250	1.202250
647	0.409723	0	0	0	0.436838	2.756375	2.756375
648	0.008192	0	0	0	0.020601	0.211952	0.211952
649	0.323346	0	0	0	0.366957	0.370387	0.370387
650	0.160780	0	0	0	0.171822	1.235406	1.235406
651	-0.032889	0	0	0	-0.023015	0.350172	0.350172
652	0.011978	0	0	0	0.021887	0.621038	0.621038
653	-0.140160	0	0	0	-0.135543	1.322271	1.322271
654	0.081771	0	8	13	0.089450	2.967077	2.967077
655	-0.036678	0	0	0	-0.035960	0.738701	0.738701
656	-0.003530	0	2	2	-0.002858	3.232401	3.232401
657	0.051726	0	0	0	0.066205	1.460429	1.460429
658	-0.154685	0	0	0	-0.152582	0.930971	0.930971
659	0.172371	0	0	0	0.191962	1.010454	1.010454
660	0.040888	0	0	0	0.048013	0.649831	0.649831
661	0.306903	0	0	0	0.335000	1.351361	1.351361
662	-0.113915	0	0	0	-0.104851	1.671577	1.671577
663	0.002530	0	0	0	0.016404	1.567913	1.567913
664	0.532769	0	0	0	0.574795	2.095370	2.095370
665	-0.010977	0	0	0	-0.009277	0.642750	0.642750
666	-0.014739	0	5	5	-0.013982	3.263697	3.263697
667	0.311875	0	0	0	0.320743	1.674969	1.674969
668	-0.085346	0	0	0	-0.080034	1.021451	1.021451
669	-0.019828	0	0	1	-0.016969	2.187411	2.187411
670	-0.117812	0	0	0	-0.110812	1.023149	1.023149
671	-0.034848	0	0	0	-0.032035	1.490802	1.490802
672	-0.015086	0	0	0	-0.012848	2.387693	2.387693
673	-0.037224	0	0	0	-0.034141	1.840844	1.840844
674	-0.024608	0	0	0	-0.022698	0.656600	0.656600
675	-0.001509	0	0	0	-0.001169	1.372999	1.372999
676	0.430244	0	0	0	0.446907	0.999179	0.999179
677	-0.065786	0	0	0	-0.061117	1.745962	1.745962
678	0.590968	0	0	0	0.656425	1.704949	1.704949
679	0.127343	0	0	0	0.152225	0.178394	0.178394
680	0.443080	0	0	0	0.485248	1.404170	1.404170
681	0.108385	0	0	0	0.131878	0.653325	0.653325
682	-0.006453	0	0	0	-0.005462	1.023099	1.023099
683	0.049067	0	0	0	0.056393	1.512491	1.512491
684	-0.000071	0	0	0	-0.000052	2.419962	2.419962
685	-0.084654	0	0	0	-0.081621	1.062763	1.062763
686	-0.061623	0	0	0	-0.057550	1.073893	1.073893
687	0.102821	0	0	0	0.119640	0.727715	0.727715
688	-0.056319	0	1	1	-0.052509	2.788107	2.788107
689	-0.017026	0	0	0	-0.015868	1.228132	1.228132
690	-0.164174	0	0	0	-0.163857	0.817519	0.817519
691	0.385224	0	0	0	0.396381	0.815097	0.815097
692	-0.051672	0	1	1	-0.049042	2.581170	2.581170
693	-0.151907	0	51	55	-0.147105	4.156828	4.156828
694	0.155793	0	0	0	0.180590	1.440608	1.440608
695	-0.095905	0	0	0	-0.082129	1.167290	1.167290
696	0.149376	0	0	0	0.167215	1.727153	1.727153
697	0.079836	0	0	0	0.094745	0.870833	0.870833
698	-0.169435	0	0	0	-0.167506	2.077476	2.077476
699	-0.155375	0	0	0	-0.153578	0.892158	0.892158
700	-0.073500	0	0	0	-0.069706	1.889425	1.889425
701	-0.022728	0	0	0	-0.021175	0.777612	0.777612
702	-0.065465	0	0	0	-0.062581	0.804552	0.804552
703	-0.071995	0	0	0	-0.069519	1.292071	1.292071
704	-0.062517	0	0	0	-0.059268	2.438985	2.438985
705	-0.009963	0	0	0	-0.008729	2.995045	2.995045
706	-0.034809	0	0	0	-0.032737	1.111709	1.111709
707	0.296962	0	0	0	0.317965	1.348917	1.348917
708	-0.045958	0	5	5	-0.042846	3.091743	3.091743
709	0.415259	0	0	0	0.443434	2.165498	2.165498
710	-0.032176	0	0	0	-0.028708	1.464272	1.464272
711	-0.031549	0	0	0	-0.028666	1.205220	1.205220
712	0.087397	0	0	0	0.095246	1.471613	1.471613
713	0.161199	0	0	0	0.170567	1.169116	1.169116
714	-0.068967	0	0	0	-0.062328	1.820291	1.820291
715	0.646899	0	0	0	0.650582	1.509187	1.509187
716	0.138072	0	0	0	0.150234	0.661305	0.661305
717	0.265332	0	0	0	0.272441	1.194712	1.194712
718	-0.001731	0	0	0	-0.001342	1.255380	1.255380
719	-0.090172	0	0	0	-0.085459	1.915327	1.915327
720	0.225373	0	0	0	0.245585	1.751320	1.751320
721	-0.055909	0	0	0	-0.052617	1.968957	1.968957
722	-0.023886	0	7	7	-0.021821	3.239466	3.239466
723	0.019085	0	0	0	0.029835	1.811301	1.811301
724	0.150827	0	0	0	0.153932	1.369823	1.369823
725	-0.169918	0	0	0	-0.169637	1.309950	1.309950
726	-0.050373	0	0	0	-0.030001	2.311870	2.311870
727	-0.031104	0	0	0	-0.029913	1.766192	1.766192
728	0.072147	0	0	0	0.091386	0.905310	0.905310
729	-0.000891	0	0	0	0.018897	1.879294	1.879294
730	-0.014961	0	0	0	-0.012969	1.025154	1.025154
731	-0.046224	0	0	0	-0.043372	0.748218	0.748218
732	-0.024976	0	0	0	-0.022784	0.522867	0.522867
733	-0.030123	0	0	0	-0.027475	1.116681	1.116681
734	-0.101657	0	0	0	-0.099312	0.795655	0.795655
735	0.378935	0	0	0	0.410288	1.658182	1.658182
736	0.339723	0	0	0	0.379324	0.605434	0.605434
737	0.525995	0	0	0	0.549972	1.158031	1.158031
738	-0.132385	0	0	0	-0.126588	1.244785	1.244785
739	0.123408	0	0	0	0.141517	1.769376	1.769376
740	0.338035	0	0	0	0.361940	1.380400	1.380400
741	0.293570	0	0	0	0.299229	1.896374	1.896374
742	0.411908	0	0	0	0.436401	0.490004	0.490004
743	0.484993	0	0	0	0.503616	1.345923	1.345923
744	-0.021714	0	0	0	-0.020125	1.792536	1.792536
745	0.679701	0	0	0	0.712475	0.863130	0.863130
746	-0.082044	0	0	0	-0.078195	2.486488	2.486488
747	0.242792	0	0	0	0.252595	0.242792	-0.012354
748	-0.073928	0	0	0	-0.069581	1.287182	1.287182
749	-0.005632	0	0	0	-0.004869	1.336918	1.336918
750	-0.071892	0	0	0	-0.069541	1.856635	1.856635
751	0.318352	0	0	0	0.337654	1.363544	1.363544
752	-0.010531	0	0	0	-0.009150	0.790803	0.790803
753	0.187818	0	0	0	0.198931	1.745115	1.745115
754	-0.037771	0	0	0	-0.034541	1.403218	1.403218
755	-0.064865	0	0	0	-0.060032	1.527555	1.527555
756	-0.004029	0	0	0	-0.003213	1.200596	1.200596
757	0.091414	0	0	0	0.101652	0.872474	0.872474
758	-0.020012	0	0	0	-0.019013	0.988133	0.988133
759	0.333455	0	0	0	0.351433	0.333455	0.025377
760	0.179901	0	0	0	0.199517	0.660522	0.660522
761	0.187186	0	0	0	0.213527	1.539278	1.539278
762	0.273009	0	0	0	0.288000	0.273009	0.144236
763	-0.014176	0	0	0	-0.012041	2.182565	2.182565
764	-0.047394	0	0	0	-0.045418	1.556200	1.556200
765	-0.048018	0	0	0	-0.046022	1.805625	1.805625
766	-0.001379	0	0	0	-0.001093	2.021429	2.021429
767	-0.000024	0	0	0	-0.000016	-0.000000	-0.000000
768	-0.046622	0	0	0	-0.042500	1.158711	1.158711
769	0.361812	0	0	0	0.393757	2.591295	2.591295
770	-0.067638	0	2	2	-0.063866	2.711403	2.711403
771	-0.000008	0	0	0	-0.000006	1.704992	1.704992
772	0.471862	0	0	0	0.494280	1.155679	1.155679
773	0.555777	0	0	0	0.571145	1.924302	1.924302
774	-0.034995	0	0	0	-0.032277	0.295361	0.295361
775	-0.067438	0	0	0	-0.065366	1.052334	1.052334
776	-0.088633	0	0	0	-0.086418	2.236847	2.236847
777	-0.046559	0	0	0	-0.044031	0.618676	0.618676
778	-0.041503	0	0	0	-0.037195	1.401097	1.401097
779	-0.002357	0	0	0	-0.002086	1.523615	1.523615
780	-0.001326	0	0	0	0.009773	1.062173	1.062173
781	-0.166531	0	0	0	-0.165735	0.279287	0.279287
782	-0.118786	0	0	0	-0.113985	1.410787	1.410787
783	0.237232	0	0	0	0.271782	1.133695	1.133695
784	-0.000484	0	0	0	-0.000353	1.161389	1.161389
785	-0.123440	0	0	0	-0.112824	1.033022	1.033022
786	0.178985	0	0	0	0.189202	1.539821	1.539821
787	-0.024562	0	0	0	-0.023390	1.467660	1.467660
788	-0.018928	0	0	0	-0.017380	2.676348	2.676348
789	0.671094	0	0	0	0.710287	0.824528	0.824528
790	-0.056266	0	0	0	-0.054319	0.520913	0.520913
791	0.510907	0	0	0	0.544832	1.183671	1.183671
792	-0.040167	0	0	0	-0.036781	0.515185	0.515185
793	-0.002326	0	0	0	-0.001810	1.248409	1.248409
794	-0.029609	0	0	0	-0.011973	0.947912	0.947912
795	-0.062186	0	0	0	-0.057527	1.174042	1.174042
796	0.369126	0	0	0	0.384764	1.701137	1.701137
797	-0.086990	0	0	0	-0.081966	2.011926	2.011926
798	0.598800	0	0	0	0.652913	1.517702	1.517702
799	-0.169893	0	0	0	-0.168947	0.900943	0.900943
800	-0.017964	0	0	0	-0.017381	0.734669	0.734669
801	-0.083700	0	6	6	-0.081172	3.895196	3.895196
802	-0.062581	0	4	7	-0.059359	2.727918	2.727918
803	0.182302	0	0	0	0.193731	1.077429	1.077429
804	-0.109393	0	0	0	-0.105691	0.667283	0.667283
805	-0.098789	0	0	0	-0.095811	0.921533	0.921533
806	0.067009	0	0	0	0.081259	0.733781	0.733781
807	0.344514	0	0	0	0.363241	1.173518	1.173518
808	0.612379	0	0	0	0.644630	1.435488	1.435488
809	-0.063151	0	0	0	-0.061504	1.537164	1.537164
810	-0.041897	0	0	1	-0.038811	2.390278	2.390278
811	-0.040040	0	0	0	-0.036890	1.680784	1.680784
812	-0.017267	0	0	0	-0.015336	1.649762	1.649762
813	0.437353	0	0	0	0.477063	1.278335	1.278335
814	0.040439	0	0	0	0.046584	0.698370	0.698370
815	-0.065590	0	0	0	-0.063244	1.183797	1.183797
816	0.084870	0	0	0	0.089161	1.366635	1.366635
817	0.444733	0	0	0	0.469302	1.092765	1.092765
818	0.559962	0	0	0	0.580059	1.197797	1.197797
819	-0.037604	0	0	0	-0.034769	0.416702	0.416702
820	0.069247	0	0	0	0.075058	0.588611	0.588611
821	-0.022721	0	0	0	-0.020338	1.911630	1.911630
822	0.181081	0	0	0	0.198308	0.181081	0.010965
823	-0.041722	0	0	0	-0.032291	1.887967	1.887967
824	-0.017133	0	0	0	-0.015268	1.786414	1.786414
825	-0.069285	0	0	0	-0.066702	1.520503	1.520503
826	-0.022384	0	0	0	-0.018806	2.280311	2.280311
827	0.407797	0	0	0	0.420180	0.932406	0.932406
828	-0.014804	0	0	0	-0.000174	1.125370	1.125370
829	0.078169	0	0	0	0.095011	0.078169	-0.002628
830	0.143435	0	0	0	0.148053	0.285354	0.285354
831	0.701372	0	0	0	0.749320	1.190690	1.190690
832	-0.016614	0	0	0	-0.015177	1.204593	1.204593
833	-0.002495	0	0	0	-0.002048	1.804857	1.804857
834	-0.000009	0	0	0	-0.000005	1.108072	1.108072
835	0.416258	0	0	0	0.431530	1.556045	1.556045
836	-0.000508	0	0	0	-0.000384	2.325451	2.325451
837	-0.074339	0	0	0	-0.062392	0.923410	0.923410
838	-0.016880	0	0	0	-0.015826	1.453020	1.453020
839	-0.025143	0	0	0	-0.009997	1.195289	1.195289
840	0.543518	0	0	0	0.578580	0.900497	0.900497
841	-0.053497	0	0	0	-0.050366	1.863668	1.863668
842	-0.097327	0	0	0	-0.094840	0.958966	0.958966
843	-0.046432	0	0	0	-0.042005	1.515039	1.515039
844	-0.027164	0	0	0	-0.025095	1.114366	1.114366
845	0.470109	0	0	0	0.488568	1.374965	1.374965
846	0.301698	0	0	0	0.314508	1.150668	1.150668
847	0.847166	0	0	0	0.898271	0.847166	0.271193
848	0.134946	0	0	0	0.143683	1.056454	1.056454
849	-0.051146	0	2	2	-0.047606	2.757449	2.757449
850	0.240431	0	0	0	0.261620	1.463495	1.463495
851	0.562313	0	0	0	0.585027	0.990079	0.990079
852	0.249288	0	4	4	0.288787	3.137431	3.137431
853	0.204295	0	0	0	0.225877	0.802904	0.802904
854	-0.014829	0	0	0	-0.013142	1.303614	1.303614
855	-0.016597	0	0	0	-0.014714	1.003379	1.003379
856	0.159400	0	0	0	0.173857	0.376928	0.376928
857	-0.026676	0	0	0	-0.023309	1.719005	1.719005
858	-0.002801	0	143	143	-0.002010	3.995662	3.995662
859	-0.081607	0	0	0	-0.077841	1.512629	1.512629
860	0.500433	0	0	0	0.530706	0.571876	0.571876
861	-0.134938	0	0	0	-0.131762	1.157673	1.157673
862	-0.026419	0	0	0	-0.024625	1.223932	1.223932
863	0.080538	0	0	0	0.098806	0.687993	0.687993
864	-0.001116	0	0	0	-0.000961	0.720319	0.720319
865	-0.009340	0	0	0	-0.008314	0.460208	0.460208
866	0.142884	0	0	0	0.170570	0.680228	0.680228
867	-0.167371	0	0	0	-0.166792	0.557257	0.557257
868	-0.148331	0	0	0	-0.145822	1.146607	1.146607
869	-0.059057	0	0	0	-0.055586	1.550959	1.550959
870	-0.000518	0	0	0	-0.000426	0.793477	0.793477
871	0.294842	0	0	0	0.306569	0.884712	0.884712
872	-0.020237	0	0	0	-0.017865	1.448824	1.448824
873	0.664431	0	0	0	0.713426	1.610206	1.610206
874	-0.013384	0	0	0	-0.011899	1.050416	1.050416
875	0.058629	0	0	0	0.067917	0.835409	0.835409
876	-0.112734	0	0	0	-0.108272	0.763136	0.763136
877	-0.000000	0	0	0	-0.000000	0.997631	0.997631
878	-0.007644	0	0	0	-0.007115	1.275576	1.275576
879	0.496123	0	0	0	0.516287	1.101486	1.101486
880	0.111203	0	0	0	0.120262	0.609108	0.609108
881	0.186225	0	0	0	0.200078	0.186225	-0.001292
882	-0.053980	0	0	0	-0.051499	2.044868	2.044868
883	0.254305	0	0	0	0.274519	0.667275	0.667275
884	-0.051738	0	0	0	-0.048079	1.001178	1.001178
885	-0.015232	0	0	0	-0.012864	1.735270	1.735270
886	-0.000029	0	3	3	-0.000018	2.864179	2.864179
887	-0.064391	0	0	0	-0.061584	2.785371	2.785371
888	0.507351	0	0	0	0.531302	1.157889	1.157889
889	-0.080182	0	0	0	-0.064089	1.072927	1.072927
890	-0.015439	0	0	0	-0.012457	1.710588	1.710588
891	0.023223	0	0	0	0.033982	0.597731	0.597731
892	-0.143055	0	0	0	-0.140159	1.075674	1.075674
893	0.076401	0	0	0	0.088709	0.731715	0.731715
894	-0.160950	0	0	0	-0.154952	1.032212	1.032212
895	0.248060	0	0	0	0.274125	0.835299	0.835299
896	-0.032463	0	2	2	-0.030485	3.173424	3.173424
897	0.687157	0	0	0	0.738851	1.108997	1.108997
898	-0.076803	0	0	0	-0.066741	0.629125	0.629125
899	-0.150263	0	0	0	-0.144879	0.661173	0.661173
900	-0.071621	0	0	0	-0.068104	2.587666	2.587666
901	-0.150788	0	0	0	-0.149780	1.635360	1.635360
902	0.472192	0	0	0	0.494227	1.326258	1.326258
903	0.086894	0	0	0	0.093489	1.327868	1.327868
904	0.083768	0	0	0	0.103733	0.632986	0.632986
905	0.285870	0	0	0	0.308669	1.291223	1.291223
906	0.443514	0	0	0	0.491619	1.147754	1.147754
907	-0.001211	0	0	0	-0.000862	2.006228	2.006228
908	-0.016930	0	0	0	-0.015188	0.982661	0.982661
909	-0.006021	0	0	0	-0.005115	0.396615	0.396615
910	-0.169162	0	0	0	-0.168157	0.845452	0.845452
911	-0.037927	0	1	1	-0.034698	2.703633	2.703633
912	-0.027188	0	0	0	-0.025568	1.035960	1.035960
913	-0.021588	0	0	0	-0.014047	1.141575	1.141575
914	-0.083356	0	0	0	-0.077685	1.582014	1.582014
915	-0.060817	0	0	0	-0.050424	1.932197	1.932197
916	-0.015522	0	0	0	-0.013846	2.655502	2.655502
917	-0.039090	0	0	0	-0.035526	-0.000138	-0.000138
918	0.228562	0	0	0	0.231860	1.107916	1.107916
919	-0.014714	0	0	0	-0.012003	0.663801	0.663801
920	0.180577	0	0	0	0.201326	0.919509	0.919509
921	-0.044916	0	0	0	-0.042925	0.188245	0.188245
922	-0.072294	0	0	0	-0.069998	2.294434	2.294434
923	-0.023711	0	0	0	-0.020073	0.691016	0.691016
924	0.289732	0	0	0	0.296839	1.502797	1.502797
925	0.450881	0	0	0	0.498147	1.360546	1.360546
926	-0.127078	0	0	0	-0.120353	0.528494	0.528494
927	-0.164378	0	0	0	-0.163163	1.724128	1.724128
928	-0.000015	0	0	0	-0.000010	2.029947	2.029947
929	0.630099	0	0	0	0.675800	0.630099	0.605378
