# {'model': 'gpt2', 'layer': 5, 'hook': 'transformer.h[5].mlp.act', 'm': 3072, 'vocab': 50257, 'device': 'cuda'}
neuron	bos_act	exp_wins	imp_r_wins	imp_i_wins	exp_max	imp_max_all	imp_max_last
930	0.221136	0	0	0	0.230878	1.308780	1.308780
931	0.184245	0	0	0	0.205402	1.455343	1.455343
932	0.469462	0	0	0	0.496243	1.379982	1.379982
933	-0.149166	0	0	0	-0.147381	0.725281	0.725281
934	-0.111870	0	0	0	-0.103287	0.497442	0.497442
935	-0.093760	0	8	12	-0.089820	2.852836	2.852836
936	-0.111448	0	0	0	-0.106855	1.299633	1.299633
937	0.214255	0	0	0	0.237690	1.785532	1.785532
938	-0.134842	0	0	0	-0.131403	0.722809	0.722809
939	0.104155	0	0	0	0.120341	0.945698	0.945698
940	-0.168627	0	0	0	-0.167852	1.027166	1.027166
941	0.396241	0	0	0	0.418621	1.863278	1.863278
942	-0.061207	0	0	0	-0.057340	2.325183	2.325183
943	-0.068270	0	0	0	-0.066137	1.109536	1.109536
944	0.161330	0	0	0	0.163574	1.767565	1.767565
945	-0.006652	0	2	2	-0.005520	3.390356	3.390356
946	0.641509	0	0	0	0.717008	1.892068	1.892068
947	-0.005100	0	0	0	-0.004461	2.859705	2.859705
948	0.154360	0	0	0	0.167742	0.378486	0.378486
949	-0.072034	0	11	11	-0.070070	3.394678	3.394678
950	-0.058670	0	0	0	-0.054322	2.114636	2.114636
951	-0.056174	0	0	0	-0.039311	1.138324	1.138324
952	0.390360	0	0	0	0.403308	1.164005	1.164005
953	0.522852	0	0	0	0.543469	0.986390	0.986390
954	-0.000012	0	2	2	-0.000007	3.277089	3.277089
955	0.253674	0	0	0	0.267017	0.399383	0.399383
956	0.007019	0	0	0	0.016105	0.933309	0.933309
957	0.147891	0	0	0	0.167678	0.791623	0.791623
958	-0.042305	0	0	0	-0.038639	1.635106	1.635106
959	-0.168129	0	0	0	-0.167217	0.639215	0.639215
960	-0.035644	0	0	0	-0.034443	0.376366	0.376366
961	0.282533	0	0	0	0.326345	2.283977	2.283977
962	0.140957	0	0	0	0.153975	1.003807	1.003807
963	-0.048847	0	0	0	-0.039409	0.360162	0.360162
964	-0.051956	0	0	0	-0.048651	1.345912	1.345912
965	0.291756	0	0	0	0.314270	1.321394	1.321394
966	-0.034693	0	0	0	-0.032943	2.710038	2.710038
967	-0.055645	0	0	0	-0.051297	2.232220	2.232220
968	0.073611	0	0	0	0.082013	2.117618	2.117618
969	0.066131	0	0	0	0.073484	1.267141	1.267141
970	0.362139	0	0	0	0.382943	1.181681	1.181681
971	-0.005763	0	0	0	-0.005128	0.423247	0.423247
972	-0.037435	0	1	1	-0.034197	3.651900	3.651900
973	0.464484	0	0	0	0.502494	1.116397	1.116397
974	-0.075431	0	0	0	-0.071424	1.790032	1.790032
975	-0.001617	0	0	0	-0.001393	1.036255	1.036255
976	-0.057078	0	0	0	-0.054827	0.789232	0.789232
977	0.262135	0	0	0	0.264331	1.264509	1.264509
978	-0.002530	0	0	0	-0.002073	2.484316	2.484316
979	0.590733	0	0	0	0.631789	1.633691	1.633691
980	-0.118098	0	0	0	-0.115032	0.825922	0.825922
981	0.182302	0	0	0	0.189594	1.265362	1.265362
982	0.402329	0	0	0	0.423822	1.015664	1.015664
983	0.043533	0	0	0	0.049382	0.778262	0.778262
984	-0.026393	0	0	0	-0.024814	0.969018	0.969018
985	-0.021366	0	0	0	-0.012039	1.060853	1.060853
986	-0.097111	0	0	0	-0.094736	1.677885	1.677885
987	0.191090	0	0	0	0.206530	0.802826	0.802826
988	-0.092778	0	0	0	-0.090340	0.465096	0.465096
989	-0.008198	0	0	0	-0.007010	2.028485	2.028485
990	0.178723	0	0	0	0.195649	1.221542	1.221542
991	-0.041127	0	0	0	-0.035553	1.461010	1.461010
992	0.135614	0	0	0	0.147911	1.125304	1.125304
993	-0.015483	0	0	0	-0.013689	0.662131	0.662131
994	-0.032810	0	0	0	-0.031953	2.543160	2.543160
995	0.386339	0	0	0	0.413272	2.358448	2.358448
996	0.051000	0	0	0	0.065825	1.631195	1.631195
997	-0.136814	0	0	0	-0.131994	2.162745	2.162745
998	-0.012888	0	0	0	-0.011403	2.287978	2.287978
999	-0.056847	0	0	0	-0.053090	2.251955	2.251955
1000	-0.003004	0	1	1	-0.002286	2.969388	2.969388
1001	-0.044989	0	0	0	-0.040757	1.771477	1.771477
1002	-0.102100	0	0	0	-0.098122	0.756260	0.756260
1003	-0.126146	0	0	0	-0.123751	0.971960	0.971960
1004	-0.072024	0	0	0	-0.068213	2.140376	2.140376
1005	-0.104088	0	0	0	-0.098737	1.054062	1.054062
1006	0.351519	0	0	0	0.361063	1.106897	1.106897
1007	0.297809	0	0	0	0.322169	1.141511	1.141511
1008	0.269608	0	0	0	0.287197	0.841777	0.841777
1009	0.274729	0	0	0	0.297040	0.946073	0.946073
1010	0.050820	0	0	0	0.050820	0.351959	0.351959
1011	0.799408	0	0	0	0.874149	1.160469	1.160469
1012	-0.035791	0	0	0	-0.032448	2.578521	2.578521
1013	0.400994	0	0	0	0.410756	2.564303	2.564303
1014	-0.095591	0	0	0	-0.093342	0.979196	0.979196
1015	-0.073195	0	0	0	-0.069546	1.223180	1.223180
1016	-0.025001	0	0	0	-0.022157	1.104692	1.104692
1017	0.229475	0	0	0	0.247452	0.987143	0.987143
1018	-0.080122	0	0	0	-0.071096	0.807001	0.807001
1019	-0.068082	0	0	0	-0.064709	1.123057	1.123057
1020	-0.077433	0	0	0	-0.073500	0.491977	0.491977
1021	0.145341	0	0	0	0.160762	0.771046	0.771046
1022	0.186185	0	0	0	0.187009	1.607105	1.607105
1023	0.012954	0	0	0	0.021912	1.566870	1.566870
1024	0.197244	0	0	0	0.206262	1.193770	1.193770
1025	-0.103227	0	0	0	-0.093487	1.382986	1.382986
1026	-0.019382	0	0	0	-0.017604	2.182343	2.182343
1027	0.300169	0	0	0	0.320243	2.303992	2.303992
1028	-0.026551	0	0	0	-0.025590	0.381674	0.381674
1029	-0.161576	0	0	0	-0.160446	0.930504	0.930504
1030	-0.029405	0	0	0	-0.027264	2.097100	2.097100
1031	-0.120291	0	0	0	-0.117319	1.567855	1.567855
1032	-0.000000	0	0	0	-0.000000	1.667196	1.667196
1033	0.418092	0	0	0	0.447862	1.744962	1.744962
1034	0.407210	0	0	0	0.439539	1.167331	1.167331
1035	0.278163	0	0	0	0.326866	2.419951	2.419951
1036	-0.004603	0	0	0	0.001854	0.758734	0.758734
1037	-0.035860	0	0	0	-0.032898	1.801443	1.801443
1038	0.336742	0	0	0	0.355024	0.772456	0.772456
1039	-0.026929	0	0	0	-0.024441	0.840358	0.840358
1040	-0.081485	0	0	0	-0.077360	1.065549	1.065549
1041	-0.020817	0	0	0	-0.019114	2.617249	2.617249
1042	-0.033968	0	0	0	-0.033761	0.605514	0.605514
1043	0.136485	0	0	0	0.149725	1.754342	1.754342
1044	0.258901	0	0	0	0.275049	0.970445	0.970445
1045	-0.005259	0	0	0	-0.004741	1.898182	1.898182
1046	-0.020933	0	0	0	-0.019741	2.437526	2.437526
1047	-0.139017	0	0	0	-0.136027	0.490980	0.490980
1048	0.848868	0	0	0	0.920227	1.431646	1.431646
1049	0.183437	0	0	0	0.205534	0.972598	0.972598
1050	0.612789	0	0	0	0.647169	1.355788	1.355788
1051	-0.120583	0	0	0	-0.118131	1.424521	1.424521
1052	0.505678	0	0	0	0.535154	0.505678	0.248940
1053	0.324168	0	0	0	0.335462	2.312223	2.312223
1054	-0.000134	0	0	0	-0.000097	0.195143	0.195143
1055	-0.001283	0	0	0	-0.001126	1.501131	1.501131
1056	-0.023766	0	0	1	-0.021579	2.234745	2.234745
1057	-0.120233	0	0	0	-0.113768	0.959185	0.959185
1058	0.039398	0	0	0	0.050258	1.299672	1.299672
1059	-0.063785	0	2	3	-0.060802	2.796515	2.796515
1060	-0.097588	0	0	0	-0.094628	1.060219	1.060219
1061	0.035873	0	0	0	0.043789	0.422169	0.422169
1062	0.462562	0	0	0	0.510534	1.569503	1.569503
1063	-0.082817	0	0	0	-0.082622	0.077744	0.077744
1064	-0.038103	0	0	0	-0.034634	2.082409	2.082409
1065	0.058273	0	0	0	0.081442	1.911438	1.911438
1066	-0.155826	0	28	37	-0.153633	3.108280	3.108280
1067	-0.015787	0	0	0	-0.014439	0.984975	0.984975
1068	-0.000003	0	2	2	-0.000002	3.038527	3.038527
1069	-0.084348	0	0	0	-0.081788	1.751376	1.751376
1070	-0.050637	0	0	0	-0.046272	2.318158	2.318158
1071	-0.026719	0	0	0	-0.020594	1.434268	1.434268
1072	0.179381	0	0	0	0.196772	0.950952	0.950952
1073	0.073978	0	0	0	0.083099	0.970333	0.970333
1074	-0.016920	0	0	0	-0.015311	0.650849	0.650849
1075	-0.140901	0	0	0	-0.138532	0.716302	0.716302
1076	-0.037539	0	0	0	-0.035306	1.216504	1.216504
1077	-0.082503	0	0	0	-0.078021	1.328323	1.328323
1078	-0.002507	0	0	0	0.002065	0.781764	0.781764
1079	-0.060997	0	0	0	-0.058496	2.524520	2.524520
1080	0.149374	0	0	0	0.161609	2.317955	2.317955
1081	0.022915	0	0	0	0.030642	2.118565	2.118565
1082	0.145075	0	0	0	0.161315	0.920029	0.920029
1083	-0.018712	0	0	0	-0.016567	1.289678	1.289678
1084	0.159661	0	0	0	0.179253	1.991873	1.991873
1085	-0.048245	0	0	0	-0.044082	1.002070	1.002070
1086	0.173468	0	0	0	0.192949	1.594324	1.594324
1087	-0.052906	0	0	0	-0.042764	1.471237	1.471237
1088	-0.094578	0	0	0	-0.090809	1.005058	1.005058
1089	-0.089464	0	0	0	-0.085832	1.536447	1.536447
1090	0.263929	0	0	0	0.272991	0.840314	0.840314
1091	-0.109567	0	0	0	-0.101169	1.789083	1.789083
1092	-0.035279	0	1	1	-0.031576	2.760124	2.760124
1093	0.162459	0	0	0	0.171935	0.425194	0.425194
1094	-0.011605	0	7	8	-0.010159	3.506953	3.506953
1095	-0.049636	0	0	0	-0.045963	2.372963	2.372963
1096	0.064180	0	0	0	0.080470	0.787336	0.787336
1097	-0.067768	0	0	0	-0.062390	2.037048	2.037048
1098	-0.069933	0	3	3	-0.065908	3.043435	3.043435
1099	-0.111739	0	0	0	-0.107619	1.054313	1.054313
1100	-0.000345	0	0	0	-0.000269	0.474035	0.474035
1101	-0.011463	0	0	0	-0.010023	0.568588	0.568588
1102	-0.076275	0	1	1	-0.071830	2.792139	2.792139
1103	0.324647	0	0	0	0.348932	1.781871	1.781871
1104	-0.000005	0	0	0	-0.000003	2.315503	2.315503
1105	-0.159991	0	0	0	-0.156047	0.855261	0.855261
1106	-0.009200	0	0	0	-0.007740	1.140263	1.140263
1107	0.109300	0	0	0	0.114478	0.379197	0.379197
1108	0.406689	0	0	0	0.444143	0.406688	0.108312
1109	-0.091732	0	0	0	-0.088037	2.162593	2.162593
1110	0.464028	0	0	0	0.503211	2.106675	2.106675
1111	0.152493	0	0	0	0.165339	0.767969	0.767969
1112	0.668554	0	0	0	0.711717	0.719771	0.719771
1113	-0.117572	0	0	0	-0.108407	0.382710	0.382710
1114	-0.117587	0	0	0	-0.115500	1.208958	1.208958
1115	-0.000626	0	1	1	-0.000459	2.656647	2.656647
1116	0.049592	0	0	0	0.062665	0.919543	0.919543
1117	-0.001591	0	0	0	-0.001255	0.356930	0.356930
1118	-0.147322	0	0	0	-0.145337	2.168869	2.168869
1119	0.529123	0	0	0	0.554962	2.057009	2.057009
1120	-0.000701	0	1	1	-0.000561	3.518095	3.518095
1121	-0.117441	0	0	0	-0.102454	1.148072	1.148072
1122	0.509096	0	0	0	0.528454	1.885736	1.885736
1123	0.489095	0	0	0	0.519047	0.698764	0.698764
1124	0.749481	0	0	0	0.794834	1.881588	1.881588
1125	-0.127318	0	0	0	-0.120766	1.006668	1.006668
1126	-0.022904	0	0	0	-0.019973	2.290763	2.290763
1127	-0.052478	0	0	0	-0.048964	2.117443	2.117443
1128	-0.030762	0	0	0	-0.027808	1.550501	1.550501
1129	-0.031170	0	0	1	-0.029070	2.093560	2.093560
1130	-0.029431	0	0	0	-0.015584	1.716467	1.716467
1131	-0.084851	0	0	0	-0.082168	0.766790	0.766790
1132	0.296640	0	0	0	0.312580	1.592817	1.592817
1133	0.420069	0	0	0	0.446284	1.005105	1.005105
1134	0.015628	0	0	0	0.040686	1.431120	1.431120
1135	-0.000225	0	0	0	-0.000172	0.607811	0.607811
1136	0.141970	0	0	0	0.148566	1.037844	1.037844
1137	-0.064002	0	0	0	-0.060666	1.379224	1.379224
1138	-0.155996	0	0	0	-0.153244	1.905176	1.905176
1139	-0.039342	0	0	0	-0.035729	1.531065	1.531065
1140	-0.017746	0	0	0	-0.015492	1.914948	1.914948
1141	-0.110866	0	0	0	-0.108030	1.020912	1.020912
1142	-0.079175	0	0	0	-0.076555	1.767815	1.767815
1143	-0.020338	0	0	0	-0.017828	1.951908	1.951908
1144	0.541131	0	1	1	0.579364	2.402982	2.402982
1145	-0.126567	0	0	0	-0.117279	0.549146	0.549146
1146	-0.018060	0	0	0	-0.016053	1.565838	1.565838
1147	-0.039109	0	0	0	-0.036400	1.647959	1.647959
1148	-0.138767	0	0	0	-0.135391	0.703292	0.703292
1149	-0.065939	0	0	0	-0.046653	2.084685	2.084685
1150	-0.057925	0	0	0	-0.055998	1.019710	1.019710
1151	-0.003726	0	0	0	-0.003304	0.896154	0.896154
1152	-0.040353	0	0	0	-0.034607	1.070699	1.070699
1153	-0.122868	0	0	0	-0.121251	1.067132	1.067132
1154	0.153213	0	0	0	0.164519	1.140143	1.140143
1155	-0.088857	0	0	0	-0.085756	1.964822	1.964822
1156	-0.001574	0	0	0	-0.001304	1.033877	1.033877
1157	-0.083472	0	0	0	-0.080392	0.770048	0.770048
1158	-0.001897	0	0	0	-0.001633	1.188621	1.188621
1159	-0.003428	0	0	0	-0.002864	1.358870	1.358870
1160	-0.056785	0	0	0	-0.051599	1.307371	1.307371
1161	0.257920	0	0	0	0.267462	0.440142	0.440142
1162	0.102586	0	0	0	0.111695	0.856084	0.856084
1163	0.245407	0	0	0	0.253931	2.032462	2.032462
1164	0.016497	0	0	0	0.027654	0.900120	0.900120
1165	0.001513	0	0	0	0.011821	1.096602	1.096602
1166	0.333207	0	0	0	0.341774	1.868912	1.868912
1167	0.464296	0	0	0	0.503601	1.326746	1.326746
1168	-0.153197	0	0	0	-0.147430	1.085727	1.085727
1169	0.769029	0	0	0	0.807745	2.301631	2.301631
1170	0.436357	0	0	0	0.456045	1.379773	1.379773
1171	-0.010020	0	0	0	-0.008814	0.660818	0.660818
1172	0.250572	0	0	0	0.264922	1.376639	1.376639
1173	-0.150941	0	0	0	-0.146358	1.351642	1.351642
1174	-0.034249	0	0	0	-0.030063	1.287529	1.287529
1175	0.129186	0	0	0	0.154298	1.063268	1.063268
1176	0.347800	0	0	0	0.362296	1.267125	1.267125
1177	0.492010	0	0	0	0.511936	1.858455	1.858455
1178	0.384144	0	0	0	0.404362	0.384144	0.066993
1179	0.374156	0	0	0	0.396904	1.114261	1.114261
1180	-0.000592	0	0	0	-0.000485	0.808598	0.808598
1181	-0.003220	0	0	0	-0.002848	1.401136	1.401136
1182	-0.003847	0	0	0	-0.003152	1.284147	1.284147
1183	-0.012176	0	0	0	-0.010935	0.635907	0.635907
1184	0.321507	0	0	0	0.363059	1.321075	1.321075
1185	-0.001139	0	0	0	-0.000872	1.058175	1.058175
1186	-0.014600	0	0	0	-0.012602	1.642267	1.642267
1187	-0.088626	0	0	0	-0.086111	1.918059	1.918059
1188	-0.007947	0	0	0	-0.006519	2.125809	2.125809
1189	-0.002984	0	1	1	-0.002284	2.914540	2.914540
1190	-0.014354	0	0	0	-0.012393	1.118479	1.118479
1191	-0.102845	0	0	0	-0.100708	0.954508	0.954508
1192	-0.029628	0	0	0	-0.027195	1.520621	1.520621
1193	0.126399	0	0	0	0.136913	0.903333	0.903333
1194	-0.033223	0	0	0	-0.029902	1.218310	1.218310
1195	-0.070853	0	0	0	-0.068455	2.033984	2.033984
1196	-0.089456	0	0	0	-0.077223	0.995847	0.995847
1197	-0.144691	0	0	0	-0.142975	0.706948	0.706948
1198	-0.025805	0	0	0	-0.023677	1.615423	1.615423
1199	-0.069134	0	2	2	-0.064281	3.347093	3.347093
1200	0.208596	0	0	0	0.232491	1.305331	1.305331
1201	-0.109609	0	0	0	-0.104108	1.387270	1.387270
1202	-0.008478	0	0	0	0.004315	1.649440	1.649440
1203	-0.120693	0	0	0	-0.114076	2.362645	2.362645
1204	-0.047923	0	0	0	-0.044828	2.513007	2.513007
1205	-0.066005	0	0	0	-0.060988	1.249893	1.249893
1206	-0.065146	0	0	0	-0.049584	0.259317	0.259317
1207	-0.045961	0	0	0	-0.043348	1.894015	1.894015
1208	0.058493	0	0	0	0.062033	0.534096	0.534096
1209	-0.016303	0	0	0	-0.014505	0.451389	0.451389
1210	-0.070938	0	0	0	-0.068821	1.121646	1.121646
1211	-0.024906	0	3	4	-0.007650	2.750312	2.750312
1212	-0.119772	0	0	0	-0.114901	0.796629	0.796629
1213	0.319661	0	0	0	0.338094	1.099298	1.099298
1214	-0.035035	0	0	0	-0.032707	1.238239	1.238239
1215	-0.099548	0	0	0	-0.096353	0.742063	0.742063
1216	-0.155984	0	0	0	-0.147330	1.621781	1.621781
1217	-0.037166	0	0	0	-0.034171	0.588025	0.588025
1218	0.028141	0	0	0	0.041816	1.002852	1.002852
1219	-0.001043	0	0	0	-0.000835	0.289517	0.289517
1220	0.174769	0	0	0	0.183003	1.261145	1.261145
1221	0.203560	0	0	0	0.223451	1.127851	1.127851
1222	0.289533	0	0	0	0.313835	1.416149	1.416149
1223	-0.004615	0	0	0	-0.004036	1.928234	1.928234
1224	-0.111177	0	0	0	-0.108319	0.955594	0.955594
1225	0.311529	0	0	0	0.334361	1.046967	1.046967
1226	0.376496	0	0	0	0.415067	0.817373	0.817373
1227	0.543806	0	0	0	0.581747	2.017890	2.017890
1228	0.314561	0	0	0	0.338636	1.747450	1.747450
1229	-0.066684	0	0	0	-0.062113	2.634284	2.634284
1230	0.268571	0	0	0	0.285013	0.979405	0.979405
1231	-0.050955	0	0	0	-0.047188	1.142305	1.142305
1232	0.572312	0	0	0	0.599209	1.335930	1.335930
1233	0.084235	0	0	0	0.103327	0.922102	0.922102
1234	-0.020376	0	0	0	-0.018808	0.812217	0.812217
1235	-0.114121	0	0	0	-0.110111	1.569300	1.569300
1236	-0.015499	0	0	0	-0.013687	2.503059	2.503059
1237	-0.024488	0	1	1	-0.022602	2.991275	2.991275
1238	0.208609	0	3	4	0.225998	2.906403	2.906403
1239	0.158439	0	0	0	0.164861	0.268013	0.268013
1240	-0.014913	0	0	0	-0.013394	0.396730	0.396730
1241	-0.068751	0	0	0	-0.065807	0.641741	0.641741
1242	-0.039594	0	0	0	-0.036561	1.916004	1.916004
1243	-0.152071	0	0	0	-0.151549	2.361179	2.361179
1244	0.013734	0	0	0	0.025827	0.983617	0.983617
1245	0.191289	0	0	0	0.219865	1.100927	1.100927
1246	0.302520	0	0	0	0.324844	1.585267	1.585267
1247	-0.002461	0	0	0	-0.001957	1.569744	1.569744
1248	-0.049477	0	0	0	-0.047231	2.696759	2.696759
1249	-0.052791	0	0	0	-0.048397	0.203662	0.203662
1250	-0.076041	0	0	0	-0.072307	2.194358	2.194358
1251	0.543308	0	0	0	0.559699	1.316274	1.316274
1252	0.447960	0	0	0	0.478717	1.479211	1.479211
1253	0.399424	0	0	0	0.425112	1.580289	1.580289
1254	0.089425	0	0	0	0.095890	0.089425	-0.009333
1255	-0.043726	0	4	4	-0.041489	2.551848	2.551848
1256	0.419907	0	0	0	0.448655	1.481342	1.481342
1257	-0.006437	0	0	0	-0.005619	0.844902	0.844902
1258	-0.154803	0	0	0	-0.152485	0.533879	0.533879
1259	-0.024562	0	0	0	-0.023202	2.362110	2.362110
1260	-0.065566	0	0	0	-0.059208	2.076101	2.076101
1261	-0.030477	0	0	0	-0.026876	1.341794	1.341794
1262	0.276526	0	0	0	0.302736	1.819582	1.819582
1263	-0.093180	0	0	0	-0.088608	1.669428	1.669428
1264	-0.047589	0	0	0	-0.045040	1.447000	1.447000
1265	-0.000000	0	0	0	-0.000000	0.409976	0.409976
1266	-0.045984	0	0	0	-0.044454	1.539330	1.539330
1267	-0.012691	0	1	1	-0.011428	3.833911	3.833911
1268	-0.056509	0	0	0	-0.054732	2.829270	2.829270
1269	0.320994	0	0	0	0.331142	0.740783	0.740783
1270	0.218220	0	0	0	0.236040	1.060762	1.060762
1271	0.371770	0	0	0	0.377142	0.999317	0.999317
1272	-0.022480	0	0	0	-0.020007	0.799058	0.799058
1273	0.056532	0	0	0	0.069463	0.626474	0.626474
1274	-0.017840	0	0	0	-0.015708	2.252272	2.252272
1275	-0.002293	0	0	0	-0.001863	0.989047	0.989047
1276	-0.016544	0	1	1	-0.014350	2.836874	2.836874
1277	0.035640	0	0	0	0.055503	1.710904	1.710904
1278	-0.035079	0	0	0	-0.032051	0.677544	0.677544
1279	0.128281	0	0	0	0.150800	2.476781	2.476781
1280	0.017679	0	0	0	0.030139	1.200815	1.200815
1281	0.101342	0	0	0	0.118333	1.695490	1.695490
1282	0.334537	0	0	0	0.359461	1.083003	1.083003
1283	-0.113367	0	1	1	-0.108811	2.871618	2.871618
1284	0.052867	0	0	0	0.056728	0.614028	0.614028
1285	-0.040170	0	0	0	-0.037119	2.171639	2.171639
1286	-0.076426	0	0	0	-0.072611	1.406842	1.406842
1287	-0.050239	0	0	0	-0.047695	2.513656	2.513656
1288	-0.011588	0	0	0	-0.010084	0.640038	0.640038
1289	-0.009579	0	0	0	-0.007859	1.838725	1.838725
1290	-0.020585	0	0	0	-0.017415	0.506689	0.506689
1291	0.505645	0	0	0	0.549054	0.976515	0.976515
1292	-0.124508	0	0	0	-0.119679	1.227360	1.227360
1293	0.630035	0	0	0	0.663022	1.064887	1.064887
1294	-0.072648	0	0	0	-0.070621	2.016922	2.016922
1295	-0.006106	0	0	0	-0.005076	2.290776	2.290776
1296	0.000433	0	0	0	0.017065	0.947975	0.947975
1297	0.221370	0	0	0	0.229778	1.413450	1.413450
1298	0.347305	0	0	0	0.371108	0.347305	0.199056
1299	-0.047478	0	0	0	-0.044804	0.842903	0.842903
1300	0.259937	0	0	0	0.278439	1.020080	1.020080
1301	-0.168170	0	0	0	-0.167645	0.620872	0.620872
1302	-0.000313	0	0	0	-0.000233	0.888506	0.888506
1303	0.500535	0	0	0	0.545617	2.455651	2.455651
1304	-0.066578	0	0	0	-0.061907	0.757023	0.757023
1305	0.395184	0	0	0	0.418609	1.356342	1.356342
1306	-0.000235	0	0	0	-0.000162	0.520636	0.520636
1307	0.090819	0	0	0	0.102169	0.167326	0.167326
1308	-0.000024	0	0	0	-0.000017	2.000663	2.000663
1309	0.107194	0	0	0	0.112609	0.705543	0.705543
1310	-0.084645	0	0	0	-0.081288	2.688147	2.688147
1311	0.058642	0	0	0	0.064502	1.081668	1.081668
1312	-0.010017	0	0	0	0.006776	0.373887	0.373887
1313	0.011416	0	0	0	0.027254	1.546246	1.546246
1314	-0.035181	0	0	0	-0.033711	1.277465	1.277465
1315	-0.012763	0	0	0	-0.011720	1.059782	1.059782
1316	-0.108800	0	0	0	-0.103865	1.322435	1.322435
1317	-0.145027	0	0	0	-0.142443	1.213904	1.213904
1318	-0.022232	0	0	0	-0.019886	0.655429	0.655429
1319	-0.035233	0	13	13	-0.032643	3.252330	3.252330
1320	0.335863	0	0	0	0.348597	0.931328	0.931328
1321	0.111682	0	0	0	0.131894	1.243360	1.243360
1322	0.535272	0	0	0	0.558215	0.571026	0.571026
1323	-0.007621	0	0	0	-0.007206	0.942563	0.942563
1324	0.275308	0	0	0	0.282766	1.234201	1.234201
1325	0.342810	0	0	0	0.375281	1.300538	1.300538
1326	-0.065584	0	0	0	-0.062051	0.864868	0.864868
1327	0.694103	0	0	0	0.710899	1.036153	1.036153
1328	-0.070548	0	0	0	-0.068197	1.173056	1.173056
1329	-0.003563	0	0	0	-0.002977	2.175083	2.175083
1330	0.088392	0	0	0	0.104348	0.586498	0.586498
1331	0.360932	0	0	0	0.379549	1.164472	1.164472
1332	0.063020	0	0	0	0.077681	0.374414	0.374414
1333	-0.004775	0	0	0	-0.003953	2.677329	2.677329
1334	0.367275	0	0	0	0.384733	0.929445	0.929445
1335	-0.085230	0	0	1	-0.084116	1.941991	1.941991
1336	-0.086464	0	0	0	-0.083457	0.793932	0.793932
1337	-0.021660	0	0	0	-0.019031	2.835494	2.835494
1338	0.148309	0	0	0	0.173185	1.138551	1.138551
1339	-0.002584	0	0	0	-0.002045	1.971606	1.971606
1340	-0.067190	0	0	0	-0.058810	0.751339	0.751339
1341	-0.122276	0	0	0	-0.117850	1.734262	1.734262
1342	-0.038529	0	0	0	-0.035244	2.397609	2.397609
1343	-0.045151	0	0	0	-0.043299	1.373030	1.373030
1344	-0.072354	0	0	0	-0.068669	-0.001356	-0.001356
1345	-0.069943	0	0	0	-0.066518	1.734652	1.734652
1346	-0.011540	0	0	0	-0.010603	0.073844	0.073844
1347	0.060952	0	0	0	0.077143	0.850231	0.850231
1348	-0.076267	0	0	0	-0.058957	1.649352	1.649352
1349	-0.036394	0	0	0	-0.032283	0.776445	0.776445
1350	-0.153384	0	0	0	-0.140689	1.200732	1.200732
1351	-0.069995	0	2	4	-0.065949	2.938300	2.938300
1352	-0.032625	0	0	0	-0.028754	1.068617	1.068617
1353	-0.146354	0	0	0	-0.139768	1.239061	1.239061
1354	-0.014266	0	0	0	-0.011954	1.281362	1.281362
1355	0.173361	0	0	0	0.198410	0.728938	0.728938
1356	0.219922	0	0	0	0.234826	1.596779	1.596779
1357	-0.056724	0	0	0	-0.054335	0.929236	0.929236
1358	0.022740	0	0	0	0.026909	1.080195	1.080195
1359	0.078939	0	0	0	0.090797	0.656171	0.656171
1360	-0.033609	0	0	0	-0.030574	2.443540	2.443540
1361	-0.159536	0	0	0	-0.157192	0.279785	0.279785
1362	-0.077603	0	0	0	-0.072768	1.927564	1.927564
1363	0.264561	0	0	0	0.284817	1.240362	1.240362
1364	-0.004276	0	0	0	-0.003463	1.183084	1.183084
1365	-0.085462	0	0	0	-0.078416	1.146994	1.146994
1366	-0.088893	0	0	0	-0.086057	1.006446	1.006446
1367	-0.064012	0	0	0	-0.053032	1.161917	1.161917
1368	0.028101	0	0	0	0.048314	1.644660	1.644660
1369	0.190310	0	0	0	0.205849	1.703911	1.703911
1370	-0.053518	0	0	0	-0.050836	2.603091	2.603091
1371	-0.014325	0	16	16	-0.012109	3.753585	3.753585
1372	-0.026437	0	0	0	-0.023515	1.224718	1.224718
1373	0.026768	0	0	0	0.036548	1.096805	1.096805
1374	-0.093138	0	0	0	-0.091048	1.551335	1.551335
1375	-0.009295	0	0	0	-0.007986	2.820054	2.820054
1376	0.178059	0	0	0	0.190283	1.673785	1.673785
1377	-0.129031	0	0	0	-0.124131	1.050238	1.050238
1378	0.158928	0	0	0	0.179042	1.039758	1.039758
1379	-0.112717	0	0	0	-0.108192	1.258342	1.258342
1380	-0.054268	0	0	0	-0.050644	2.438985	2.438985
1381	-0.087166	0	0	0	-0.083268	0.703871	0.703871
1382	-0.021656	0	0	0	-0.018505	1.477989	1.477989
1383	0.566053	0	0	0	0.586683	1.332061	1.332061
1384	0.259324	0	0	0	0.296064	0.723096	0.723096
1385	0.190408	0	0	0	0.213096	1.083953	1.083953
1386	-0.126399	0	0	0	-0.109753	-0.000004	-0.000004
1387	0.365202	0	0	0	0.377780	1.468361	1.468361
1388	-0.060915	0	4	5	-0.057833	3.088848	3.088848
1389	0.445111	0	0	0	0.482679	2.107567	2.107567
1390	-0.044557	0	0	0	-0.036033	0.362876	0.362876
