# generated_utc	2026-08-14T15:34:58+00:00
# script	probe_v6.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	1623
string	bos	rho	n_tok	dest	delta	t_star	runner_up	peak_val	tokens	token_ids	peak_20	peakpos_20	peak_38	peakpos_38	peak_281	peakpos_281	peak_464	peakpos_464	peak_1430	peakpos_1430	peak_1790	peakpos_1790	peak_1888	peakpos_1888	peak_2094	peakpos_2094	peak_2256	peakpos_2256	prefix	prefix_dest	prefix_delta	prefix_agrees	seed_name	seed_string	target_dest	branch	rng_seed	evaluation_index	source_string	source_token_ids	intended_token_ids	realised_token_ids	intended_n_tok	realised_n_tok	intended_edit_distance	realised_edit_distance	roundtrip_stable	intervention_agrees	edit_position
the water was Mackinaw	1	R	6	20	0.476561	5	1790	3.220311	["the", " water", " was", " Mack", "in", "aw"]	[1169, 1660, 373, 16640, 259, 707]	3.220311	5	0.445256	3	0.163982	1	0.516699	1	2.703972	5	2.74375	1	2.662838	2	0.239423	0	2.36087	0	the water was Mackin	20	0.476561	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	10	at Mackinaw	[265, 16640, 259, 707]	[1169, 1660, 373, 16640, 259, 707]	[1169, 1660, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
the night was Mackinaw	1	R	6	2073	0.880466	2	20	4.029419	["the", " night", " was", " Mack", "in", "aw"]	[1169, 1755, 373, 16640, 259, 707]	3.148953	5	1.436771	3	0.305442	2	0.516699	1	2.760182	5	2.74375	1	2.623779	1	0.239423	0	2.36087	0	the night	2073	1.285669	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	11	at Mackinaw	[265, 16640, 259, 707]	[1169, 1755, 373, 16640, 259, 707]	[1169, 1755, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
the room was Mackinaw	1	R	6	2073	0.290809	2	20	3.423939	["the", " room", " was", " Mack", "in", "aw"]	[1169, 2119, 373, 16640, 259, 707]	3.13313	5	0.354092	3	0.209243	2	0.516699	1	2.739437	5	2.74375	1	2.623779	1	0.239423	0	2.36087	0	the room	2073	0.680188	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	12	at Mackinaw	[265, 16640, 259, 707]	[1169, 2119, 373, 16640, 259, 707]	[1169, 2119, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
the world was Mackinaw	1	R	6	20	0.003286	5	2073	3.202997	["the", " world", " was", " Mack", "in", "aw"]	[1169, 995, 373, 16640, 259, 707]	3.202997	5	0.634403	3	0.163982	1	0.516699	1	2.762663	5	2.74375	1	2.623779	1	0.239423	0	2.36087	0	the world was Mackin	20	0.003286	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	13	at Mackinaw	[265, 16640, 259, 707]	[1169, 995, 373, 16640, 259, 707]	[1169, 995, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
the sea was Mackinaw	1	R	6	2073	0.101783	2	20	3.280318	["the", " sea", " was", " Mack", "in", "aw"]	[1169, 5417, 373, 16640, 259, 707]	3.178535	5	0.857935	3	0.36	2	0.516699	1	2.804974	5	2.74375	1	2.623779	1	0.239423	0	2.36087	0	the sea	2073	0.536567	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	14	at Mackinaw	[265, 16640, 259, 707]	[1169, 5417, 373, 16640, 259, 707]	[1169, 5417, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
the wind was Mackinaw	1	R	6	2073	0.229989	2	20	3.403693	["the", " wind", " was", " Mack", "in", "aw"]	[1169, 2344, 373, 16640, 259, 707]	3.173704	5	1.412117	3	0.341206	2	0.516699	1	2.802994	5	2.74375	1	2.623779	1	0.239423	0	2.36087	0	the wind	2073	0.659942	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	15	at Mackinaw	[265, 16640, 259, 707]	[1169, 2344, 373, 16640, 259, 707]	[1169, 2344, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
the ground was Mackinaw	1	R	6	20	0.121276	5	2073	3.205331	["the", " ground", " was", " Mack", "in", "aw"]	[1169, 2323, 373, 16640, 259, 707]	3.205331	5	0.416079	3	0.163982	1	0.516699	1	2.825585	5	2.74375	1	2.623779	1	0.239423	0	2.36087	0	the ground was Mackin	20	0.121276	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	16	at Mackinaw	[265, 16640, 259, 707]	[1169, 2323, 373, 16640, 259, 707]	[1169, 2323, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
the ship was Mackinaw	1	R	6	20	0.355585	5	2073	3.241662	["the", " ship", " was", " Mack", "in", "aw"]	[1169, 4074, 373, 16640, 259, 707]	3.241662	5	0.470127	2	0.163982	1	0.516699	1	2.739161	5	2.74375	1	2.623779	1	0.239423	0	2.36087	0	the ship was Mackin	20	0.355585	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	17	at Mackinaw	[265, 16640, 259, 707]	[1169, 4074, 373, 16640, 259, 707]	[1169, 4074, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
the morning was Mackinaw	1	R	6	2073	0.097455	2	20	3.286096	["the", " morning", " was", " Mack", "in", "aw"]	[1169, 3329, 373, 16640, 259, 707]	3.18864	5	1.445675	3	0.221437	2	0.516699	1	2.763612	5	2.74375	1	2.623779	1	0.239423	0	2.36087	0	the morning	2073	0.542346	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	18	at Mackinaw	[265, 16640, 259, 707]	[1169, 3329, 373, 16640, 259, 707]	[1169, 3329, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
the evening was Mackinaw	1	R	6	2073	0.492882	2	20	3.653273	["the", " evening", " was", " Mack", "in", "aw"]	[1169, 6180, 373, 16640, 259, 707]	3.160391	5	1.021129	3	0.163982	1	0.516699	1	2.775612	5	2.74375	1	2.623779	1	0.239423	0	2.36087	0	the evening	2073	0.909522	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	19	at Mackinaw	[265, 16640, 259, 707]	[1169, 6180, 373, 16640, 259, 707]	[1169, 6180, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
the weather was Mackinaw	1	R	6	20	0.410071	5	1430	3.197637	["the", " weather", " was", " Mack", "in", "aw"]	[1169, 6193, 373, 16640, 259, 707]	3.197637	5	0.518682	3	0.163982	1	0.516699	1	2.787566	5	2.74375	1	2.623779	1	0.239423	0	2.36087	0	the weather was Mackin	20	0.410071	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	20	at Mackinaw	[265, 16640, 259, 707]	[1169, 6193, 373, 16640, 259, 707]	[1169, 6193, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
I was Mackinaw	1	R	5	20	0.026217	4	1888	3.176754	["I", " was", " Mack", "in", "aw"]	[40, 373, 16640, 259, 707]	3.176754	4	0.20383	2	-0.000821	0	-0.002003	5	2.757656	4	2.223125	4	3.150538	1	0.239423	0	2.36087	0	I was Mackin	20	0.026217	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	21	at Mackinaw	[265, 16640, 259, 707]	[40, 373, 16640, 259, 707]	[40, 373, 16640, 259, 707]	5	5	2	2	1	1	NA
he was Mackinaw	1	R	5	20	0.280919	4	1790	3.170769	["he", " was", " Mack", "in", "aw"]	[258, 373, 16640, 259, 707]	3.170769	4	0.11632	0	0.023	1	0.21489	1	2.717849	4	2.88985	1	2.646625	3	0.239423	0	2.36087	0	he was Mackin	20	0.280919	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	22	at Mackinaw	[265, 16640, 259, 707]	[258, 373, 16640, 259, 707]	[258, 373, 16640, 259, 707]	5	5	2	2	1	1	NA
she was Mackinaw	1	R	5	20	0.112791	4	1790	3.134669	["she", " was", " Mack", "in", "aw"]	[7091, 373, 16640, 259, 707]	3.134669	4	0.121085	2	0.00472	1	0.041438	1	2.736366	4	3.021878	1	2.595277	3	0.239423	0	2.36087	0	she was Mackin	20	0.112791	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	23	at Mackinaw	[265, 16640, 259, 707]	[7091, 373, 16640, 259, 707]	[7091, 373, 16640, 259, 707]	5	5	2	2	1	1	NA
we were Mackinaw	1	R	5	20	0.367441	4	1790	3.18635	["we", " were", " Mack", "in", "aw"]	[732, 547, 16640, 259, 707]	3.18635	4	0.11632	0	0.322376	1	0.252283	1	2.697587	4	2.818908	1	2.737019	3	0.239423	0	2.36087	0	we were Mackin	20	0.367441	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	24	at Mackinaw	[265, 16640, 259, 707]	[732, 547, 16640, 259, 707]	[732, 547, 16640, 259, 707]	5	5	2	2	1	1	NA
they were Mackinaw	1	R	5	20	0.397712	4	1430	3.150191	["they", " were", " Mack", "in", "aw"]	[9930, 547, 16640, 259, 707]	3.150191	4	0.419835	2	-0.000821	0	0.274664	1	2.752478	4	2.307492	1	2.522609	3	0.239423	0	2.36087	0	they were Mackin	20	0.397712	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	25	at Mackinaw	[265, 16640, 259, 707]	[9930, 547, 16640, 259, 707]	[9930, 547, 16640, 259, 707]	5	5	2	2	1	1	NA
you were Mackinaw	1	R	5	20	0.313047	4	1888	3.127239	["you", " were", " Mack", "in", "aw"]	[5832, 547, 16640, 259, 707]	3.127239	4	0.198649	2	-0.000821	0	0.38756	1	2.608447	4	2.369429	1	2.814192	3	0.239423	0	2.36087	0	you were Mackin	20	0.313047	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	26	at Mackinaw	[265, 16640, 259, 707]	[5832, 547, 16640, 259, 707]	[5832, 547, 16640, 259, 707]	5	5	2	2	1	1	NA
there was Mackinaw	1	R	5	20	0.192229	4	2154	3.13948	["there", " was", " Mack", "in", "aw"]	[8117, 373, 16640, 259, 707]	3.13948	4	0.210958	2	0.350647	1	0.510006	1	2.715919	4	2.315805	1	2.521642	1	0.239423	0	2.36087	0	there was Mackin	20	0.192229	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	27	at Mackinaw	[265, 16640, 259, 707]	[8117, 373, 16640, 259, 707]	[8117, 373, 16640, 259, 707]	5	5	2	2	1	1	NA
outside it was Mackinaw	1	R	6	20	0.295918	5	1430	3.118504	["outside", " it", " was", " Mack", "in", "aw"]	[43435, 340, 373, 16640, 259, 707]	3.118504	5	0.11632	0	0.059505	2	0.261618	1	2.822585	5	2.621802	2	2.739268	1	0.239423	0	2.36087	0	outside it was Mackin	20	0.295918	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	28	at Mackinaw	[265, 16640, 259, 707]	[43435, 340, 373, 16640, 259, 707]	[43435, 340, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
inside it was Mackinaw	1	R	6	20	0.314578	5	1430	3.142713	["inside", " it", " was", " Mack", "in", "aw"]	[48787, 340, 373, 16640, 259, 707]	3.142713	5	0.362575	3	0.282752	1	-0.00135	6	2.828135	5	2.23388	2	2.49193	4	0.239423	0	2.36087	0	inside it was Mackin	20	0.314578	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	29	at Mackinaw	[265, 16640, 259, 707]	[48787, 340, 373, 16640, 259, 707]	[48787, 340, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
yesterday was Mackinaw	1	R	6	20	0.399689	5	1430	3.15642	["yes", "terday", " was", " Mack", "in", "aw"]	[8505, 6432, 373, 16640, 259, 707]	3.15642	5	0.342236	3	0.930278	2	0.15047	1	2.756732	5	2.190437	4	2.60624	4	0.239423	0	2.36087	0	yesterday was Mackin	20	0.399689	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	30	at Mackinaw	[265, 16640, 259, 707]	[8505, 6432, 373, 16640, 259, 707]	[8505, 6432, 373, 16640, 259, 707]	6	6	3	3	1	1	NA
today was Mackinaw	1	R	5	20	0.370918	4	1430	3.121006	["today", " was", " Mack", "in", "aw"]	[40838, 373, 16640, 259, 707]	3.121006	4	0.373545	2	-0.000821	0	0.267785	1	2.750088	4	2.168135	4	2.7457	1	0.239423	0	2.36087	0	today was Mackin	20	0.370918	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	31	at Mackinaw	[265, 16640, 259, 707]	[40838, 373, 16640, 259, 707]	[40838, 373, 16640, 259, 707]	5	5	2	2	1	1	NA
winter was Mackinaw	1	R	5	20	0.362566	4	1430	3.138933	["winter", " was", " Mack", "in", "aw"]	[40078, 373, 16640, 259, 707]	3.138933	4	1.197966	2	0.914288	1	-0.002401	5	2.776367	4	2.279725	3	2.757597	1	0.239423	0	2.36087	0	winter was Mackin	20	0.362566	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	32	at Mackinaw	[265, 16640, 259, 707]	[40078, 373, 16640, 259, 707]	[40078, 373, 16640, 259, 707]	5	5	2	2	1	1	NA
at Mackinaw	1	R	4	20	0.322105	3	1430	3.081347	["at", " Mack", "in", "aw"]	[265, 16640, 259, 707]	3.081347	3	0.11632	0	0.175272	2	-0.003387	4	2.759242	3	2.250798	1	2.295273	2	0.239423	0	2.36087	0	at Mackin	20	0.322105	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	33	at Mackinaw	[265, 16640, 259, 707]	[265, 16640, 259, 707]	[265, 16640, 259, 707]	4	4	0	0	1	1	NA
the Mackinaw	1	R	4	20	0.420926	3	1430	3.327903	["the", " Mack", "in", "aw"]	[1169, 16640, 259, 707]	3.327903	3	0.11632	0	0.163982	1	0.516699	1	2.906977	3	2.74375	1	2.623779	1	0.239423	0	2.36087	0	the Mackin	20	0.420926	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	34	at Mackinaw	[265, 16640, 259, 707]	[1169, 16640, 259, 707]	[1169, 16640, 259, 707]	4	4	1	1	1	1	NA
on Mackinaw	1	R	4	20	0.314856	3	1430	3.184914	["on", " Mack", "in", "aw"]	[261, 16640, 259, 707]	3.184914	3	0.11632	0	-0.000821	0	0.161203	1	2.870058	3	2.627052	1	2.759684	1	0.239423	0	2.36087	0	on Mackin	20	0.314856	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	35	at Mackinaw	[265, 16640, 259, 707]	[261, 16640, 259, 707]	[261, 16640, 259, 707]	4	4	1	1	1	1	NA
near Mackinaw	1	R	4	20	0.176795	3	1435	3.219081	["near", " Mack", "in", "aw"]	[40093, 16640, 259, 707]	3.219081	3	0.11632	0	-0.000821	0	-0.002635	4	2.885636	3	2.559089	1	2.814235	1	0.239423	0	2.36087	0	near Mackin	20	0.176795	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	36	at Mackinaw	[265, 16640, 259, 707]	[40093, 16640, 259, 707]	[40093, 16640, 259, 707]	4	4	1	1	1	1	NA
was Mackinaw	1	R	4	20	0.448778	3	1430	3.130963	["was", " Mack", "in", "aw"]	[9776, 16640, 259, 707]	3.130963	3	0.11632	0	-0.000821	0	0.390047	1	2.682185	3	2.2462	2	2.417966	2	0.239423	0	2.36087	0	was Mackin	20	0.448778	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	37	at Mackinaw	[265, 16640, 259, 707]	[9776, 16640, 259, 707]	[9776, 16640, 259, 707]	4	4	1	1	1	1	NA
from Mackinaw	1	R	4	20	0.283355	3	1430	3.153087	["from", " Mack", "in", "aw"]	[6738, 16640, 259, 707]	3.153087	3	0.11632	0	0.007183	2	0.001336	1	2.869732	3	2.081371	2	2.659812	2	0.239423	0	2.36087	0	from Mackin	20	0.283355	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	38	at Mackinaw	[265, 16640, 259, 707]	[6738, 16640, 259, 707]	[6738, 16640, 259, 707]	4	4	1	1	1	1	NA
of Mackinaw	1	R	4	20	0.237423	3	1430	3.141515	["of", " Mack", "in", "aw"]	[1659, 16640, 259, 707]	3.141515	3	0.11632	0	-0.000821	0	-0.001957	4	2.904092	3	2.268032	1	2.532599	2	0.239423	0	2.36087	0	of Mackin	20	0.237423	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	39	at Mackinaw	[265, 16640, 259, 707]	[1659, 16640, 259, 707]	[1659, 16640, 259, 707]	4	4	1	1	1	1	NA
to Mackinaw	1	R	4	20	0.311138	3	1888	3.25851	["to", " Mack", "in", "aw"]	[1462, 16640, 259, 707]	3.25851	3	0.11632	0	-0.000821	0	0.226257	1	2.870695	3	2.84726	2	2.947373	2	0.239423	0	2.36087	0	to Mackin	20	0.311138	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	40	at Mackinaw	[265, 16640, 259, 707]	[1462, 16640, 259, 707]	[1462, 16640, 259, 707]	4	4	1	1	1	1	NA
in Mackinaw	1	R	4	1888	0.004595	1	20	2.852342	["in", " Mack", "in", "aw"]	[259, 16640, 259, 707]	2.847747	3	0.11632	0	-0.000821	0	-0.002552	4	2.723705	3	2.831098	1	2.852342	1	0.239423	0	2.36087	0	in	1888	0.021243	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	41	at Mackinaw	[265, 16640, 259, 707]	[259, 16640, 259, 707]	[259, 16640, 259, 707]	4	4	1	1	1	1	NA
by Mackinaw	1	R	4	1430	0.165464	3	20	3.027961	["by", " Mack", "in", "aw"]	[1525, 16640, 259, 707]	2.862497	3	0.11632	0	-0.000821	0	-0.003737	4	3.027961	3	2.122502	4	2.545091	1	0.239423	0	2.36087	0	by Mackin	1430	0.165464	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	42	at Mackinaw	[265, 16640, 259, 707]	[1525, 16640, 259, 707]	[1525, 16640, 259, 707]	4	4	1	1	1	1	NA
for Mackinaw	1	R	4	20	0.358976	3	1430	3.200149	["for", " Mack", "in", "aw"]	[1640, 16640, 259, 707]	3.200149	3	0.11632	0	-0.000821	0	0.317036	1	2.841173	3	2.644286	1	2.693016	2	0.239423	0	2.36087	0	for Mackin	20	0.358976	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	43	at Mackinaw	[265, 16640, 259, 707]	[1640, 16640, 259, 707]	[1640, 16640, 259, 707]	4	4	1	1	1	1	NA
with Mackinaw	1	R	4	20	0.312816	3	1430	3.131236	["with", " Mack", "in", "aw"]	[4480, 16640, 259, 707]	3.131236	3	0.11632	0	-0.000821	0	-0.001334	4	2.81842	3	2.367123	2	2.675417	1	0.239423	0	2.36087	0	with Mackin	20	0.312816	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	44	at Mackinaw	[265, 16640, 259, 707]	[4480, 16640, 259, 707]	[4480, 16640, 259, 707]	4	4	1	1	1	1	NA
into Mackinaw	1	R	4	20	0.449737	3	1430	3.254886	["into", " Mack", "in", "aw"]	[20424, 16640, 259, 707]	3.254886	3	0.11632	0	-0.000821	0	-0.002697	4	2.805149	3	2.570503	1	2.345481	2	0.239423	0	2.36087	0	into Mackin	20	0.449737	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	45	at Mackinaw	[265, 16640, 259, 707]	[20424, 16640, 259, 707]	[20424, 16640, 259, 707]	4	4	1	1	1	1	NA
upon Mackinaw	1	R	4	20	0.201931	3	1430	3.019981	["upon", " Mack", "in", "aw"]	[27287, 16640, 259, 707]	3.019981	3	0.11632	0	-0.000821	0	0.350638	1	2.818049	3	2.417125	2	2.456439	2	0.239423	0	2.36087	0	upon Mackin	20	0.201931	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	46	at Mackinaw	[265, 16640, 259, 707]	[27287, 16640, 259, 707]	[27287, 16640, 259, 707]	4	4	1	1	1	1	NA
beyond Mackinaw	1	R	5	20	0.466251	4	1430	3.311081	["be", "yond", " Mack", "in", "aw"]	[1350, 3243, 16640, 259, 707]	3.311081	4	0.11632	0	0.071117	2	-0.003883	5	2.844829	4	2.782547	1	2.609819	3	0.239423	0	2.36087	0	beyond Mackin	20	0.466251	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	47	at Mackinaw	[265, 16640, 259, 707]	[1350, 3243, 16640, 259, 707]	[1350, 3243, 16640, 259, 707]	5	5	2	2	1	1	NA
island Mackinaw	1	R	5	20	0.506593	4	1430	3.112057	["is", "land", " Mack", "in", "aw"]	[271, 1044, 16640, 259, 707]	3.112057	4	0.11632	0	0.530096	2	0.292498	1	2.605463	4	2.253468	4	2.464651	1	0.239423	0	2.36087	0	island Mackin	20	0.506593	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	48	at Mackinaw	[265, 16640, 259, 707]	[271, 1044, 16640, 259, 707]	[271, 1044, 16640, 259, 707]	5	5	2	2	1	1	NA
fort Mackinaw	1	R	4	1888	0.288031	1	20	3.453658	["fort", " Mack", "in", "aw"]	[3319, 16640, 259, 707]	3.165627	3	0.11632	0	0.906222	1	0.135534	1	2.730695	3	2.825202	1	3.453658	1	0.239423	0	2.36087	0	fort	1888	0.628456	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	49	at Mackinaw	[265, 16640, 259, 707]	[3319, 16640, 259, 707]	[3319, 16640, 259, 707]	4	4	1	1	1	1	NA
lake Mackinaw	1	R	4	20	0.183836	3	1888	3.167009	["lake", " Mack", "in", "aw"]	[27180, 16640, 259, 707]	3.167009	3	0.11632	0	0.610221	1	-0.00155	4	2.643855	3	2.844363	1	2.983172	1	0.239423	0	2.36087	0	lake Mackin	20	0.183836	1	mackinaw_20	at Mackinaw	20	A_CARRIER	NA	50	at Mackinaw	[265, 16640, 259, 707]	[27180, 16640, 259, 707]	[27180, 16640, 259, 707]	4	4	1	1	1	1	NA
