# generated_utc	2026-08-14T15:34:58+00:00
# script	probe_v6.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	1623
string	bos	rho	n_tok	dest	delta	t_star	runner_up	peak_val	tokens	token_ids	peak_20	peakpos_20	peak_38	peakpos_38	peak_281	peakpos_281	peak_464	peakpos_464	peak_1430	peakpos_1430	peak_1790	peakpos_1790	peak_1888	peakpos_1888	peak_2094	peakpos_2094	peak_2256	peakpos_2256	prefix	prefix_dest	prefix_delta	prefix_agrees	seed_name	seed_string	target_dest	branch	rng_seed	evaluation_index	source_string	source_token_ids	intended_token_ids	realised_token_ids	intended_n_tok	realised_n_tok	intended_edit_distance	realised_edit_distance	roundtrip_stable	intervention_agrees	edit_position
at rob beneath us	1	R	4	281	0.462628	2	202	2.925209	["at", " rob", " beneath", " us"]	[265, 3857, 11061, 514]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.007314	4	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	E_CONTINUATION	NA	59	at robin	[265, 3857, 259]	[265, 3857, 11061, 514]	[265, 3857, 11061, 514]	4	4	2	2	1	1	NA
at rob around us	1	R	4	281	0.564339	2	2256	2.925209	["at", " rob", " around", " us"]	[265, 3857, 1088, 514]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.026346	3	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	E_CONTINUATION	NA	60	at robin	[265, 3857, 259]	[265, 3857, 1088, 514]	[265, 3857, 1088, 514]	4	4	2	2	1	1	NA
 Artists robin	1	R	3	1888	0.988255	1	2256	3.349124	[" Artists", " rob", "in"]	[37599, 3857, 259]	-0.00705	0	0.11632	0	1.022439	3	0.483343	1	-0.098603	3	2.272016	1	3.349124	1	0.239423	0	2.36087	0	 Artists	1888	0.988255	1	robin_281	at robin	281	C_LOCAL	0	1	at robin	[265, 3857, 259]	[37599, 3857, 259]	[37599, 3857, 259]	3	3	1	1	1	1	0
 Dennis robin	1	R	3	1888	0.73198	3	2256	3.09285	[" Dennis", " rob", "in"]	[16902, 3857, 259]	-0.00705	0	0.11632	0	1.440861	3	0.558351	1	-0.029303	1	2.356182	3	3.09285	3	0.239423	0	2.36087	0	 Dennis robin	1888	0.73198	1	robin_281	at robin	281	C_LOCAL	0	2	at robin	[265, 3857, 259]	[16902, 3857, 259]	[16902, 3857, 259]	3	3	1	1	1	1	0
 Veteran robin	1	R	3	1888	0.76108	1	1790	3.164848	[" Veteran", " rob", "in"]	[32733, 3857, 259]	-0.00705	0	0.11632	0	0.401394	2	1.409008	1	-0.035184	2	2.403769	1	3.164848	1	0.239423	0	2.36087	0	 Veteran	1888	0.761079	1	robin_281	at robin	281	C_LOCAL	0	3	at robin	[265, 3857, 259]	[32733, 3857, 259]	[32733, 3857, 259]	3	3	1	1	1	1	0
atMediumin	1	R	3	3050	0.506512	2	1898	3.262789	["at", "Medium", "in"]	[265, 31205, 259]	-0.00705	0	0.11632	0	0.766996	3	-0.000249	2	-0.095209	3	2.618211	3	2.28588	3	0.239423	0	2.36087	0	atMedium	3050	0.506512	1	robin_281	at robin	281	C_LOCAL	0	4	at robin	[265, 3857, 259]	[265, 31205, 259]	[265, 31205, 259]	3	3	1	1	1	1	1
at rob MU	1	R	3	281	0.430601	2	858	2.925209	["at", " rob", " MU"]	[265, 3857, 25108]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	5	at robin	[265, 3857, 259]	[265, 3857, 25108]	[265, 3857, 25108]	3	3	1	1	1	1	2
 Watch robin	1	R	3	1888	0.289698	1	2256	2.650568	[" Watch", " rob", "in"]	[6305, 3857, 259]	-0.00705	0	0.11632	0	1.279261	3	0.859176	1	-0.060546	2	2.068108	1	2.650568	1	0.239423	0	2.36087	0	 Watch	1888	0.289697	1	robin_281	at robin	281	C_LOCAL	0	6	at robin	[265, 3857, 259]	[6305, 3857, 259]	[6305, 3857, 259]	3	3	1	1	1	1	0
at Shepardin	1	R	3	1888	0.056483	2	2256	2.417352	["at", " Shepard", "in"]	[265, 28606, 259]	-0.00705	0	0.11632	0	0.567732	2	-6.7e-05	3	0.183124	3	2.279094	2	2.417352	2	0.239423	0	2.36087	0	at Shepard	1888	0.056484	1	robin_281	at robin	281	C_LOCAL	0	7	at robin	[265, 3857, 259]	[265, 28606, 259]	[265, 28606, 259]	3	3	1	1	1	1	1
at robBonus	1	R	3	281	0.462642	2	1888	2.925209	["at", " rob", "Bonus"]	[265, 3857, 29435]	-0.00705	0	0.11632	0	2.925209	2	-0.02	3	-0.030447	2	2.32448	3	2.462567	3	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	8	at robin	[265, 3857, 259]	[265, 3857, 29435]	[265, 3857, 29435]	3	3	1	1	1	1	2
atSaidin	1	R	3	812	0.236474	2	1898	2.863077	["at", "Said", "in"]	[265, 47638, 259]	-0.00705	0	0.11632	0	1.229449	3	-1.8e-05	3	-0.099087	3	2.250798	1	2.128479	1	0.239423	0	2.36087	0	atSaid	812	0.502208	1	robin_281	at robin	281	C_LOCAL	0	9	at robin	[265, 3857, 259]	[265, 47638, 259]	[265, 47638, 259]	3	3	1	1	1	1	1
 freeway robin	1	R	3	1888	0.951919	1	1790	3.903575	[" freeway", " rob", "in"]	[39042, 3857, 259]	-0.00705	0	0.11632	0	0.741812	3	1.091648	1	-0.079826	2	2.951656	1	3.903575	1	0.239423	0	2.36087	0	 freeway	1888	0.951918	1	robin_281	at robin	281	C_LOCAL	0	10	at robin	[265, 3857, 259]	[39042, 3857, 259]	[39042, 3857, 259]	3	3	1	1	1	1	0
 honored robin	1	R	3	1888	0.490735	1	464	3.23971	[" honored", " rob", "in"]	[21014, 3857, 259]	-0.00705	0	0.11632	0	1.255044	3	2.748975	1	-0.043073	2	1.965661	1	3.23971	1	0.239423	0	2.36087	0	 honored	1888	0.490735	1	robin_281	at robin	281	C_LOCAL	0	11	at robin	[265, 3857, 259]	[21014, 3857, 259]	[21014, 3857, 259]	3	3	1	1	1	1	0
 American robin	1	R	3	1888	0.967064	1	2256	3.327934	[" American", " rob", "in"]	[1605, 3857, 259]	-0.00705	0	0.11632	0	0.363224	2	2.176352	1	-0.048785	2	1.697621	1	3.327934	1	0.239423	0	2.36087	0	 American	1888	0.967064	1	robin_281	at robin	281	C_LOCAL	0	12	at robin	[265, 3857, 259]	[1605, 3857, 259]	[1605, 3857, 259]	3	3	1	1	1	1	0
 Profit robin	1	R	3	1888	0.688616	1	1790	3.10932	[" Profit", " rob", "in"]	[42886, 3857, 259]	-0.00705	0	0.11632	0	1.110793	3	1.118319	1	-0.062977	3	2.420704	3	3.10932	1	0.239423	0	2.36087	0	 Profit	1888	0.748451	1	robin_281	at robin	281	C_LOCAL	0	13	at robin	[265, 3857, 259]	[42886, 3857, 259]	[42886, 3857, 259]	3	3	1	1	1	1	0
at robround	1	R	3	281	0.551429	2	1790	2.925209	["at", " rob", "round"]	[265, 3857, 744]	-0.00705	0	0.11632	0	2.925209	2	-0.01077	3	-0.030447	2	2.37378	3	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	14	at robin	[265, 3857, 259]	[265, 3857, 744]	[265, 3857, 744]	3	3	1	1	1	1	2
atpmwikiin	1	R	3	812	0.071314	2	2141	2.580525	["at", "pmwiki", "in"]	[265, 45321, 259]	-0.00705	0	0.11632	0	0.061237	1	-0.000676	3	0.285522	3	2.484765	3	2.128479	1	0.239423	0	2.36087	0	atpmwiki	812	0.071312	1	robin_281	at robin	281	C_LOCAL	0	15	at robin	[265, 3857, 259]	[265, 45321, 259]	[265, 45321, 259]	3	3	1	1	1	1	1
 sucking robin	1	R	3	1888	0.749203	1	1790	3.172668	[" sucking", " rob", "in"]	[27904, 3857, 259]	-0.00705	0	0.11632	0	1.75366	2	2.144476	1	-0.059831	3	2.423465	1	3.172668	1	0.239423	0	2.36087	0	 sucking	1888	0.749203	1	robin_281	at robin	281	C_LOCAL	0	16	at robin	[265, 3857, 259]	[27904, 3857, 259]	[27904, 3857, 259]	3	3	1	1	1	1	0
at rob almost	1	R	3	281	0.526546	2	1790	2.925209	["at", " rob", " almost"]	[265, 3857, 2048]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.006877	3	2.398664	3	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	17	at robin	[265, 3857, 259]	[265, 3857, 2048]	[265, 3857, 2048]	3	3	1	1	1	1	2
at robipper	1	R	3	281	0.960532	3	2256	3.321402	["at", " rob", "ipper"]	[265, 3857, 14710]	-0.00705	0	0.11632	0	3.321402	3	-0.033355	0	-0.030447	2	2.319912	3	2.183645	2	0.239423	0	2.36087	0	at robipper	281	0.960532	1	robin_281	at robin	281	C_LOCAL	0	18	at robin	[265, 3857, 259]	[265, 3857, 14710]	[265, 3857, 14710]	3	3	1	1	1	1	2
at boastedin	1	R	3	1790	0.197601	2	1888	2.896368	["at", " boasted", "in"]	[265, 32758, 259]	-0.00705	0	0.11632	0	2.006214	3	-1.1e-05	3	-0.111434	2	2.896368	2	2.698767	2	0.239423	0	2.36087	0	at boasted	1790	0.197602	1	robin_281	at robin	281	C_LOCAL	0	19	at robin	[265, 3857, 259]	[265, 32758, 259]	[265, 32758, 259]	3	3	1	1	1	1	1
at rob batch	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", " batch"]	[265, 3857, 15458]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.020717	3	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	20	at robin	[265, 3857, 259]	[265, 3857, 15458]	[265, 3857, 15458]	3	3	1	1	1	1	2
at exceptionalin	1	R	3	1790	0.157041	3	2256	2.517911	["at", " exceptional", "in"]	[265, 15313, 259]	-0.00705	0	0.11632	0	1.552866	3	-4e-05	3	-0.051476	2	2.517911	3	2.157331	3	0.60039	2	2.36087	0	at exceptionalin	1790	0.157041	1	robin_281	at robin	281	C_LOCAL	0	21	at robin	[265, 3857, 259]	[265, 15313, 259]	[265, 15313, 259]	3	3	1	1	1	1	1
at robBuy	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", "Buy"]	[265, 3857, 14518]	-0.00705	0	0.11632	0	2.925209	2	-0.00458	3	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	22	at robin	[265, 3857, 259]	[265, 3857, 14518]	[265, 3857, 14518]	3	3	1	1	1	1	2
atioletin	1	R	3	1790	0.069417	3	2256	2.430286	["at", "iolet", "in"]	[265, 19194, 259]	-0.00705	0	0.11632	0	2.265673	3	-0.000849	3	-0.066444	3	2.430286	3	2.128479	1	0.239423	0	2.36087	0	atioletin	1790	0.069417	1	robin_281	at robin	281	C_LOCAL	0	23	at robin	[265, 3857, 259]	[265, 19194, 259]	[265, 19194, 259]	3	3	1	1	1	1	1
 expands robin	1	R	3	1888	0.101007	1	1066	2.73896	[" expands", " rob", "in"]	[27513, 3857, 259]	-0.00705	0	0.11632	0	1.518711	3	0.894323	1	-0.081989	3	2.591122	1	2.73896	1	0.239423	0	2.36087	0	 expands	1888	0.101007	1	robin_281	at robin	281	C_LOCAL	0	24	at robin	[265, 3857, 259]	[27513, 3857, 259]	[27513, 3857, 259]	3	3	1	1	1	1	0
at rob Instrument	1	R	3	281	0.17377	2	322	2.925209	["at", " rob", " Instrument"]	[265, 3857, 42410]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.257248	3	2.357646	3	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	25	at robin	[265, 3857, 259]	[265, 3857, 42410]	[265, 3857, 42410]	3	3	1	1	1	1	2
java robin	1	R	3	1888	0.910692	1	2256	3.271562	["java", " rob", "in"]	[12355, 3857, 259]	0.133609	1	0.11632	0	1.980924	2	0.019784	2	-0.068738	3	2.097451	3	3.271562	1	0.239423	0	2.36087	0	java	1888	0.910692	1	robin_281	at robin	281	C_LOCAL	0	26	at robin	[265, 3857, 259]	[12355, 3857, 259]	[12355, 3857, 259]	3	3	1	1	1	1	0
at robexamination	1	R	3	281	0.574032	3	2256	2.934902	["at", " rob", "examination"]	[265, 3857, 47779]	-0.00705	0	0.11632	0	2.934902	3	-0.033355	0	-0.030447	2	2.295033	3	2.183645	2	0.239423	0	2.36087	0	at robexamination	281	0.574032	1	robin_281	at robin	281	C_LOCAL	0	27	at robin	[265, 3857, 259]	[265, 3857, 47779]	[265, 3857, 47779]	3	3	1	1	1	1	2
atRegin	1	R	3	2256	0.110071	0	1790	2.36087	["at", "Reg", "in"]	[265, 8081, 259]	1.918506	3	0.11632	0	0.276685	2	-0.000226	2	-0.0617	3	2.250798	1	2.128479	1	0.239423	0	2.36087	0				bos_footprint	robin_281	at robin	281	C_LOCAL	0	28	at robin	[265, 3857, 259]	[265, 8081, 259]	[265, 8081, 259]	3	3	1	1	1	1	1
at rob arous	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", " arous"]	[265, 3857, 22015]	-0.00705	0	0.11632	0	2.925209	2	-0.004354	3	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	29	at robin	[265, 3857, 259]	[265, 3857, 22015]	[265, 3857, 22015]	3	3	1	1	1	1	2
at rob028	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", "028"]	[265, 3857, 46957]	-0.00705	0	0.11632	0	2.925209	2	-0.006976	3	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	30	at robin	[265, 3857, 259]	[265, 3857, 46957]	[265, 3857, 46957]	3	3	1	1	1	1	2
at rob sucking	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", " sucking"]	[265, 3857, 27904]	-0.00705	0	0.11632	0	2.925209	2	-0.019924	3	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	31	at robin	[265, 3857, 259]	[265, 3857, 27904]	[265, 3857, 27904]	3	3	1	1	1	1	2
at rob diffusion	1	R	3	281	0.250957	2	1790	2.925209	["at", " rob", " diffusion"]	[265, 3857, 44258]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.674252	3	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	32	at robin	[265, 3857, 259]	[265, 3857, 44258]	[265, 3857, 44258]	3	3	1	1	1	1	2
houses robin	1	R	3	1888	0.606626	1	2256	2.967496	["houses", " rob", "in"]	[20089, 3857, 259]	-0.00705	0	0.11632	0	1.809231	3	0.0441	1	-0.122657	0	2.137818	1	2.967496	1	0.239423	0	2.36087	0	houses	1888	0.606626	1	robin_281	at robin	281	C_LOCAL	0	33	at robin	[265, 3857, 259]	[20089, 3857, 259]	[20089, 3857, 259]	3	3	1	1	1	1	0
at Nayin	1	R	3	1888	0.248137	2	2256	2.609007	["at", " Nay", "in"]	[265, 38808, 259]	-0.00705	0	0.11632	0	0.061237	1	-0.000503	3	-0.063632	2	2.250798	1	2.609007	2	0.239423	0	2.36087	0	at Nay	1888	0.248137	1	robin_281	at robin	281	C_LOCAL	0	34	at robin	[265, 3857, 259]	[265, 38808, 259]	[265, 38808, 259]	3	3	1	1	1	1	1
at amplifierin	1	R	3	1888	0.094569	2	1790	2.649297	["at", " amplifier", "in"]	[265, 33382, 259]	0.115908	3	0.11632	0	1.101799	2	-0.003689	3	-0.122657	0	2.554728	2	2.649297	2	0.239423	0	2.36087	0	at amplifier	1888	0.094569	1	robin_281	at robin	281	C_LOCAL	0	35	at robin	[265, 3857, 259]	[265, 33382, 259]	[265, 33382, 259]	3	3	1	1	1	1	1
at Victimin	1	R	3	1790	0.115845	3	489	2.653419	["at", " Victim", "in"]	[265, 38901, 259]	-0.00705	0	0.11632	0	0.061237	1	-0.000675	3	-0.028178	2	2.653419	3	2.131767	2	0.239423	0	2.36087	0	at Victimin	1790	0.115845	1	robin_281	at robin	281	C_LOCAL	0	36	at robin	[265, 3857, 259]	[265, 38901, 259]	[265, 38901, 259]	3	3	1	1	1	1	1
ESPN robin	1	R	3	1888	0.89936	1	2256	3.26023	["ESPN", " rob", "in"]	[31730, 3857, 259]	-0.00705	0	0.11632	0	1.056913	3	-0.033355	0	-0.049071	2	1.876252	3	3.26023	1	0.239423	0	2.36087	0	ESPN	1888	0.89936	1	robin_281	at robin	281	C_LOCAL	0	37	at robin	[265, 3857, 259]	[31730, 3857, 259]	[31730, 3857, 259]	3	3	1	1	1	1	0
 Kira robin	1	R	3	1888	0.28717	1	1790	2.897732	[" Kira", " rob", "in"]	[49103, 3857, 259]	-0.00705	0	0.11632	0	1.351285	3	0.559859	1	-0.074724	2	2.610562	1	2.897732	1	0.239423	0	2.36087	0	 Kira	1888	0.28717	1	robin_281	at robin	281	C_LOCAL	0	38	at robin	[265, 3857, 259]	[49103, 3857, 259]	[49103, 3857, 259]	3	3	1	1	1	1	0
at Gentin	1	R	3	1888	0.152762	2	2256	2.513632	["at", " Gent", "in"]	[265, 27391, 259]	0.371217	3	0.11632	0	0.482312	2	-0.013706	3	-0.084665	2	2.250798	1	2.513632	2	0.239423	0	2.36087	0	at Gent	1888	0.152762	1	robin_281	at robin	281	C_LOCAL	0	39	at robin	[265, 3857, 259]	[265, 27391, 259]	[265, 27391, 259]	3	3	1	1	1	1	1
at rob span	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", " span"]	[265, 3857, 11506]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	40	at robin	[265, 3857, 259]	[265, 3857, 11506]	[265, 3857, 11506]	3	3	1	1	1	1	2
at Slackin	1	R	3	1790	0.068022	3	1888	2.554642	["at", " Slack", "in"]	[265, 36256, 259]	0.694701	3	0.11632	0	0.061237	1	-0.001903	3	0.019322	3	2.554642	3	2.486621	2	0.239423	0	2.36087	0	at Slackin	1790	0.068022	1	robin_281	at robin	281	C_LOCAL	0	41	at robin	[265, 3857, 259]	[265, 36256, 259]	[265, 36256, 259]	3	3	1	1	1	1	1
at robUFC	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", "UFC"]	[265, 3857, 44534]	-0.00705	0	0.11632	0	2.925209	2	-0.005923	3	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	42	at robin	[265, 3857, 259]	[265, 3857, 44534]	[265, 3857, 44534]	3	3	1	1	1	1	2
at rob Championships	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", " Championships"]	[265, 3857, 24782]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	43	at robin	[265, 3857, 259]	[265, 3857, 24782]	[265, 3857, 24782]	3	3	1	1	1	1	2
Associated robin	1	R	3	1888	0.950085	1	1790	3.506925	["Associated", " rob", "in"]	[29014, 3857, 259]	-0.00705	0	0.11632	0	0.652961	3	-0.033355	0	-0.057842	2	2.556841	1	3.506925	1	0.239423	0	2.36087	0	Associated	1888	0.950084	1	robin_281	at robin	281	C_LOCAL	0	44	at robin	[265, 3857, 259]	[29014, 3857, 259]	[29014, 3857, 259]	3	3	1	1	1	1	0
at rob bred	1	R	3	281	0.539313	2	1790	2.925209	["at", " rob", " bred"]	[265, 3857, 33592]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.385896	3	2.262816	3	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	45	at robin	[265, 3857, 259]	[265, 3857, 33592]	[265, 3857, 33592]	3	3	1	1	1	1	2
 astron robin	1	R	3	1888	1.439935	1	1790	4.404995	[" astron", " rob", "in"]	[10894, 3857, 259]	-0.006051	1	0.11632	0	1.793076	2	1.530604	1	-0.077765	2	2.96506	1	4.404995	1	0.239423	0	2.36087	0	 astron	1888	1.439936	1	robin_281	at robin	281	C_LOCAL	0	46	at robin	[265, 3857, 259]	[10894, 3857, 259]	[10894, 3857, 259]	3	3	1	1	1	1	0
at rob Mile	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", " Mile"]	[265, 3857, 26004]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	47	at robin	[265, 3857, 259]	[265, 3857, 26004]	[265, 3857, 26004]	3	3	1	1	1	1	2
at rob trad	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", " trad"]	[265, 3857, 2083]	0.078756	3	0.11632	0	2.925209	2	0.412139	3	-0.026837	3	2.250798	1	2.312142	3	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	48	at robin	[265, 3857, 259]	[265, 3857, 2083]	[265, 3857, 2083]	3	3	1	1	1	1	2
at65in	1	R	3	2256	0.110071	0	1790	2.36087	["at", "65", "in"]	[265, 2996, 259]	0.081131	3	0.11632	0	0.705772	3	-7.9e-05	2	-0.122657	0	2.250798	1	2.128479	1	0.239423	0	2.36087	0				bos_footprint	robin_281	at robin	281	C_LOCAL	0	49	at robin	[265, 3857, 259]	[265, 2996, 259]	[265, 2996, 259]	3	3	1	1	1	1	1
at robPoll	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", "Poll"]	[265, 3857, 39176]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	50	at robin	[265, 3857, 259]	[265, 3857, 39176]	[265, 3857, 39176]	3	3	1	1	1	1	2
at rob domest	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", " domest"]	[265, 3857, 26026]	-0.00705	0	0.11632	0	2.925209	2	0.151151	3	-0.030447	2	2.311402	3	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	51	at robin	[265, 3857, 259]	[265, 3857, 26026]	[265, 3857, 26026]	3	3	1	1	1	1	2
at rob irre	1	R	3	281	0.565029	3	2256	2.925899	["at", " rob", " irre"]	[265, 3857, 11331]	-0.00705	0	0.11632	0	2.925899	3	0.090383	3	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob irre	281	0.565029	1	robin_281	at robin	281	C_LOCAL	0	52	at robin	[265, 3857, 259]	[265, 3857, 11331]	[265, 3857, 11331]	3	3	1	1	1	1	2
 incorporates robin	1	R	3	1888	0.548616	1	2256	2.909486	[" incorporates", " rob", "in"]	[33181, 3857, 259]	-0.00705	0	0.11632	0	1.242411	3	1.079024	1	-0.059392	2	2.169811	1	2.909486	1	0.239423	0	2.36087	0	 incorporates	1888	0.548616	1	robin_281	at robin	281	C_LOCAL	0	53	at robin	[265, 3857, 259]	[33181, 3857, 259]	[33181, 3857, 259]	3	3	1	1	1	1	0
ues robin	1	R	3	1790	0.035308	1	1888	2.750702	["ues", " rob", "in"]	[947, 3857, 259]	-0.00705	0	0.11632	0	1.991406	3	-0.033355	0	-0.122657	0	2.750702	1	2.715394	1	0.239423	0	2.36087	0	ues	1790	0.035307	1	robin_281	at robin	281	C_LOCAL	0	54	at robin	[265, 3857, 259]	[947, 3857, 259]	[947, 3857, 259]	3	3	1	1	1	1	0
 laboratories robin	1	R	3	1888	0.463812	1	1790	3.251676	[" laboratories", " rob", "in"]	[35650, 3857, 259]	-0.00705	0	0.11632	0	0.870666	3	0.641977	1	-0.069997	3	2.787864	1	3.251676	1	0.239423	0	2.36087	0	 laboratories	1888	0.463812	1	robin_281	at robin	281	C_LOCAL	0	55	at robin	[265, 3857, 259]	[35650, 3857, 259]	[35650, 3857, 259]	3	3	1	1	1	1	0
at rob reun	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", " reun"]	[265, 3857, 15398]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.315453	3	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	56	at robin	[265, 3857, 259]	[265, 3857, 15398]	[265, 3857, 15398]	3	3	1	1	1	1	2
at Spiritualin	1	R	3	1888	0.516271	2	2256	2.877141	["at", " Spiritual", "in"]	[265, 33944, 259]	-0.00705	0	0.11632	0	0.061237	1	-0.001089	3	-0.003185	3	2.250798	1	2.877141	2	0.239423	0	2.36087	0	at Spiritual	1888	0.516272	1	robin_281	at robin	281	C_LOCAL	0	57	at robin	[265, 3857, 259]	[265, 33944, 259]	[265, 33944, 259]	3	3	1	1	1	1	1
at)}in	1	R	3	1888	0.271168	3	2944	2.925558	["at", ")}", "in"]	[265, 38165, 259]	-0.00705	0	0.11632	0	0.150694	2	-0.033355	0	-0.019874	3	2.250798	1	2.925558	3	0.239423	0	2.36087	0	at)}in	1888	0.271168	1	robin_281	at robin	281	C_LOCAL	0	58	at robin	[265, 3857, 259]	[265, 38165, 259]	[265, 38165, 259]	3	3	1	1	1	1	1
at overflowin	1	R	3	1790	0.019877	3	2256	2.380747	["at", " overflow", "in"]	[265, 30343, 259]	0.099728	3	0.11632	0	1.186867	3	-0.001455	3	-0.050392	2	2.380747	3	2.128479	1	0.239423	0	2.36087	0	at overflowin	1790	0.019877	1	robin_281	at robin	281	C_LOCAL	0	59	at robin	[265, 3857, 259]	[265, 30343, 259]	[265, 30343, 259]	3	3	1	1	1	1	1
atLocatedin	1	R	3	812	0.303667	3	1898	2.797369	["at", "Located", "in"]	[265, 43525, 259]	-0.00705	0	0.11632	0	0.697832	3	-0.000302	3	-0.053137	2	2.250798	1	2.128479	1	0.239423	0	2.36087	0	atLocatedin	812	0.303667	1	robin_281	at robin	281	C_LOCAL	0	60	at robin	[265, 3857, 259]	[265, 43525, 259]	[265, 43525, 259]	3	3	1	1	1	1	1
 choose walkinglevel	1	R	3	464	0.581064	1	1888	3.177628	[" choose", " walking", "level"]	[3853, 6155, 5715]	-0.00705	0	0.11632	0	1.525147	3	3.177628	1	-0.072746	1	2.317758	1	2.596564	1	0.239423	0	2.36087	0	 choose	464	0.581066	1	robin_281	at robin	281	D_RANDOM_TOKEN	0	1	at robin	[265, 3857, 259]	[3853, 6155, 5715]	[3853, 6155, 5715]	3	3	3	3	1	1	NA
