# generated_utc	2026-08-14T15:34:59+00:00
# script	probe_v6.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	27
seed_name	seed_string	target_dest	branch	rng_seed	n_requested	n_evaluated	n_unique_strings	target_retained	retention_rate	distinct_destinations	distinct_per_evaluation	destination_entropy_bits	dominant_dest	dominant_n	dominant_share	median_delta	delta_q25	delta_q75	destination_counts	destinations	novel_against_reference	reference_id	novel_destinations
robin_281	at robin	281	B_GATE	NA	60	60	60	4	0.06666666666666667	13	0.21666666666666667	2.5852686638699254	1888	21	0.35	0.110071	0.07935325	0.22754725	{"20": 1, "25": 1, "281": 4, "750": 1, "858": 1, "1787": 1, "1790": 8, "1888": 21, "1956": 1, "1970": 1, "2044": 1, "2256": 18, "2874": 1}	20 25 281 750 858 1787 1790 1888 1956 1970 2044 2256 2874	NA	NA	NA
robin_281	at robin	281	E_CONTINUATION	NA	60	60	60	56	0.9333333333333333	4	0.06666666666666667	0.4533593350214214	281	56	0.9333333333333333	0.564339	0.564339	0.62593125	{"281": 56, "1581": 1, "1790": 1, "2256": 2}	281 1581 1790 2256	NA	NA	NA
robin_281	at robin	281	C_LOCAL	0	60	60	60	23	0.38333333333333336	6	0.1	1.898767312888756	1888	24	0.4	0.5439645	0.22675574999999998	0.5645115	{"281": 23, "812": 3, "1790": 7, "1888": 24, "2256": 2, "3050": 1}	281 812 1790 1888 2256 3050	NA	NA	NA
robin_281	at robin	281	D_RANDOM_TOKEN	0	60	60	60	0	0.0	6	0.1	0.9451808540574655	1888	50	0.8333333333333334	0.45605399999999996	0.20349725000000002	0.6143259999999999	{"464": 1, "1665": 1, "1790": 6, "1888": 50, "1898": 1, "2874": 1}	464 1665 1790 1888 1898 2874	NA	NA	NA
robin_281	at robin	281	C_LOCAL	1	60	60	60	20	0.3333333333333333	11	0.18333333333333332	2.6414179919612586	281	20	0.3333333333333333	0.2384505	0.110071	0.564339	{"8": 1, "230": 1, "281": 20, "656": 1, "858": 1, "1426": 1, "1594": 2, "1790": 12, "1888": 13, "1898": 3, "2256": 5}	8 230 281 656 858 1426 1594 1790 1888 1898 2256	NA	NA	NA
robin_281	at robin	281	D_RANDOM_TOKEN	1	60	60	60	1	0.016666666666666666	3	0.05	0.6389847656461848	1888	52	0.8666666666666667	0.475925	0.31680224999999995	0.77864325	{"281": 1, "1790": 7, "1888": 52}	281 1790 1888	NA	NA	NA
robin_281	at robin	281	C_LOCAL	2	60	60	60	14	0.23333333333333334	8	0.13333333333333333	2.103816966150084	1888	29	0.48333333333333334	0.4398525	0.18722024999999998	0.5866825	{"281": 14, "372": 1, "1156": 1, "1238": 1, "1790": 8, "1888": 29, "1898": 2, "2256": 4}	281 372 1156 1238 1790 1888 1898 2256	NA	NA	NA
robin_281	at robin	281	D_RANDOM_TOKEN	2	60	60	60	0	0.0	6	0.1	0.9186623882660806	1888	51	0.85	0.44737950000000004	0.2958515	0.74530725	{"464": 1, "858": 2, "1594": 1, "1790": 4, "1888": 51, "2330": 1}	464 858 1594 1790 1888 2330	NA	NA	NA
cold_38	it was cold	38	A_CARRIER	NA	60	60	60	2	0.03333333333333333	10	0.16666666666666666	2.6311229704790553	1888	20	0.3333333333333333	0.209253	0.1322225	0.4578245	{"38": 2, "1435": 1, "1613": 1, "1790": 11, "1888": 20, "2073": 11, "2154": 1, "2256": 4, "2761": 8, "3052": 1}	38 1435 1613 1790 1888 2073 2154 2256 2761 3052	NA	NA	NA
cold_38	it was cold	38	B_GATE	NA	60	60	60	2	0.03333333333333333	11	0.18333333333333332	1.692904604666566	1888	43	0.7166666666666667	0.3194905	0.301667	0.47749	{"20": 1, "25": 1, "38": 2, "858": 1, "1787": 1, "1790": 2, "1888": 43, "2044": 1, "2094": 1, "2800": 1, "2874": 6}	20 25 38 858 1787 1790 1888 2044 2094 2800 2874	NA	NA	NA
cold_38	it was cold	38	E_CONTINUATION	NA	60	60	60	54	0.9	6	0.1	0.6941585103280635	38	54	0.9	0.259758	0.259758	0.259758	{"38": 54, "1594": 1, "1790": 1, "1865": 1, "1888": 1, "2659": 2}	38 1594 1790 1865 1888 2659	NA	NA	NA
cold_38	it was cold	38	C_LOCAL	0	60	60	60	0	0.0	4	0.06666666666666667	0.5280627331748562	1888	55	0.9166666666666666	0.301667	0.22081475	0.49133475	{"345": 1, "1790": 1, "1888": 55, "2761": 3}	345 1790 1888 2761	NA	NA	NA
cold_38	it was cold	38	D_RANDOM_TOKEN	0	60	60	60	0	0.0	6	0.1	0.9451808540574655	1888	50	0.8333333333333334	0.45605399999999996	0.20349725000000002	0.6143259999999999	{"464": 1, "1665": 1, "1790": 6, "1888": 50, "1898": 1, "2874": 1}	464 1665 1790 1888 1898 2874	NA	NA	NA
cold_38	it was cold	38	C_LOCAL	1	60	60	60	0	0.0	8	0.13333333333333333	1.3469968458926929	1888	46	0.7666666666666667	0.301667	0.301667	0.418324	{"8": 1, "464": 1, "484": 1, "858": 1, "1594": 2, "1790": 6, "1888": 46, "2761": 2}	8 464 484 858 1594 1790 1888 2761	NA	NA	NA
cold_38	it was cold	38	D_RANDOM_TOKEN	1	60	60	60	0	0.0	3	0.05	0.6389847656461848	1888	52	0.8666666666666667	0.475925	0.31680224999999995	0.77864325	{"281": 1, "1790": 7, "1888": 52}	281 1790 1888	NA	NA	NA
cold_38	it was cold	38	C_LOCAL	2	60	60	60	0	0.0	4	0.06666666666666667	0.6537335195037457	1888	53	0.8833333333333333	0.301667	0.24624400000000002	0.32322850000000003	{"1238": 1, "1790": 1, "1888": 53, "2761": 5}	1238 1790 1888 2761	NA	NA	NA
cold_38	it was cold	38	D_RANDOM_TOKEN	2	60	60	60	0	0.0	6	0.1	0.9186623882660806	1888	51	0.85	0.44737950000000004	0.2958515	0.74530725	{"464": 1, "858": 2, "1594": 1, "1790": 4, "1888": 51, "2330": 1}	464 858 1594 1790 1888 2330	NA	NA	NA
