# generated_utc	2026-08-14T15:32:51+00:00
# script	probe_v6.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	153
string	bos	rho	n_tok	dest	delta	t_star	runner_up	peak_val	tokens	token_ids	peak_20	peakpos_20	peak_38	peakpos_38	peak_281	peakpos_281	peak_464	peakpos_464	peak_1430	peakpos_1430	peak_1790	peakpos_1790	peak_1888	peakpos_1888	peak_2094	peakpos_2094	peak_2256	peakpos_2256	prefix	prefix_dest	prefix_delta	prefix_agrees	seed_name	seed_string	target_dest	branch	rng_seed	evaluation_index	source_string	source_token_ids	intended_token_ids	realised_token_ids	intended_n_tok	realised_n_tok	intended_edit_distance	realised_edit_distance	roundtrip_stable	intervention_agrees	edit_position
 evolutionary restroom taxpayers Rolls	1	R	4	1888	0.832279	1	1790	3.584945	[" evolutionary", " restroom", " taxpayers", " Rolls"]	[16673, 40018, 14086, 40074]	-0.00705	0	0.11632	0	-0.000821	0	1.602588	1	-0.057786	2	2.752666	1	3.584945	1	0.239423	0	2.36087	0	 evolutionary	1888	0.83228	1	mackinaw_20	at Mackinaw	20	D_RANDOM_TOKEN	0	3	at Mackinaw	[265, 16640, 259, 707]	[16673, 40018, 14086, 40074]	[16673, 40018, 14086, 40074]	4	4	4	4	1	1	NA
roll Ghostsacea actors	1	R	4	1665	0.003522	1	1888	2.449895	["roll", " Ghosts", "acea", " actors"]	[2487, 38389, 44977, 10544]	-0.00652	4	0.11632	0	0.150808	1	-0.01725	3	0.157343	3	2.374195	3	2.446373	1	0.239423	0	2.36087	0	roll	1665	0.003522	1	mackinaw_20	at Mackinaw	20	D_RANDOM_TOKEN	0	4	at Mackinaw	[265, 16640, 259, 707]	[2487, 38389, 44977, 10544]	[2487, 38389, 44977, 10544]	4	4	4	4	1	1	NA
Reader Minecraftussen ping	1	R	4	1790	0.351529	3	666	2.98527	["Reader", " Minecraft", "ussen", " ping"]	[33634, 24609, 35951, 29400]	-0.00705	0	0.11632	0	0.32309	4	-0.00531	3	-0.101624	4	2.98527	3	2.590382	1	0.239423	0	2.36087	0	Reader Minecraftussen	1790	0.351529	1	mackinaw_20	at Mackinaw	20	D_RANDOM_TOKEN	0	5	at Mackinaw	[265, 16640, 259, 707]	[33634, 24609, 35951, 29400]	[33634, 24609, 35951, 29400]	4	4	4	4	1	1	NA
 hemisphere orcheicro success	1	R	4	1888	0.483583	1	1790	3.734245	[" hemisphere", " orche", "icro", " success"]	[33169, 17771, 2500, 1943]	-0.00705	0	0.11632	0	0.224617	1	1.114924	1	-0.011107	4	3.250662	4	3.734245	1	0.239423	0	2.36087	0	 hemisphere	1888	0.575626	1	mackinaw_20	at Mackinaw	20	D_RANDOM_TOKEN	0	6	at Mackinaw	[265, 16640, 259, 707]	[33169, 17771, 2500, 1943]	[33169, 17771, 2500, 1943]	4	4	4	4	1	1	NA
iren Norton lou DIY	1	R	4	1888	0.430257	1	1790	3.221147	["iren", " Norton", " lou", " DIY"]	[24080, 30722, 21081, 25134]	-0.00705	0	0.1855	3	0.646196	3	-0.033355	0	-0.027327	4	2.79089	1	3.221147	1	0.239423	0	2.36087	0	iren	1888	0.430256	1	mackinaw_20	at Mackinaw	20	D_RANDOM_TOKEN	0	7	at Mackinaw	[265, 16640, 259, 707]	[24080, 30722, 21081, 25134]	[24080, 30722, 21081, 25134]	4	4	4	4	1	1	NA
 adulthood Directive executed Signs	1	R	4	1888	0.475175	1	1790	3.515869	[" adulthood", " Directive", " executed", " Signs"]	[28003, 34736, 10945, 37027]	-0.00705	0	0.11632	0	0.333137	1	2.455944	1	-0.057195	3	3.040694	1	3.515869	1	0.239423	0	2.36087	0	 adulthood	1888	0.475175	1	mackinaw_20	at Mackinaw	20	D_RANDOM_TOKEN	0	8	at Mackinaw	[265, 16640, 259, 707]	[28003, 34736, 10945, 37027]	[28003, 34736, 10945, 37027]	4	4	4	4	1	1	NA
ilst Remote burned convin	1	R	4	1790	0.116914	1	1371	2.848062	["ilst", " Remote", " burned", " convin"]	[11750, 21520, 11544, 9120]	-0.00705	0	0.11632	0	0.51767	4	-0.033355	0	-0.020545	4	2.848062	1	2.395016	1	0.239423	0	2.36087	0	ilst	1790	0.116912	1	mackinaw_20	at Mackinaw	20	D_RANDOM_TOKEN	0	9	at Mackinaw	[265, 16640, 259, 707]	[11750, 21520, 11544, 9120]	[11750, 21520, 11544, 9120]	4	4	4	4	1	1	NA
CtLoc anticipate8000	1	R	4	1888	1.203693	1	2256	3.564563	["Ct", "Loc", " anticipate", "8000"]	[33707, 33711, 23794, 33942]	-0.00705	0	0.11632	0	0.01669	4	-0.000881	4	-0.035303	2	2.183363	4	3.564563	1	0.239423	0	2.36087	0	Ct	1888	1.203693	1	mackinaw_20	at Mackinaw	20	D_RANDOM_TOKEN	0	10	at Mackinaw	[265, 16640, 259, 707]	[33707, 33711, 23794, 33942]	[33707, 33711, 23794, 33942]	4	4	4	4	1	1	NA
at robin	1	R	3	281	1.049644	3	2256	3.410514	["at", " rob", "in"]	[265, 3857, 259]	-0.00705	0	0.11632	0	3.410514	3	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at robin	281	1.049644	1	robin_281	at robin	281	SEED	NA	0	at robin	[265, 3857, 259]	[265, 3857, 259]	[265, 3857, 259]	3	3	0	0	1	1	NA
it was robin	1	R	4	1888	0.301667	1	2256	2.662537	["it", " was", " rob", "in"]	[270, 373, 3857, 259]	-0.00705	0	0.664959	2	2.043997	4	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	0.239423	0	2.36087	0	it	1888	0.301667	1	robin_281	at robin	281	A_CARRIER	NA	1	at robin	[265, 3857, 259]	[270, 373, 3857, 259]	[270, 373, 3857, 259]	4	4	2	2	1	1	NA
it is robin	1	R	4	1888	0.301667	1	2256	2.662537	["it", " is", " rob", "in"]	[270, 318, 3857, 259]	-0.00705	0	0.11632	0	2.027447	4	0.376973	2	-0.011746	2	2.016331	1	2.662537	1	0.239423	0	2.36087	0	it	1888	0.301667	1	robin_281	at robin	281	A_CARRIER	NA	2	at robin	[265, 3857, 259]	[270, 318, 3857, 259]	[270, 318, 3857, 259]	4	4	2	2	1	1	NA
it felt robin	1	R	4	1888	0.301667	1	2256	2.662537	["it", " felt", " rob", "in"]	[270, 2936, 3857, 259]	-0.00705	0	2.053698	2	2.087164	4	0.163932	1	-0.005715	2	2.016331	1	2.662537	1	0.239423	0	2.36087	0	it	1888	0.301667	1	robin_281	at robin	281	A_CARRIER	NA	3	at robin	[265, 3857, 259]	[270, 2936, 3857, 259]	[270, 2936, 3857, 259]	4	4	2	2	1	1	NA
it seemed robin	1	R	4	1888	0.301667	1	2256	2.662537	["it", " seemed", " rob", "in"]	[270, 3947, 3857, 259]	-0.00705	0	1.447609	2	1.940478	4	0.163932	1	-0.005096	2	2.016331	1	2.662537	1	0.239423	0	2.36087	0	it	1888	0.301667	1	robin_281	at robin	281	A_CARRIER	NA	4	at robin	[265, 3857, 259]	[270, 3947, 3857, 259]	[270, 3947, 3857, 259]	4	4	2	2	1	1	NA
this was robin	1	R	4	3052	0.148672	2	1888	2.654041	["this", " was", " rob", "in"]	[5661, 373, 3857, 259]	-0.00705	0	0.11632	0	2.455875	3	0.825628	1	-0.048508	3	2.130748	1	2.505369	4	0.239423	0	2.36087	0	this was	3052	0.293171	1	robin_281	at robin	281	A_CARRIER	NA	5	at robin	[265, 3857, 259]	[5661, 373, 3857, 259]	[5661, 373, 3857, 259]	4	4	2	2	1	1	NA
that was robin	1	R	4	1888	0.220648	4	2256	2.581518	["that", " was", " rob", "in"]	[5562, 373, 3857, 259]	-0.00705	0	0.11632	0	1.915163	4	0.378389	1	-0.044071	3	2.143235	1	2.581518	4	0.239423	0	2.36087	0	that was robin	1888	0.220648	1	robin_281	at robin	281	A_CARRIER	NA	6	at robin	[265, 3857, 259]	[5562, 373, 3857, 259]	[5562, 373, 3857, 259]	4	4	2	2	1	1	NA
everything was robin	1	R	4	1888	0.087885	4	1790	2.708641	["everything", " was", " rob", "in"]	[37814, 373, 3857, 259]	-0.00705	0	0.671892	2	1.84096	4	-0.033355	0	-0.026121	3	2.620756	1	2.708641	4	0.239423	0	2.36087	0	everything was robin	1888	0.087885	1	robin_281	at robin	281	A_CARRIER	NA	7	at robin	[265, 3857, 259]	[37814, 373, 3857, 259]	[37814, 373, 3857, 259]	4	4	2	2	1	1	NA
nothing was robin	1	R	4	1613	0.208872	2	2572	2.779959	["nothing", " was", " rob", "in"]	[22366, 373, 3857, 259]	-0.00705	0	0.573002	2	1.618882	4	0.021808	1	-0.018982	3	2.01936	4	2.545373	4	0.239423	0	2.36087	0	nothing was	1613	0.208872	1	robin_281	at robin	281	A_CARRIER	NA	8	at robin	[265, 3857, 259]	[22366, 373, 3857, 259]	[22366, 373, 3857, 259]	4	4	2	2	1	1	NA
the air was robin	1	R	5	2073	0.828065	2	1790	3.571815	["the", " air", " was", " rob", "in"]	[1169, 1633, 373, 3857, 259]	-0.00705	0	1.204248	3	1.650418	5	0.516699	1	-0.03851	4	2.74375	1	2.714301	5	0.239423	0	2.36087	0	the air	2073	0.828063	1	robin_281	at robin	281	A_CARRIER	NA	9	at robin	[265, 3857, 259]	[1169, 1633, 373, 3857, 259]	[1169, 1633, 373, 3857, 259]	5	5	3	3	1	1	NA
the water was robin	1	R	5	1790	0.017949	1	2073	2.74375	["the", " water", " was", " rob", "in"]	[1169, 1660, 373, 3857, 259]	-0.00705	0	0.445256	3	1.501506	5	0.516699	1	-0.03393	4	2.74375	1	2.662838	2	0.239423	0	2.36087	0	the	1790	0.119972	1	robin_281	at robin	281	A_CARRIER	NA	10	at robin	[265, 3857, 259]	[1169, 1660, 373, 3857, 259]	[1169, 1660, 373, 3857, 259]	5	5	3	3	1	1	NA
at Mackinaw	1	R	4	20	0.322105	3	1430	3.081347	["at", " Mack", "in", "aw"]	[265, 16640, 259, 707]	3.081347	3	0.11632	0	0.175272	2	-0.003387	4	2.759242	3	2.250798	1	2.295273	2	0.239423	0	2.36087	0	at Mackin	20	0.322105	1	robin_281	at robin	281	B_GATE	NA	1	at robin	[265, 3857, 259]	[265, 16640, 259, 707]	[265, 16640, 259, 707]	4	4	2	2	1	1	NA
at Nantucket	1	R	4	858	0.116226	2	942	2.703563	["at", " N", "ant", "ucket"]	[265, 399, 415, 38811]	-0.00705	0	0.11632	0	0.661437	2	-0.033355	0	-0.046728	3	2.250798	1	2.265475	2	0.239423	0	2.36087	0	at N	858	0.336805	1	robin_281	at robin	281	B_GATE	NA	2	at robin	[265, 3857, 259]	[265, 399, 415, 38811]	[265, 399, 415, 38811]	4	4	3	3	1	1	NA
at Iceland	1	R	2	2256	0.110071	0	1790	2.36087	["at", " Iceland"]	[265, 17333]	-0.00705	0	0.11632	0	0.095039	2	-0.033355	0	-0.122657	0	2.250798	1	2.242619	2	0.239423	0	2.36087	0				bos_footprint	robin_281	at robin	281	B_GATE	NA	3	at robin	[265, 3857, 259]	[265, 17333]	[265, 17333]	2	2	2	2	1	1	NA
at Greenland	1	R	2	1888	0.223001	2	2256	2.583871	["at", " Greenland"]	[265, 30155]	-0.00705	0	0.11632	0	0.294463	2	-0.033355	0	-0.122657	0	2.250798	1	2.583871	2	0.239423	0	2.36087	0	at Greenland	1888	0.223001	1	robin_281	at robin	281	B_GATE	NA	4	at robin	[265, 3857, 259]	[265, 30155]	[265, 30155]	2	2	2	2	1	1	NA
at Labrador	1	R	2	1888	0.064945	2	2256	2.425815	["at", " Labrador"]	[265, 45246]	-0.00705	0	0.11632	0	0.073377	2	-0.033355	0	-0.122657	0	2.250798	1	2.425815	2	0.239423	0	2.36087	0	at Labrador	1888	0.064945	1	robin_281	at robin	281	B_GATE	NA	5	at robin	[265, 3857, 259]	[265, 45246]	[265, 45246]	2	2	2	2	1	1	NA
at Patagonia	1	R	4	1956	0.183192	3	2256	2.544062	["at", " Pat", "agon", "ia"]	[265, 3208, 1840, 544]	0.442853	3	0.11632	0	0.117794	2	-0.002344	3	-0.057712	2	2.250798	1	2.128479	1	0.239423	0	2.36087	0	at Patagon	1956	0.183192	1	robin_281	at robin	281	B_GATE	NA	6	at robin	[265, 3857, 259]	[265, 3208, 1840, 544]	[265, 3208, 1840, 544]	4	4	3	3	1	1	NA
at Zanzibar	1	R	5	1888	0.114269	2	1790	2.660555	["at", " Z", "anz", "ib", "ar"]	[265, 1168, 35410, 571, 283]	0.908258	4	0.11632	0	0.061237	1	-0.000536	4	0.151485	4	2.546286	4	2.660555	2	0.239423	0	2.36087	0	at Z	1888	0.299685	1	robin_281	at robin	281	B_GATE	NA	7	at robin	[265, 3857, 259]	[265, 1168, 35410, 571, 283]	[265, 1168, 35410, 571, 283]	5	5	4	4	1	1	NA
at harbour	1	R	2	1888	0.030465	2	1790	2.519243	["at", " harbour"]	[265, 39720]	-0.00705	0	0.11632	0	1.835143	2	-0.033355	0	-0.122657	0	2.488778	2	2.519243	2	0.239423	0	2.36087	0	at harbour	1888	0.030465	1	robin_281	at robin	281	B_GATE	NA	8	at robin	[265, 3857, 259]	[265, 39720]	[265, 39720]	2	2	2	2	1	1	NA
at anchor	1	R	2	2256	0.110071	0	1790	2.36087	["at", " anchor"]	[265, 18021]	-0.00705	0	0.11632	0	1.565228	2	-0.033355	0	-0.058918	2	2.250798	1	2.128479	1	0.239423	0	2.36087	0				bos_footprint	robin_281	at robin	281	B_GATE	NA	9	at robin	[265, 3857, 259]	[265, 18021]	[265, 18021]	2	2	2	2	1	1	NA
at rigging	1	R	2	2256	0.093037	0	1888	2.36087	["at", " rigging"]	[265, 48784]	-0.00705	0	0.11632	0	1.071041	2	-0.033355	0	-0.047499	2	2.250798	1	2.267833	2	0.239423	0	2.36087	0				bos_footprint	robin_281	at robin	281	B_GATE	NA	10	at robin	[265, 3857, 259]	[265, 48784]	[265, 48784]	2	2	2	2	1	1	NA
at rob	1	R	2	281	0.56434	2	2256	2.92521	["at", " rob"]	[265, 3857]	-0.00705	0	0.11632	0	2.92521	2	-0.033355	0	-0.030447	2	2.250798	1	2.183646	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	E_CONTINUATION	NA	1	at robin	[265, 3857, 259]	[265, 3857]	[265, 3857]	2	2	1	1	1	1	NA
at rob.	1	R	3	281	0.732327	3	1821	3.199893	["at", " rob", "."]	[265, 3857, 13]	-0.00705	0	0.11632	0	3.199893	3	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob.	281	0.732327	1	robin_281	at robin	281	E_CONTINUATION	NA	2	at robin	[265, 3857, 259]	[265, 3857, 13]	[265, 3857, 13]	3	3	1	1	1	1	NA
at rob,	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", ","]	[265, 3857, 11]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	E_CONTINUATION	NA	3	at robin	[265, 3857, 259]	[265, 3857, 11]	[265, 3857, 11]	3	3	1	1	1	1	NA
at rob!	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", "!"]	[265, 3857, 0]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	E_CONTINUATION	NA	4	at robin	[265, 3857, 259]	[265, 3857, 0]	[265, 3857, 0]	3	3	1	1	1	1	NA
at rob?	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", "?"]	[265, 3857, 30]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	E_CONTINUATION	NA	5	at robin	[265, 3857, 259]	[265, 3857, 30]	[265, 3857, 30]	3	3	1	1	1	1	NA
at rob;	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", ";"]	[265, 3857, 26]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	E_CONTINUATION	NA	6	at robin	[265, 3857, 259]	[265, 3857, 26]	[265, 3857, 26]	3	3	1	1	1	1	NA
at rob:	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", ":"]	[265, 3857, 25]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	E_CONTINUATION	NA	7	at robin	[265, 3857, 259]	[265, 3857, 25]	[265, 3857, 25]	3	3	1	1	1	1	NA
at rob...	1	R	3	281	0.564339	2	2256	2.925209	["at", " rob", "..."]	[265, 3857, 986]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	E_CONTINUATION	NA	8	at robin	[265, 3857, 259]	[265, 3857, 986]	[265, 3857, 986]	3	3	1	1	1	1	NA
at rober	1	R	3	281	1.230353	3	2503	3.695508	["at", " ro", "ber"]	[265, 686, 527]	-0.00705	0	0.11632	0	3.695508	3	-0.033355	0	-0.067222	2	2.250798	1	2.159165	2	0.239423	0	2.36087	0	at rober	281	1.230353	1	robin_281	at robin	281	E_CONTINUATION	NA	9	at robin	[265, 3857, 259]	[265, 686, 527]	[265, 686, 527]	3	3	2	2	1	1	NA
at robest	1	R	3	281	0.441748	2	1790	2.925209	["at", " rob", "est"]	[265, 3857, 395]	0.57737	3	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.483461	3	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	E_CONTINUATION	NA	10	at robin	[265, 3857, 259]	[265, 3857, 395]	[265, 3857, 395]	3	3	1	1	1	1	NA
 Artists robin	1	R	3	1888	0.988255	1	2256	3.349124	[" Artists", " rob", "in"]	[37599, 3857, 259]	-0.00705	0	0.11632	0	1.022439	3	0.483343	1	-0.098603	3	2.272016	1	3.349124	1	0.239423	0	2.36087	0	 Artists	1888	0.988255	1	robin_281	at robin	281	C_LOCAL	0	1	at robin	[265, 3857, 259]	[37599, 3857, 259]	[37599, 3857, 259]	3	3	1	1	1	1	0
 Dennis robin	1	R	3	1888	0.73198	3	2256	3.09285	[" Dennis", " rob", "in"]	[16902, 3857, 259]	-0.00705	0	0.11632	0	1.440861	3	0.558351	1	-0.029303	1	2.356182	3	3.09285	3	0.239423	0	2.36087	0	 Dennis robin	1888	0.73198	1	robin_281	at robin	281	C_LOCAL	0	2	at robin	[265, 3857, 259]	[16902, 3857, 259]	[16902, 3857, 259]	3	3	1	1	1	1	0
 Veteran robin	1	R	3	1888	0.76108	1	1790	3.164848	[" Veteran", " rob", "in"]	[32733, 3857, 259]	-0.00705	0	0.11632	0	0.401394	2	1.409008	1	-0.035184	2	2.403769	1	3.164848	1	0.239423	0	2.36087	0	 Veteran	1888	0.761079	1	robin_281	at robin	281	C_LOCAL	0	3	at robin	[265, 3857, 259]	[32733, 3857, 259]	[32733, 3857, 259]	3	3	1	1	1	1	0
atMediumin	1	R	3	3050	0.506512	2	1898	3.262789	["at", "Medium", "in"]	[265, 31205, 259]	-0.00705	0	0.11632	0	0.766996	3	-0.000249	2	-0.095209	3	2.618211	3	2.28588	3	0.239423	0	2.36087	0	atMedium	3050	0.506512	1	robin_281	at robin	281	C_LOCAL	0	4	at robin	[265, 3857, 259]	[265, 31205, 259]	[265, 31205, 259]	3	3	1	1	1	1	1
at rob MU	1	R	3	281	0.430601	2	858	2.925209	["at", " rob", " MU"]	[265, 3857, 25108]	-0.00705	0	0.11632	0	2.925209	2	-0.033355	0	-0.030447	2	2.250798	1	2.183645	2	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	5	at robin	[265, 3857, 259]	[265, 3857, 25108]	[265, 3857, 25108]	3	3	1	1	1	1	2
 Watch robin	1	R	3	1888	0.289698	1	2256	2.650568	[" Watch", " rob", "in"]	[6305, 3857, 259]	-0.00705	0	0.11632	0	1.279261	3	0.859176	1	-0.060546	2	2.068108	1	2.650568	1	0.239423	0	2.36087	0	 Watch	1888	0.289697	1	robin_281	at robin	281	C_LOCAL	0	6	at robin	[265, 3857, 259]	[6305, 3857, 259]	[6305, 3857, 259]	3	3	1	1	1	1	0
at Shepardin	1	R	3	1888	0.056483	2	2256	2.417352	["at", " Shepard", "in"]	[265, 28606, 259]	-0.00705	0	0.11632	0	0.567732	2	-6.7e-05	3	0.183124	3	2.279094	2	2.417352	2	0.239423	0	2.36087	0	at Shepard	1888	0.056484	1	robin_281	at robin	281	C_LOCAL	0	7	at robin	[265, 3857, 259]	[265, 28606, 259]	[265, 28606, 259]	3	3	1	1	1	1	1
at robBonus	1	R	3	281	0.462642	2	1888	2.925209	["at", " rob", "Bonus"]	[265, 3857, 29435]	-0.00705	0	0.11632	0	2.925209	2	-0.02	3	-0.030447	2	2.32448	3	2.462567	3	0.239423	0	2.36087	0	at rob	281	0.56434	1	robin_281	at robin	281	C_LOCAL	0	8	at robin	[265, 3857, 259]	[265, 3857, 29435]	[265, 3857, 29435]	3	3	1	1	1	1	2
atSaidin	1	R	3	812	0.236474	2	1898	2.863077	["at", "Said", "in"]	[265, 47638, 259]	-0.00705	0	0.11632	0	1.229449	3	-1.8e-05	3	-0.099087	3	2.250798	1	2.128479	1	0.239423	0	2.36087	0	atSaid	812	0.502208	1	robin_281	at robin	281	C_LOCAL	0	9	at robin	[265, 3857, 259]	[265, 47638, 259]	[265, 47638, 259]	3	3	1	1	1	1	1
 freeway robin	1	R	3	1888	0.951919	1	1790	3.903575	[" freeway", " rob", "in"]	[39042, 3857, 259]	-0.00705	0	0.11632	0	0.741812	3	1.091648	1	-0.079826	2	2.951656	1	3.903575	1	0.239423	0	2.36087	0	 freeway	1888	0.951918	1	robin_281	at robin	281	C_LOCAL	0	10	at robin	[265, 3857, 259]	[39042, 3857, 259]	[39042, 3857, 259]	3	3	1	1	1	1	0
 choose walkinglevel	1	R	3	464	0.581064	1	1888	3.177628	[" choose", " walking", "level"]	[3853, 6155, 5715]	-0.00705	0	0.11632	0	1.525147	3	3.177628	1	-0.072746	1	2.317758	1	2.596564	1	0.239423	0	2.36087	0	 choose	464	0.581066	1	robin_281	at robin	281	D_RANDOM_TOKEN	0	1	at robin	[265, 3857, 259]	[3853, 6155, 5715]	[3853, 6155, 5715]	3	3	3	3	1	1	NA
 Fallout meth TBA	1	R	3	1888	0.290085	1	1790	3.343676	[" Fallout", " meth", " TBA"]	[23886, 11248, 48591]	-0.00705	0	0.11632	0	-0.000821	0	1.147677	1	-0.053391	3	3.053591	3	3.343676	1	0.239423	0	2.36087	0	 Fallout	1888	0.736511	1	robin_281	at robin	281	D_RANDOM_TOKEN	0	2	at robin	[265, 3857, 259]	[23886, 11248, 48591]	[23886, 11248, 48591]	3	3	3	3	1	1	NA
 Vend Bom evolutionary	1	R	3	1888	0.384603	1	1790	3.42747	[" Vend", " Bom", " evolutionary"]	[44220, 20403, 16673]	-0.00705	0	0.11632	0	-0.000821	0	0.383086	1	-0.091582	3	3.042867	1	3.42747	1	0.239423	0	2.36087	0	 Vend	1888	0.384603	1	robin_281	at robin	281	D_RANDOM_TOKEN	0	3	at robin	[265, 3857, 259]	[44220, 20403, 16673]	[44220, 20403, 16673]	3	3	3	3	1	1	NA
 restroom taxpayers Rolls	1	R	3	1888	0.595647	1	1790	3.425057	[" restroom", " taxpayers", " Rolls"]	[40018, 14086, 40074]	-0.00705	0	0.11632	0	-0.000821	0	0.484828	1	-0.114983	2	2.829409	1	3.425057	1	0.239423	0	2.36087	0	 restroom	1888	0.595647	1	robin_281	at robin	281	D_RANDOM_TOKEN	0	4	at robin	[265, 3857, 259]	[40018, 14086, 40074]	[40018, 14086, 40074]	3	3	3	3	1	1	NA
roll Ghostsacea	1	R	3	1665	0.003522	1	1888	2.449895	["roll", " Ghosts", "acea"]	[2487, 38389, 44977]	-0.00705	0	0.11632	0	0.150808	1	-0.01725	3	0.157343	3	2.374195	3	2.446373	1	0.239423	0	2.36087	0	roll	1665	0.003522	1	robin_281	at robin	281	D_RANDOM_TOKEN	0	5	at robin	[265, 3857, 259]	[2487, 38389, 44977]	[2487, 38389, 44977]	3	3	3	3	1	1	NA
 actorsmetal nonpartisan	1	R	3	1888	0.582687	1	1790	2.957074	[" actors", "metal", " nonpartisan"]	[10544, 28469, 42157]	-0.00705	0	0.11632	0	1.416321	2	1.425779	1	0.393522	2	2.374387	2	2.957074	1	0.239423	0	2.36087	0	 actors	1888	0.596204	1	robin_281	at robin	281	D_RANDOM_TOKEN	0	6	at robin	[265, 3857, 259]	[10544, 28469, 42157]	[10544, 28469, 42157]	3	3	3	3	1	1	NA
eightEffectsReader	1	R	3	1898	0.033469	3	1888	2.836897	["eight", "Effects", "Reader"]	[26022, 47738, 33634]	-0.00705	0	0.11632	0	-0.000821	0	0.043007	1	-0.051832	1	2.342593	1	2.803428	1	0.239423	0	2.36087	0	eightEffectsReader	1898	0.033469	1	robin_281	at robin	281	D_RANDOM_TOKEN	0	7	at robin	[265, 3857, 259]	[26022, 47738, 33634]	[26022, 47738, 33634]	3	3	3	3	1	1	NA
 Minecraftussen ping	1	R	3	1790	0.062341	2	1888	3.287795	[" Minecraft", "ussen", " ping"]	[24609, 35951, 29400]	-0.00705	0	0.11632	0	0.061474	3	1.353122	1	-0.121913	3	3.287795	2	3.225454	1	0.239423	0	2.36087	0	 Minecraftussen	1790	0.06234	1	robin_281	at robin	281	D_RANDOM_TOKEN	0	8	at robin	[265, 3857, 259]	[24609, 35951, 29400]	[24609, 35951, 29400]	3	3	3	3	1	1	NA
 hemisphere orcheicro	1	R	3	1888	0.575625	1	1790	3.734245	[" hemisphere", " orche", "icro"]	[33169, 17771, 2500]	-0.00705	0	0.11632	0	0.224617	1	1.114924	1	-0.122657	0	3.15862	1	3.734245	1	0.239423	0	2.36087	0	 hemisphere	1888	0.575626	1	robin_281	at robin	281	D_RANDOM_TOKEN	0	9	at robin	[265, 3857, 259]	[33169, 17771, 2500]	[33169, 17771, 2500]	3	3	3	3	1	1	NA
 successiren Norton	1	R	3	1888	0.087885	1	1790	3.00992	[" success", "iren", " Norton"]	[1943, 24080, 30722]	-0.00705	0	0.11632	0	1.028459	2	1.401754	1	0.465412	2	2.922035	1	3.00992	1	0.239423	0	2.36087	0	 success	1888	0.087885	1	robin_281	at robin	281	D_RANDOM_TOKEN	0	10	at robin	[265, 3857, 259]	[1943, 24080, 30722]	[1943, 24080, 30722]	3	3	3	3	1	1	NA
it was cold	1	R	3	38	0.259758	3	1888	2.922295	["it", " was", " cold"]	[270, 373, 4692]	-0.00705	0	2.922295	3	0.169025	1	0.163932	1	-0.006815	2	2.016331	1	2.662537	1	1.336539	3	2.36087	0	it was cold	38	0.259758	1	cold_38	it was cold	38	SEED	NA	0	it was cold	[270, 373, 4692]	[270, 373, 4692]	[270, 373, 4692]	3	3	0	0	1	1	NA
