# generated_utc	2026-08-14T15:34:59+00:00
# script	probe_v6.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	1620
seed_name	target_dest	branch	rng_seed	n_evaluated	distinct_destinations	target_retained	retention_rate
mackinaw_20	20	D_RANDOM_TOKEN	1	5	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	6	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	7	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	8	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	9	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	10	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	11	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	12	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	13	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	14	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	15	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	16	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	17	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	18	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	19	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	20	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	21	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	22	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	23	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	24	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	25	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	26	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	27	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	28	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	29	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	30	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	31	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	32	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	33	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	34	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	35	5	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	36	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	37	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	38	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	39	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	40	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	41	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	42	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	43	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	44	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	45	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	46	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	47	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	48	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	49	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	50	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	51	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	52	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	53	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	54	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	55	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	56	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	57	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	58	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	59	6	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	1	60	6	0	0.0
mackinaw_20	20	C_LOCAL	2	1	1	0	0.0
mackinaw_20	20	C_LOCAL	2	2	2	0	0.0
mackinaw_20	20	C_LOCAL	2	3	3	1	0.3333333333333333
mackinaw_20	20	C_LOCAL	2	4	4	1	0.25
mackinaw_20	20	C_LOCAL	2	5	4	2	0.4
mackinaw_20	20	C_LOCAL	2	6	4	3	0.5
mackinaw_20	20	C_LOCAL	2	7	4	3	0.42857142857142855
mackinaw_20	20	C_LOCAL	2	8	5	3	0.375
mackinaw_20	20	C_LOCAL	2	9	6	3	0.3333333333333333
mackinaw_20	20	C_LOCAL	2	10	6	4	0.4
mackinaw_20	20	C_LOCAL	2	11	6	4	0.36363636363636365
mackinaw_20	20	C_LOCAL	2	12	6	5	0.4166666666666667
mackinaw_20	20	C_LOCAL	2	13	6	5	0.38461538461538464
mackinaw_20	20	C_LOCAL	2	14	6	5	0.35714285714285715
mackinaw_20	20	C_LOCAL	2	15	7	5	0.3333333333333333
mackinaw_20	20	C_LOCAL	2	16	7	5	0.3125
mackinaw_20	20	C_LOCAL	2	17	8	5	0.29411764705882354
mackinaw_20	20	C_LOCAL	2	18	8	5	0.2777777777777778
mackinaw_20	20	C_LOCAL	2	19	8	5	0.2631578947368421
mackinaw_20	20	C_LOCAL	2	20	8	5	0.25
mackinaw_20	20	C_LOCAL	2	21	9	5	0.23809523809523808
mackinaw_20	20	C_LOCAL	2	22	10	5	0.22727272727272727
mackinaw_20	20	C_LOCAL	2	23	10	5	0.21739130434782608
mackinaw_20	20	C_LOCAL	2	24	10	5	0.20833333333333334
mackinaw_20	20	C_LOCAL	2	25	10	5	0.2
mackinaw_20	20	C_LOCAL	2	26	10	5	0.19230769230769232
mackinaw_20	20	C_LOCAL	2	27	10	5	0.18518518518518517
mackinaw_20	20	C_LOCAL	2	28	11	5	0.17857142857142858
mackinaw_20	20	C_LOCAL	2	29	11	6	0.20689655172413793
mackinaw_20	20	C_LOCAL	2	30	12	6	0.2
mackinaw_20	20	C_LOCAL	2	31	12	6	0.1935483870967742
mackinaw_20	20	C_LOCAL	2	32	12	6	0.1875
mackinaw_20	20	C_LOCAL	2	33	12	6	0.18181818181818182
mackinaw_20	20	C_LOCAL	2	34	12	7	0.20588235294117646
mackinaw_20	20	C_LOCAL	2	35	12	8	0.22857142857142856
mackinaw_20	20	C_LOCAL	2	36	12	9	0.25
mackinaw_20	20	C_LOCAL	2	37	12	9	0.24324324324324326
mackinaw_20	20	C_LOCAL	2	38	12	9	0.23684210526315788
mackinaw_20	20	C_LOCAL	2	39	12	9	0.23076923076923078
mackinaw_20	20	C_LOCAL	2	40	12	9	0.225
mackinaw_20	20	C_LOCAL	2	41	13	9	0.21951219512195122
mackinaw_20	20	C_LOCAL	2	42	13	9	0.21428571428571427
mackinaw_20	20	C_LOCAL	2	43	13	9	0.20930232558139536
mackinaw_20	20	C_LOCAL	2	44	13	9	0.20454545454545456
mackinaw_20	20	C_LOCAL	2	45	13	9	0.2
mackinaw_20	20	C_LOCAL	2	46	13	10	0.21739130434782608
mackinaw_20	20	C_LOCAL	2	47	13	11	0.23404255319148937
mackinaw_20	20	C_LOCAL	2	48	13	11	0.22916666666666666
mackinaw_20	20	C_LOCAL	2	49	13	11	0.22448979591836735
mackinaw_20	20	C_LOCAL	2	50	13	11	0.22
mackinaw_20	20	C_LOCAL	2	51	13	11	0.21568627450980393
mackinaw_20	20	C_LOCAL	2	52	13	11	0.21153846153846154
mackinaw_20	20	C_LOCAL	2	53	14	11	0.20754716981132076
mackinaw_20	20	C_LOCAL	2	54	14	11	0.2037037037037037
mackinaw_20	20	C_LOCAL	2	55	14	11	0.2
mackinaw_20	20	C_LOCAL	2	56	14	12	0.21428571428571427
mackinaw_20	20	C_LOCAL	2	57	14	12	0.21052631578947367
mackinaw_20	20	C_LOCAL	2	58	14	12	0.20689655172413793
mackinaw_20	20	C_LOCAL	2	59	14	13	0.22033898305084745
mackinaw_20	20	C_LOCAL	2	60	14	14	0.23333333333333334
mackinaw_20	20	D_RANDOM_TOKEN	2	1	1	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	2	1	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	3	2	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	4	2	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	5	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	6	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	7	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	8	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	9	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	10	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	11	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	12	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	13	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	14	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	15	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	16	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	17	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	18	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	19	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	20	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	21	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	22	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	23	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	24	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	25	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	26	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	27	3	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	28	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	29	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	30	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	31	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	32	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	33	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	34	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	35	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	36	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	37	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	38	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	39	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	40	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	41	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	42	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	43	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	44	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	45	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	46	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	47	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	48	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	49	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	50	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	51	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	52	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	53	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	54	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	55	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	56	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	57	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	58	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	59	4	0	0.0
mackinaw_20	20	D_RANDOM_TOKEN	2	60	4	0	0.0
robin_281	281	A_CARRIER	NA	1	1	0	0.0
robin_281	281	A_CARRIER	NA	2	1	0	0.0
robin_281	281	A_CARRIER	NA	3	1	0	0.0
robin_281	281	A_CARRIER	NA	4	1	0	0.0
robin_281	281	A_CARRIER	NA	5	2	0	0.0
robin_281	281	A_CARRIER	NA	6	2	0	0.0
robin_281	281	A_CARRIER	NA	7	2	0	0.0
robin_281	281	A_CARRIER	NA	8	3	0	0.0
robin_281	281	A_CARRIER	NA	9	4	0	0.0
robin_281	281	A_CARRIER	NA	10	5	0	0.0
robin_281	281	A_CARRIER	NA	11	5	0	0.0
robin_281	281	A_CARRIER	NA	12	5	0	0.0
robin_281	281	A_CARRIER	NA	13	5	0	0.0
robin_281	281	A_CARRIER	NA	14	5	0	0.0
robin_281	281	A_CARRIER	NA	15	5	0	0.0
robin_281	281	A_CARRIER	NA	16	5	0	0.0
robin_281	281	A_CARRIER	NA	17	5	0	0.0
robin_281	281	A_CARRIER	NA	18	5	0	0.0
robin_281	281	A_CARRIER	NA	19	5	0	0.0
robin_281	281	A_CARRIER	NA	20	5	0	0.0
robin_281	281	A_CARRIER	NA	21	5	0	0.0
robin_281	281	A_CARRIER	NA	22	5	0	0.0
robin_281	281	A_CARRIER	NA	23	5	0	0.0
robin_281	281	A_CARRIER	NA	24	5	0	0.0
robin_281	281	A_CARRIER	NA	25	5	0	0.0
robin_281	281	A_CARRIER	NA	26	5	0	0.0
robin_281	281	A_CARRIER	NA	27	6	0	0.0
robin_281	281	A_CARRIER	NA	28	6	0	0.0
robin_281	281	A_CARRIER	NA	29	7	0	0.0
robin_281	281	A_CARRIER	NA	30	7	0	0.0
robin_281	281	A_CARRIER	NA	31	7	0	0.0
robin_281	281	A_CARRIER	NA	32	7	0	0.0
robin_281	281	A_CARRIER	NA	33	8	1	0.030303030303030304
robin_281	281	A_CARRIER	NA	34	8	1	0.029411764705882353
robin_281	281	A_CARRIER	NA	35	8	1	0.02857142857142857
robin_281	281	A_CARRIER	NA	36	9	1	0.027777777777777776
robin_281	281	A_CARRIER	NA	37	9	1	0.02702702702702703
robin_281	281	A_CARRIER	NA	38	9	2	0.05263157894736842
robin_281	281	A_CARRIER	NA	39	9	2	0.05128205128205128
robin_281	281	A_CARRIER	NA	40	9	2	0.05
robin_281	281	A_CARRIER	NA	41	9	2	0.04878048780487805
robin_281	281	A_CARRIER	NA	42	9	3	0.07142857142857142
robin_281	281	A_CARRIER	NA	43	9	3	0.06976744186046512
robin_281	281	A_CARRIER	NA	44	9	3	0.06818181818181818
robin_281	281	A_CARRIER	NA	45	9	3	0.06666666666666667
robin_281	281	A_CARRIER	NA	46	9	3	0.06521739130434782
robin_281	281	A_CARRIER	NA	47	9	3	0.06382978723404255
robin_281	281	A_CARRIER	NA	48	9	3	0.0625
robin_281	281	A_CARRIER	NA	49	9	3	0.061224489795918366
robin_281	281	A_CARRIER	NA	50	9	3	0.06
robin_281	281	A_CARRIER	NA	51	9	3	0.058823529411764705
robin_281	281	A_CARRIER	NA	52	9	3	0.057692307692307696
robin_281	281	A_CARRIER	NA	53	9	3	0.05660377358490566
robin_281	281	A_CARRIER	NA	54	9	3	0.05555555555555555
robin_281	281	A_CARRIER	NA	55	9	3	0.05454545454545454
robin_281	281	A_CARRIER	NA	56	9	3	0.05357142857142857
robin_281	281	A_CARRIER	NA	57	9	3	0.05263157894736842
robin_281	281	A_CARRIER	NA	58	9	3	0.05172413793103448
robin_281	281	A_CARRIER	NA	59	9	3	0.05084745762711865
robin_281	281	A_CARRIER	NA	60	9	3	0.05
robin_281	281	B_GATE	NA	1	1	0	0.0
robin_281	281	B_GATE	NA	2	2	0	0.0
robin_281	281	B_GATE	NA	3	3	0	0.0
robin_281	281	B_GATE	NA	4	4	0	0.0
robin_281	281	B_GATE	NA	5	4	0	0.0
robin_281	281	B_GATE	NA	6	5	0	0.0
robin_281	281	B_GATE	NA	7	5	0	0.0
robin_281	281	B_GATE	NA	8	5	0	0.0
robin_281	281	B_GATE	NA	9	5	0	0.0
robin_281	281	B_GATE	NA	10	5	0	0.0
robin_281	281	B_GATE	NA	11	6	0	0.0
robin_281	281	B_GATE	NA	12	7	0	0.0
robin_281	281	B_GATE	NA	13	7	0	0.0
robin_281	281	B_GATE	NA	14	8	0	0.0
robin_281	281	B_GATE	NA	15	9	1	0.06666666666666667
robin_281	281	B_GATE	NA	16	9	1	0.0625
robin_281	281	B_GATE	NA	17	10	1	0.058823529411764705
robin_281	281	B_GATE	NA	18	10	1	0.05555555555555555
robin_281	281	B_GATE	NA	19	11	1	0.05263157894736842
robin_281	281	B_GATE	NA	20	11	1	0.05
robin_281	281	B_GATE	NA	21	11	1	0.047619047619047616
robin_281	281	B_GATE	NA	22	11	1	0.045454545454545456
robin_281	281	B_GATE	NA	23	11	2	0.08695652173913043
robin_281	281	B_GATE	NA	24	11	2	0.08333333333333333
robin_281	281	B_GATE	NA	25	11	2	0.08
robin_281	281	B_GATE	NA	26	11	2	0.07692307692307693
robin_281	281	B_GATE	NA	27	11	3	0.1111111111111111
robin_281	281	B_GATE	NA	28	11	3	0.10714285714285714
robin_281	281	B_GATE	NA	29	12	3	0.10344827586206896
robin_281	281	B_GATE	NA	30	13	3	0.1
robin_281	281	B_GATE	NA	31	13	3	0.0967741935483871
robin_281	281	B_GATE	NA	32	13	3	0.09375
robin_281	281	B_GATE	NA	33	13	4	0.12121212121212122
robin_281	281	B_GATE	NA	34	13	4	0.11764705882352941
robin_281	281	B_GATE	NA	35	13	4	0.11428571428571428
robin_281	281	B_GATE	NA	36	13	4	0.1111111111111111
robin_281	281	B_GATE	NA	37	13	4	0.10810810810810811
robin_281	281	B_GATE	NA	38	13	4	0.10526315789473684
robin_281	281	B_GATE	NA	39	13	4	0.10256410256410256
robin_281	281	B_GATE	NA	40	13	4	0.1
robin_281	281	B_GATE	NA	41	13	4	0.0975609756097561
robin_281	281	B_GATE	NA	42	13	4	0.09523809523809523
robin_281	281	B_GATE	NA	43	13	4	0.09302325581395349
robin_281	281	B_GATE	NA	44	13	4	0.09090909090909091
robin_281	281	B_GATE	NA	45	13	4	0.08888888888888889
robin_281	281	B_GATE	NA	46	13	4	0.08695652173913043
robin_281	281	B_GATE	NA	47	13	4	0.0851063829787234
robin_281	281	B_GATE	NA	48	13	4	0.08333333333333333
robin_281	281	B_GATE	NA	49	13	4	0.08163265306122448
robin_281	281	B_GATE	NA	50	13	4	0.08
robin_281	281	B_GATE	NA	51	13	4	0.0784313725490196
robin_281	281	B_GATE	NA	52	13	4	0.07692307692307693
robin_281	281	B_GATE	NA	53	13	4	0.07547169811320754
robin_281	281	B_GATE	NA	54	13	4	0.07407407407407407
robin_281	281	B_GATE	NA	55	13	4	0.07272727272727272
robin_281	281	B_GATE	NA	56	13	4	0.07142857142857142
robin_281	281	B_GATE	NA	57	13	4	0.07017543859649122
robin_281	281	B_GATE	NA	58	13	4	0.06896551724137931
robin_281	281	B_GATE	NA	59	13	4	0.06779661016949153
robin_281	281	B_GATE	NA	60	13	4	0.06666666666666667
robin_281	281	E_CONTINUATION	NA	1	1	1	1.0
robin_281	281	E_CONTINUATION	NA	2	1	2	1.0
robin_281	281	E_CONTINUATION	NA	3	1	3	1.0
robin_281	281	E_CONTINUATION	NA	4	1	4	1.0
robin_281	281	E_CONTINUATION	NA	5	1	5	1.0
robin_281	281	E_CONTINUATION	NA	6	1	6	1.0
robin_281	281	E_CONTINUATION	NA	7	1	7	1.0
robin_281	281	E_CONTINUATION	NA	8	1	8	1.0
robin_281	281	E_CONTINUATION	NA	9	1	9	1.0
robin_281	281	E_CONTINUATION	NA	10	1	10	1.0
robin_281	281	E_CONTINUATION	NA	11	2	10	0.9090909090909091
robin_281	281	E_CONTINUATION	NA	12	2	10	0.8333333333333334
robin_281	281	E_CONTINUATION	NA	13	2	11	0.8461538461538461
robin_281	281	E_CONTINUATION	NA	14	2	12	0.8571428571428571
robin_281	281	E_CONTINUATION	NA	15	3	12	0.8
robin_281	281	E_CONTINUATION	NA	16	3	13	0.8125
robin_281	281	E_CONTINUATION	NA	17	3	14	0.8235294117647058
robin_281	281	E_CONTINUATION	NA	18	3	15	0.8333333333333334
robin_281	281	E_CONTINUATION	NA	19	3	16	0.8421052631578947
robin_281	281	E_CONTINUATION	NA	20	3	17	0.85
robin_281	281	E_CONTINUATION	NA	21	3	18	0.8571428571428571
robin_281	281	E_CONTINUATION	NA	22	3	19	0.8636363636363636
robin_281	281	E_CONTINUATION	NA	23	3	20	0.8695652173913043
robin_281	281	E_CONTINUATION	NA	24	3	21	0.875
robin_281	281	E_CONTINUATION	NA	25	3	22	0.88
robin_281	281	E_CONTINUATION	NA	26	3	23	0.8846153846153846
robin_281	281	E_CONTINUATION	NA	27	3	24	0.8888888888888888
robin_281	281	E_CONTINUATION	NA	28	3	25	0.8928571428571429
robin_281	281	E_CONTINUATION	NA	29	3	26	0.896551724137931
robin_281	281	E_CONTINUATION	NA	30	3	27	0.9
robin_281	281	E_CONTINUATION	NA	31	3	28	0.9032258064516129
robin_281	281	E_CONTINUATION	NA	32	3	29	0.90625
robin_281	281	E_CONTINUATION	NA	33	3	30	0.9090909090909091
robin_281	281	E_CONTINUATION	NA	34	3	31	0.9117647058823529
robin_281	281	E_CONTINUATION	NA	35	3	32	0.9142857142857143
robin_281	281	E_CONTINUATION	NA	36	3	33	0.9166666666666666
robin_281	281	E_CONTINUATION	NA	37	3	34	0.918918918918919
robin_281	281	E_CONTINUATION	NA	38	3	35	0.9210526315789473
robin_281	281	E_CONTINUATION	NA	39	3	36	0.9230769230769231
robin_281	281	E_CONTINUATION	NA	40	3	37	0.925
robin_281	281	E_CONTINUATION	NA	41	3	38	0.926829268292683
robin_281	281	E_CONTINUATION	NA	42	4	38	0.9047619047619048
robin_281	281	E_CONTINUATION	NA	43	4	39	0.9069767441860465
robin_281	281	E_CONTINUATION	NA	44	4	40	0.9090909090909091
robin_281	281	E_CONTINUATION	NA	45	4	41	0.9111111111111111
robin_281	281	E_CONTINUATION	NA	46	4	42	0.9130434782608695
robin_281	281	E_CONTINUATION	NA	47	4	43	0.9148936170212766
robin_281	281	E_CONTINUATION	NA	48	4	44	0.9166666666666666
robin_281	281	E_CONTINUATION	NA	49	4	45	0.9183673469387755
robin_281	281	E_CONTINUATION	NA	50	4	46	0.92
robin_281	281	E_CONTINUATION	NA	51	4	47	0.9215686274509803
robin_281	281	E_CONTINUATION	NA	52	4	48	0.9230769230769231
robin_281	281	E_CONTINUATION	NA	53	4	49	0.9245283018867925
robin_281	281	E_CONTINUATION	NA	54	4	50	0.9259259259259259
robin_281	281	E_CONTINUATION	NA	55	4	51	0.9272727272727272
robin_281	281	E_CONTINUATION	NA	56	4	52	0.9285714285714286
robin_281	281	E_CONTINUATION	NA	57	4	53	0.9298245614035088
robin_281	281	E_CONTINUATION	NA	58	4	54	0.9310344827586207
robin_281	281	E_CONTINUATION	NA	59	4	55	0.9322033898305084
robin_281	281	E_CONTINUATION	NA	60	4	56	0.9333333333333333
robin_281	281	C_LOCAL	0	1	1	0	0.0
robin_281	281	C_LOCAL	0	2	1	0	0.0
robin_281	281	C_LOCAL	0	3	1	0	0.0
robin_281	281	C_LOCAL	0	4	2	0	0.0
robin_281	281	C_LOCAL	0	5	3	1	0.2
robin_281	281	C_LOCAL	0	6	3	1	0.16666666666666666
robin_281	281	C_LOCAL	0	7	3	1	0.14285714285714285
robin_281	281	C_LOCAL	0	8	3	2	0.25
robin_281	281	C_LOCAL	0	9	4	2	0.2222222222222222
robin_281	281	C_LOCAL	0	10	4	2	0.2
robin_281	281	C_LOCAL	0	11	4	2	0.18181818181818182
robin_281	281	C_LOCAL	0	12	4	2	0.16666666666666666
robin_281	281	C_LOCAL	0	13	4	2	0.15384615384615385
robin_281	281	C_LOCAL	0	14	4	3	0.21428571428571427
robin_281	281	C_LOCAL	0	15	4	3	0.2
robin_281	281	C_LOCAL	0	16	4	3	0.1875
robin_281	281	C_LOCAL	0	17	4	4	0.23529411764705882
robin_281	281	C_LOCAL	0	18	4	5	0.2777777777777778
robin_281	281	C_LOCAL	0	19	5	5	0.2631578947368421
robin_281	281	C_LOCAL	0	20	5	6	0.3
robin_281	281	C_LOCAL	0	21	5	6	0.2857142857142857
robin_281	281	C_LOCAL	0	22	5	7	0.3181818181818182
robin_281	281	C_LOCAL	0	23	5	7	0.30434782608695654
robin_281	281	C_LOCAL	0	24	5	7	0.2916666666666667
robin_281	281	C_LOCAL	0	25	5	8	0.32
robin_281	281	C_LOCAL	0	26	5	8	0.3076923076923077
robin_281	281	C_LOCAL	0	27	5	9	0.3333333333333333
robin_281	281	C_LOCAL	0	28	6	9	0.32142857142857145
robin_281	281	C_LOCAL	0	29	6	10	0.3448275862068966
robin_281	281	C_LOCAL	0	30	6	11	0.36666666666666664
robin_281	281	C_LOCAL	0	31	6	12	0.3870967741935484
robin_281	281	C_LOCAL	0	32	6	13	0.40625
robin_281	281	C_LOCAL	0	33	6	13	0.3939393939393939
robin_281	281	C_LOCAL	0	34	6	13	0.38235294117647056
robin_281	281	C_LOCAL	0	35	6	13	0.37142857142857144
robin_281	281	C_LOCAL	0	36	6	13	0.3611111111111111
robin_281	281	C_LOCAL	0	37	6	13	0.35135135135135137
robin_281	281	C_LOCAL	0	38	6	13	0.34210526315789475
robin_281	281	C_LOCAL	0	39	6	13	0.3333333333333333
robin_281	281	C_LOCAL	0	40	6	14	0.35
robin_281	281	C_LOCAL	0	41	6	14	0.34146341463414637
robin_281	281	C_LOCAL	0	42	6	15	0.35714285714285715
robin_281	281	C_LOCAL	0	43	6	16	0.37209302325581395
robin_281	281	C_LOCAL	0	44	6	16	0.36363636363636365
robin_281	281	C_LOCAL	0	45	6	17	0.37777777777777777
robin_281	281	C_LOCAL	0	46	6	17	0.3695652173913043
robin_281	281	C_LOCAL	0	47	6	18	0.3829787234042553
robin_281	281	C_LOCAL	0	48	6	19	0.3958333333333333
robin_281	281	C_LOCAL	0	49	6	19	0.3877551020408163
robin_281	281	C_LOCAL	0	50	6	20	0.4
robin_281	281	C_LOCAL	0	51	6	21	0.4117647058823529
robin_281	281	C_LOCAL	0	52	6	22	0.4230769230769231
robin_281	281	C_LOCAL	0	53	6	22	0.41509433962264153
robin_281	281	C_LOCAL	0	54	6	22	0.4074074074074074
robin_281	281	C_LOCAL	0	55	6	22	0.4
robin_281	281	C_LOCAL	0	56	6	23	0.4107142857142857
robin_281	281	C_LOCAL	0	57	6	23	0.40350877192982454
robin_281	281	C_LOCAL	0	58	6	23	0.39655172413793105
robin_281	281	C_LOCAL	0	59	6	23	0.3898305084745763
robin_281	281	C_LOCAL	0	60	6	23	0.38333333333333336
robin_281	281	D_RANDOM_TOKEN	0	1	1	0	0.0
robin_281	281	D_RANDOM_TOKEN	0	2	2	0	0.0
robin_281	281	D_RANDOM_TOKEN	0	3	2	0	0.0
