# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	650
case_id	branch	seed_id	variant	carrier_id	carrier	leading_prefix	first	connector	second	construction	continuation_id	continuation	string	n_tok	tokens	token_ids	pre_second_body_tokens	second_realised_tokens	completion_pos	completion_token	raw_pre_second_541	raw_completion_541	raw_completion_increment	raw_completion_best_other	raw_completion_best_other_value	raw_completion_margin	peak_541	peakpos_541	peak_token_541	best_other	best_other_peak	signed_541_margin	dest	retained_541	winner_peak	reported_delta	target_peaks_at_completion	baseline_variant	notes	native_connector	frame_class	source_provenance	known_member	related_member	arbitrary_a	arbitrary_b
REPEAT_CONNECTOR__AFTER_WAVE__TO__BARE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	TO	BARE			wave	to	wave	wave to wave	NONE		wave to wave	3	["wave", " to", " wave"]	[19204, 284, 6769]	2	1	3	 wave	-0.021578	1.285368	1.306947	1888	2.138226	-0.852857	1.285368	3	 wave	1888	3.231446	-1.946078	1888	0	3.231446	0.679401	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__BY__BARE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	BY	BARE			wave	by	wave	wave by wave	NONE		wave by wave	3	["wave", " by", " wave"]	[19204, 416, 6769]	2	1	3	 wave	-0.104555	2.80339	2.907945	2659	2.376941	0.426449	2.80339	3	 wave	1888	3.231446	-0.428056	1888	0	3.231446	0.428056	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__AFTER__BARE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	AFTER	BARE			wave	after	wave	wave after wave	NONE		wave after wave	3	["wave", " after", " wave"]	[19204, 706, 6769]	2	1	3	 wave	-0.073614	3.210714	3.284328	1738	3.00262	0.208094	3.210714	3	 wave	1888	3.231446	-0.020732	1888	0	3.231446	0.020732	1	AFTER	native connector	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__AND__V9_SPACE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	AND	V9_SPACE		 	wave	and	wave	wave and wave	NONE		 wave and wave	3	[" wave", " and", " wave"]	[6769, 290, 6769]	2	1	3	 wave	-0.009961	2.772275	2.782236	2659	3.61523	-0.842955	2.772275	3	 wave	1888	3.616646	-0.844371	1888	0	3.616646	0.001416	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__OR__V9_SPACE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	OR	V9_SPACE		 	wave	or	wave	wave or wave	NONE		 wave or wave	3	[" wave", " or", " wave"]	[6769, 393, 6769]	2	1	3	 wave	-0.001949	2.708123	2.710072	2659	3.66589	-0.957767	2.708123	3	 wave	2659	3.66589	-0.957767	2659	0	3.66589	0.049244	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__TO__V9_SPACE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	TO	V9_SPACE		 	wave	to	wave	wave to wave	NONE		 wave to wave	3	[" wave", " to", " wave"]	[6769, 284, 6769]	2	1	3	 wave	-0.013323	2.516258	2.529581	2566	2.380302	0.135956	2.516258	3	 wave	1888	3.616646	-1.100388	1888	0	3.616646	1.100388	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__BY__V9_SPACE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	BY	V9_SPACE		 	wave	by	wave	wave by wave	NONE		 wave by wave	3	[" wave", " by", " wave"]	[6769, 416, 6769]	2	1	3	 wave	-0.053655	3.118556	3.172211	2566	2.984627	0.133929	3.118556	3	 wave	1888	3.616646	-0.49809	1888	0	3.616646	0.49809	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	AFTER	V9_SPACE		 	wave	after	wave	wave after wave	NONE		 wave after wave	3	[" wave", " after", " wave"]	[6769, 706, 6769]	2	1	3	 wave	-0.063724	3.388217	3.451942	1738	3.124059	0.264158	3.388217	3	 wave	1888	3.616646	-0.228429	1888	0	3.616646	0.228429	1	AFTER	native connector	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	AND	THE_PHRASE	the phrase 		wave	and	wave	wave and wave	NONE		the phrase wave and wave	5	["the", " phrase", " wave", " and", " wave"]	[1169, 9546, 6769, 290, 6769]	4	1	5	 wave	-0.007747	2.556754	2.564501	2659	3.448266	-0.891512	2.556754	5	 wave	2659	3.448266	-0.891512	2659	0	3.448266	0.215118	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__OR__THE_PHRASE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	OR	THE_PHRASE	the phrase 		wave	or	wave	wave or wave	NONE		the phrase wave or wave	5	["the", " phrase", " wave", " or", " wave"]	[1169, 9546, 6769, 393, 6769]	4	1	5	 wave	-0.001421	2.282384	2.283805	2659	3.482393	-1.200009	2.282384	5	 wave	2659	3.482393	-1.200009	2659	0	3.482393	0.249244	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	TO	THE_PHRASE	the phrase 		wave	to	wave	wave to wave	NONE		the phrase wave to wave	5	["the", " phrase", " wave", " to", " wave"]	[1169, 9546, 6769, 284, 6769]	4	1	5	 wave	-0.017637	2.337466	2.355103	2566	2.453441	-0.115975	2.337466	5	 wave	2073	3.233148	-0.895683	2073	0	3.233148	0.489397	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__BY__THE_PHRASE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	BY	THE_PHRASE	the phrase 		wave	by	wave	wave by wave	NONE		the phrase wave by wave	5	["the", " phrase", " wave", " by", " wave"]	[1169, 9546, 6769, 416, 6769]	4	1	5	 wave	-0.055422	3.078167	3.133589	2566	2.947727	0.130439	3.078167	5	 wave	2073	3.233148	-0.154982	2073	0	3.233148	0.154982	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR	AFTER_WAVE	AFTER	THE_PHRASE	the phrase 		wave	after	wave	wave after wave	NONE		the phrase wave after wave	5	["the", " phrase", " wave", " after", " wave"]	[1169, 9546, 6769, 706, 6769]	4	1	5	 wave	-0.059978	2.947399	3.007377	2566	2.364141	0.583258	2.947399	5	 wave	2073	3.233148	-0.285749	2073	0	3.233148	0.285749	1	AFTER	native connector	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_WAVE	AND	THEY_SAID	they said 		wave	and	wave	wave and wave	NONE		they said wave and wave	5	["they", " said", " wave", " and", " wave"]	[9930, 531, 6769, 290, 6769]	4	1	5	 wave	-0.006147	2.468372	2.474519	2659	3.518806	-1.050434	2.468372	5	 wave	2659	3.518806	-1.050434	2659	0	3.518806	1.050434	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_WAVE	OR	THEY_SAID	they said 		wave	or	wave	wave or wave	NONE		they said wave or wave	5	["they", " said", " wave", " or", " wave"]	[9930, 531, 6769, 393, 6769]	4	1	5	 wave	-0.000214	2.106756	2.10697	2659	3.442089	-1.335332	2.106756	5	 wave	2659	3.442089	-1.335332	2659	0	3.442089	1.081219	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_WAVE	TO	THEY_SAID	they said 		wave	to	wave	wave to wave	NONE		they said wave to wave	5	["they", " said", " wave", " to", " wave"]	[9930, 531, 6769, 284, 6769]	4	1	5	 wave	-0.003756	2.338844	2.342599	2659	2.459867	-0.121023	2.338844	5	 wave	2659	2.459867	-0.121023	2659	0	2.459867	0.095209	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_WAVE	BY	THEY_SAID	they said 		wave	by	wave	wave by wave	NONE		they said wave by wave	5	["they", " said", " wave", " by", " wave"]	[9930, 531, 6769, 416, 6769]	4	1	5	 wave	-0.034836	3.454512	3.489349	2659	3.038557	0.415955	3.454512	5	 wave	2659	3.038557	0.415955	541	1	3.454512	0.415955	1	AFTER	connector substitution under exact repetition	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
REPEAT_CONNECTOR__AFTER_WAVE__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	AFTER_WAVE	AFTER	THEY_SAID	they said 		wave	after	wave	wave after wave	NONE		they said wave after wave	5	["they", " said", " wave", " after", " wave"]	[9930, 531, 6769, 706, 6769]	4	1	5	 wave	-0.042599	3.694832	3.737431	2659	2.700705	0.994127	3.694832	5	 wave	419	2.797754	0.897078	541	1	3.694832	0.897078	1	AFTER	native connector	after	KNOWN_REPEAT	V9_ATTESTED	wave	tide	gravel	window
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_REPEAT	BARE			day	after	day	day after day	NONE		day after day	3	["day", " after", " day"]	[820, 706, 1110]	2	1	3	 day	-0.025412	3.262082	3.287493	1738	3.124977	0.137105	3.262082	3	 day	1738	3.124977	0.137105	541	1	3.262082	0.137105	1	KNOWN_REPEAT	known member repeated in native connector frame	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_RELATED	BARE			day	after	night	day after night	NONE		day after night	3	["day", " after", " night"]	[820, 706, 1755]	2	1	3	 night	-0.025412	1.99578	2.021191	2705	2.155383	-0.159604	1.99578	3	 night	1888	2.716164	-0.720385	1888	0	2.716164	0.355294	1	KNOWN_REPEAT	known first plus related distinct second	after	RELATED_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_ARBITRARY	BARE			day	after	forest	day after forest	NONE		day after forest	3	["day", " after", " forest"]	[820, 706, 8222]	2	1	3	 forest	-0.025412	-0.138873	-0.113461	1888	2.579512	-2.718384	-0.000102	0	<BOS>	1888	2.716164	-2.716266	1888	0	2.716164	0.355294	0	KNOWN_REPEAT	known first plus arbitrary distinct second	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_KNOWN	BARE			marble	after	day	marble after day	NONE		marble after day	4	["mar", "ble", " after", " day"]	[3876, 903, 706, 1110]	3	1	4	 day	-0.124512	0.031948	0.15646	3007	2.189989	-2.158041	0.031948	4	 day	1790	2.918438	-2.88649	1790	0	2.918438	0.093219	1	KNOWN_REPEAT	arbitrary first plus known second	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_REPEAT	BARE			marble	after	marble	marble after marble	NONE		marble after marble	4	["mar", "ble", " after", " marble"]	[3876, 903, 706, 30623]	3	1	4	 marble	-0.124512	0.776105	0.900617	1888	1.934861	-1.158755	0.776105	4	 marble	1790	2.918438	-2.142333	1790	0	2.918438	0.093219	1	KNOWN_REPEAT	predeclared arbitrary member repeated	after	NOVEL_REPEAT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_DISTINCT	BARE			marble	after	forest	marble after forest	NONE		marble after forest	4	["mar", "ble", " after", " forest"]	[3876, 903, 706, 8222]	3	1	4	 forest	-0.124512	-0.154243	-0.029731	1888	2.333813	-2.488056	-0.000102	0	<BOS>	1790	2.918438	-2.91854	1790	0	2.918438	0.093219	0	KNOWN_REPEAT	two predeclared arbitrary members	after	NOVEL_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_NO_CONNECTOR	BARE			day		day	day day	NONE		day day	2	["day", " day"]	[820, 1110]	1	1	2	 day	-0.103733	-0.112552	-0.008819	1691	2.343206	-2.455758	-0.000102	0	<BOS>	1888	2.716164	-2.716266	1888	0	2.716164	0.355294	0	KNOWN_REPEAT	known repetition with connector removed	after	NO_CONNECTOR	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_NO_CONNECTOR	BARE			marble		marble	marble marble	NONE		marble marble	3	["mar", "ble", " marble"]	[3876, 903, 30623]	2	1	3	 marble	-0.105661	-0.145659	-0.039999	1888	2.121619	-2.267278	-0.000102	0	<BOS>	1790	2.918438	-2.91854	1790	0	2.918438	0.093219	0	KNOWN_REPEAT	arbitrary repetition with connector removed	after	NO_CONNECTOR	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_REPEAT	V9_SPACE		 	day	after	day	day after day	NONE		 day after day	3	[" day", " after", " day"]	[1110, 706, 1110]	2	1	3	 day	-0.041619	3.357687	3.399306	1738	3.539034	-0.181347	3.357687	3	 day	1738	3.539034	-0.181347	1738	0	3.539034	0.054713	1	KNOWN_REPEAT	known member repeated in native connector frame	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_RELATED	V9_SPACE		 	day	after	night	day after night	NONE		 day after night	3	[" day", " after", " night"]	[1110, 706, 1755]	2	1	3	 night	-0.041619	1.840543	1.882162	2705	2.135662	-0.295119	1.840543	3	 night	1888	3.48432	-1.643777	1888	0	3.48432	1.123451	1	KNOWN_REPEAT	known first plus related distinct second	after	RELATED_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_ARBITRARY	V9_SPACE		 	day	after	forest	day after forest	NONE		 day after forest	3	[" day", " after", " forest"]	[1110, 706, 8222]	2	1	3	 forest	-0.041619	-0.125288	-0.083669	1888	2.731205	-2.856493	-0.000102	0	<BOS>	1888	3.48432	-3.484422	1888	0	3.48432	1.123451	0	KNOWN_REPEAT	known first plus arbitrary distinct second	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_KNOWN	V9_SPACE		 	marble	after	day	marble after day	NONE		 marble after day	3	[" marble", " after", " day"]	[30623, 706, 1110]	2	1	3	 day	-0.034416	0.055704	0.09012	3007	2.215728	-2.160024	0.055704	3	 day	1888	3.655282	-3.599578	1888	0	3.655282	1.16016	1	KNOWN_REPEAT	arbitrary first plus known second	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_REPEAT	V9_SPACE		 	marble	after	marble	marble after marble	NONE		 marble after marble	3	[" marble", " after", " marble"]	[30623, 706, 30623]	2	1	3	 marble	-0.034416	2.133982	2.168398	2566	2.384141	-0.250159	2.133982	3	 marble	1888	3.655282	-1.5213	1888	0	3.655282	1.16016	1	KNOWN_REPEAT	predeclared arbitrary member repeated	after	NOVEL_REPEAT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_DISTINCT	V9_SPACE		 	marble	after	forest	marble after forest	NONE		 marble after forest	3	[" marble", " after", " forest"]	[30623, 706, 8222]	2	1	3	 forest	-0.034416	-0.105909	-0.071493	1888	2.304879	-2.410788	-0.000102	0	<BOS>	1888	3.655282	-3.655384	1888	0	3.655282	1.16016	0	KNOWN_REPEAT	two predeclared arbitrary members	after	NOVEL_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_NO_CONNECTOR	V9_SPACE		 	day		day	day day	NONE		 day day	2	[" day", " day"]	[1110, 1110]	1	1	2	 day	-0.169805	0.033937	0.203742	544	2.549052	-2.515115	0.033937	2	 day	1888	3.48432	-3.450384	1888	0	3.48432	0.935268	1	KNOWN_REPEAT	known repetition with connector removed	after	NO_CONNECTOR	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_NO_CONNECTOR	V9_SPACE		 	marble		marble	marble marble	NONE		 marble marble	2	[" marble", " marble"]	[30623, 30623]	1	1	2	 marble	-0.146916	-0.154919	-0.008003	1888	2.160569	-2.315488	-0.000102	0	<BOS>	1888	3.655282	-3.655384	1888	0	3.655282	1.16016	0	KNOWN_REPEAT	arbitrary repetition with connector removed	after	NO_CONNECTOR	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_REPEAT	THE_PHRASE	the phrase 		day	after	day	day after day	NONE		the phrase day after day	5	["the", " phrase", " day", " after", " day"]	[1169, 9546, 1110, 706, 1110]	4	1	5	 day	-0.045041	3.563554	3.608595	2566	3.140361	0.423193	3.563554	5	 day	2073	3.233148	0.330405	541	1	3.563554	0.330405	1	KNOWN_REPEAT	known member repeated in native connector frame	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_RELATED__THE_PHRASE__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_RELATED	THE_PHRASE	the phrase 		day	after	night	day after night	NONE		the phrase day after night	5	["the", " phrase", " day", " after", " night"]	[1169, 9546, 1110, 706, 1755]	4	1	5	 night	-0.045041	2.146267	2.191308	2705	1.819588	0.326679	2.146267	5	 night	2073	3.233148	-1.086881	2073	0	3.233148	0.489397	1	KNOWN_REPEAT	known first plus related distinct second	after	RELATED_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_ARBITRARY__THE_PHRASE__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_ARBITRARY	THE_PHRASE	the phrase 		day	after	forest	day after forest	NONE		the phrase day after forest	5	["the", " phrase", " day", " after", " forest"]	[1169, 9546, 1110, 706, 8222]	4	1	5	 forest	-0.045041	-0.143398	-0.098357	1888	2.66005	-2.803448	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	KNOWN_REPEAT	known first plus arbitrary distinct second	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_KNOWN__THE_PHRASE__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_KNOWN	THE_PHRASE	the phrase 		marble	after	day	marble after day	NONE		the phrase marble after day	5	["the", " phrase", " marble", " after", " day"]	[1169, 9546, 30623, 706, 1110]	4	1	5	 day	-0.020522	0.170745	0.191268	3007	2.143608	-1.972862	0.170745	5	 day	2073	3.233148	-3.062403	2073	0	3.233148	0.489397	1	KNOWN_REPEAT	arbitrary first plus known second	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_REPEAT	THE_PHRASE	the phrase 		marble	after	marble	marble after marble	NONE		the phrase marble after marble	5	["the", " phrase", " marble", " after", " marble"]	[1169, 9546, 30623, 706, 30623]	4	1	5	 marble	-0.020522	1.481399	1.501922	2566	2.124682	-0.643283	1.481399	5	 marble	2073	3.233148	-1.751749	2073	0	3.233148	0.489397	1	KNOWN_REPEAT	predeclared arbitrary member repeated	after	NOVEL_REPEAT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_DISTINCT__THE_PHRASE__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_DISTINCT	THE_PHRASE	the phrase 		marble	after	forest	marble after forest	NONE		the phrase marble after forest	5	["the", " phrase", " marble", " after", " forest"]	[1169, 9546, 30623, 706, 8222]	4	1	5	 forest	-0.020522	-0.107791	-0.087269	1888	2.015937	-2.123728	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	KNOWN_REPEAT	two predeclared arbitrary members	after	NOVEL_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_NO_CONNECTOR	THE_PHRASE	the phrase 		day		day	day day	NONE		the phrase day day	4	["the", " phrase", " day", " day"]	[1169, 9546, 1110, 1110]	3	1	4	 day	-0.040814	0.064003	0.104817	544	2.5487	-2.484698	0.064003	4	 day	2073	3.233148	-3.169146	2073	0	3.233148	0.489397	1	KNOWN_REPEAT	known repetition with connector removed	after	NO_CONNECTOR	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_NO_CONNECTOR	THE_PHRASE	the phrase 		marble		marble	marble marble	NONE		the phrase marble marble	4	["the", " phrase", " marble", " marble"]	[1169, 9546, 30623, 30623]	3	1	4	 marble	-0.049475	-0.143653	-0.094178	1888	1.462434	-1.606087	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	KNOWN_REPEAT	arbitrary repetition with connector removed	after	NO_CONNECTOR	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_REPEAT	THEY_SAID	they said 		day	after	day	day after day	NONE		they said day after day	5	["they", " said", " day", " after", " day"]	[9930, 531, 1110, 706, 1110]	4	1	5	 day	-0.029086	4.154631	4.183717	2659	3.499308	0.655323	4.154631	5	 day	2659	3.499308	0.655323	541	1	4.154631	0.655323	1	KNOWN_REPEAT	known member repeated in native connector frame	after	KNOWN_REPEAT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_RELATED__THEY_SAID__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_RELATED	THEY_SAID	they said 		day	after	night	day after night	NONE		they said day after night	5	["they", " said", " day", " after", " night"]	[9930, 531, 1110, 706, 1755]	4	1	5	 night	-0.029086	2.509957	2.539043	2705	2.132391	0.377566	2.509957	5	 night	2256	2.36087	0.149087	541	1	2.509957	0.149087	1	KNOWN_REPEAT	known first plus related distinct second	after	RELATED_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__KNOWN_ARBITRARY__THEY_SAID__NONE	FRAME_CROSS	AFTER_DAY	KNOWN_ARBITRARY	THEY_SAID	they said 		day	after	forest	day after forest	NONE		they said day after forest	5	["they", " said", " day", " after", " forest"]	[9930, 531, 1110, 706, 8222]	4	1	5	 forest	-0.029086	-0.13102	-0.101934	1888	2.659621	-2.790641	-0.000102	0	<BOS>	1888	2.659621	-2.659723	1888	0	2.659621	0.298751	0	KNOWN_REPEAT	known first plus arbitrary distinct second	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_KNOWN__THEY_SAID__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_KNOWN	THEY_SAID	they said 		marble	after	day	marble after day	NONE		they said marble after day	5	["they", " said", " marble", " after", " day"]	[9930, 531, 30623, 706, 1110]	4	1	5	 day	-0.014715	0.080397	0.095113	3007	2.13468	-2.054282	0.080397	5	 day	1888	2.584469	-2.504072	1888	0	2.584469	0.223599	1	KNOWN_REPEAT	arbitrary first plus known second	after	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR	day	night	marble	forest
FRAME_CROSS__AFTER_DAY__ARBITRARY_REPEAT__THEY_SAID__NONE	FRAME_CROSS	AFTER_DAY	ARBITRARY_REPEAT	THEY_SAID	they said 		marble	after	marble	marble after marble	NONE		they said marble after marble	5	["they", " said", " marble", " after", " marble"]	[9930, 531, 30623, 706, 30623]	4	1	5	 marble	-0.014715	2.474185	2.488901	2566	2.545489	-0.071303	2.474185	5	 marble	1888	2.584469	-0.110284	1888	0	2.584469	0.038981	1	KNOWN_REPEAT	predeclared arbitrary member repeated	after	NOVEL_REPEAT	HELDOUT_FAMILIAR	day	night	marble	forest
