# generated_utc	2026-08-15T01:16:05+00:00
# script	probe_v14.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	2400
case_id	branch	family	treatment	direction	rank	token_id	token	delta_logit
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_0_38	SUPPRESSED	7	2693	 September	2.342659
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_0_38	SUPPRESSED	8	3931	 summer	2.342987
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_0_38	SUPPRESSED	9	3945	 February	2.346924
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_0_38	SUPPRESSED	10	3267	 October	2.348381
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	PROMOTED	1	23608	 autumn	-0.06179
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	PROMOTED	2	46166	 dusk	-0.063934
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	PROMOTED	3	40048	 sunrise	-0.064186
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	PROMOTED	4	2901	 July	-0.065338
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	PROMOTED	5	19613	 noon	-0.065498
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	PROMOTED	6	3931	 summer	-0.065544
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	PROMOTED	7	2932	 August	-0.065605
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	PROMOTED	8	49304	 mids	-0.065979
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	PROMOTED	9	26428	 sunset	-0.066071
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	PROMOTED	10	2121	 fall	-0.066231
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	SUPPRESSED	1	35407	Reviewer	-0.112503
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	SUPPRESSED	2	41868	 Cosponsors	-0.109283
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	SUPPRESSED	3	21470	alyst	-0.108215
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	SUPPRESSED	4	14341	PDATE	-0.107925
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	SUPPRESSED	5	18945	 teasp	-0.107819
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	SUPPRESSED	6	13806	erto	-0.107681
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	SUPPRESSED	7	205		-0.107529
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	SUPPRESSED	8	29212	uggest	-0.107498
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	SUPPRESSED	9	15239	agonist	-0.107468
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_LOW_38	SUPPRESSED	10	181	�	-0.107452
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	PROMOTED	1	23608	 autumn	-0.729988
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	PROMOTED	2	46166	 dusk	-0.754135
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	PROMOTED	3	40048	 sunrise	-0.754333
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	PROMOTED	4	19613	 noon	-0.771385
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	PROMOTED	5	3931	 summer	-0.772949
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	PROMOTED	6	2901	 July	-0.774117
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	PROMOTED	7	49304	 mids	-0.775902
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	PROMOTED	8	2932	 August	-0.777344
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	PROMOTED	9	26428	 sunset	-0.777908
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	PROMOTED	10	47168	 midday	-0.779526
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	SUPPRESSED	1	35407	Reviewer	-1.318687
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	SUPPRESSED	2	41868	 Cosponsors	-1.277969
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	SUPPRESSED	3	21470	alyst	-1.268982
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	SUPPRESSED	4	14341	PDATE	-1.267365
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	SUPPRESSED	5	29212	uggest	-1.262573
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	SUPPRESSED	6	13806	erto	-1.261848
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	SUPPRESSED	7	18945	 teasp	-1.261322
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	SUPPRESSED	8	23894	 criticised	-1.258095
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	SUPPRESSED	9	21889	ottenham	-1.258041
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MED_38	SUPPRESSED	10	15239	agonist	-1.258011
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	PROMOTED	1	23608	 autumn	-0.984627
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	PROMOTED	2	40048	 sunrise	-1.015556
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	PROMOTED	3	46166	 dusk	-1.016586
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	PROMOTED	4	19613	 noon	-1.039246
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	PROMOTED	5	3931	 summer	-1.04187
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	PROMOTED	6	49304	 mids	-1.044861
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	PROMOTED	7	2901	 July	-1.045326
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	PROMOTED	8	26428	 sunset	-1.04792
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	PROMOTED	9	2932	 August	-1.049667
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	PROMOTED	10	47168	 midday	-1.049721
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	SUPPRESSED	1	35407	Reviewer	-1.774208
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	SUPPRESSED	2	41868	 Cosponsors	-1.717804
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	SUPPRESSED	3	21470	alyst	-1.707336
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	SUPPRESSED	4	14341	PDATE	-1.706146
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	SUPPRESSED	5	29212	uggest	-1.69986
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	SUPPRESSED	6	13806	erto	-1.697411
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	SUPPRESSED	7	18945	 teasp	-1.695343
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	SUPPRESSED	8	21889	ottenham	-1.693222
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	SUPPRESSED	9	23894	 criticised	-1.693085
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_HIGH_38	SUPPRESSED	10	15239	agonist	-1.691544
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	PROMOTED	1	23608	 autumn	-1.621201
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	PROMOTED	2	40048	 sunrise	-1.664757
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	PROMOTED	3	46166	 dusk	-1.6717
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	PROMOTED	4	19613	 noon	-1.706696
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	PROMOTED	5	3931	 summer	-1.712524
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	PROMOTED	6	49304	 mids	-1.713913
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	PROMOTED	7	26428	 sunset	-1.720367
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	PROMOTED	8	47168	 midday	-1.721931
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	PROMOTED	9	2121	 fall	-1.724663
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	PROMOTED	10	2901	 July	-1.726662
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	SUPPRESSED	1	35407	Reviewer	-2.906517
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	SUPPRESSED	2	41868	 Cosponsors	-2.807724
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	SUPPRESSED	3	14341	PDATE	-2.798737
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	SUPPRESSED	4	21470	alyst	-2.796722
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	SUPPRESSED	5	29212	uggest	-2.789139
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	SUPPRESSED	6	13806	erto	-2.779457
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	SUPPRESSED	7	21889	ottenham	-2.77626
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	SUPPRESSED	8	23894	 criticised	-2.77494
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	SUPPRESSED	9	18945	 teasp	-2.769424
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	SET_MAX_38	SUPPRESSED	10	15239	agonist	-2.766861
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	PROMOTED	1	46166	 dusk	0.411736
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	PROMOTED	2	35147	··	0.411156
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	PROMOTED	3	33919	 pounding	0.409042
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	PROMOTED	4	31143	 mornings	0.409004
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	PROMOTED	5	44852	 ding	0.408264
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	PROMOTED	6	49018	 chilly	0.403389
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	PROMOTED	7	4692	 cold	0.402878
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	PROMOTED	8	22848	 gru	0.402306
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	PROMOTED	9	50104	 flickering	0.401924
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	PROMOTED	10	35676	 fingert	0.400932
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	SUPPRESSED	1	29212	uggest	0.173553
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	SUPPRESSED	2	21677	zbollah	0.197845
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	SUPPRESSED	3	17665	 Invalid	0.200882
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	SUPPRESSED	4	43580	 Interesting	0.201393
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	SUPPRESSED	5	11974	 Tradable	0.2015
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	SUPPRESSED	6	36338	 [*]	0.203506
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	SUPPRESSED	7	27862	 Networks	0.20459
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	SUPPRESSED	8	38687	 Regarding	0.205208
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	SUPPRESSED	9	25044	 Interestingly	0.205566
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	PREVIOUS_SET_HIGH_38	SUPPRESSED	10	44923	 Reasons	0.20565
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	PROMOTED	1	23608	 autumn	-2.328857
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	PROMOTED	2	40048	 sunrise	-2.380859
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	PROMOTED	3	46166	 dusk	-2.399071
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	PROMOTED	4	19613	 noon	-2.445908
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	PROMOTED	5	49304	 mids	-2.453308
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	PROMOTED	6	3931	 summer	-2.455719
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	PROMOTED	7	26428	 sunset	-2.464584
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	PROMOTED	8	47168	 midday	-2.464638
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	PROMOTED	9	2121	 fall	-2.470367
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	PROMOTED	10	36780	 frig	-2.473824
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	SUPPRESSED	1	35407	Reviewer	-4.162483
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	SUPPRESSED	2	14341	PDATE	-4.012802
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	SUPPRESSED	3	41868	 Cosponsors	-4.010635
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	SUPPRESSED	4	21470	alyst	-4.003769
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	SUPPRESSED	5	29212	uggest	-3.999969
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	SUPPRESSED	6	21889	ottenham	-3.978867
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	SUPPRESSED	7	13806	erto	-3.977974
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	SUPPRESSED	8	23894	 criticised	-3.974586
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	SUPPRESSED	9	21708	anmar	-3.973228
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_LOW_38	SUPPRESSED	10	36764	agonists	-3.956772
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	PROMOTED	1	23608	 autumn	-2.878929
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	PROMOTED	2	40048	 sunrise	-2.934097
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	PROMOTED	3	46166	 dusk	-2.96476
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	PROMOTED	4	19613	 noon	-3.019592
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	PROMOTED	5	49304	 mids	-3.025887
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	PROMOTED	6	3931	 summer	-3.031792
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	PROMOTED	7	47168	 midday	-3.039658
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	PROMOTED	8	26428	 sunset	-3.041779
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	PROMOTED	9	36780	 frig	-3.045753
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	PROMOTED	10	2121	 fall	-3.04789
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	SUPPRESSED	1	35407	Reviewer	-5.146172
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	SUPPRESSED	2	14341	PDATE	-4.964249
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	SUPPRESSED	3	29212	uggest	-4.949081
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	SUPPRESSED	4	41868	 Cosponsors	-4.947845
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	SUPPRESSED	5	21470	alyst	-4.946976
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	SUPPRESSED	6	21708	anmar	-4.922935
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	SUPPRESSED	7	21889	ottenham	-4.921021
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	SUPPRESSED	8	13806	erto	-4.914909
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	SUPPRESSED	9	23894	 criticised	-4.912331
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MED_38	SUPPRESSED	10	36764	agonists	-4.895874
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	PROMOTED	1	23608	 autumn	-3.072533
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	PROMOTED	2	40048	 sunrise	-3.128212
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	PROMOTED	3	46166	 dusk	-3.164154
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	PROMOTED	4	19613	 noon	-3.221611
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	PROMOTED	5	49304	 mids	-3.227234
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	PROMOTED	6	3931	 summer	-3.23423
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	PROMOTED	7	47168	 midday	-3.241753
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	PROMOTED	8	26428	 sunset	-3.244942
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	PROMOTED	9	36780	 frig	-3.245926
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	PROMOTED	10	2121	 fall	-3.250832
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	SUPPRESSED	1	35407	Reviewer	-5.496391
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	SUPPRESSED	2	14341	PDATE	-5.302795
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	SUPPRESSED	3	29212	uggest	-5.286865
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	SUPPRESSED	4	21470	alyst	-5.282013
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	SUPPRESSED	5	41868	 Cosponsors	-5.280334
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	SUPPRESSED	6	21708	anmar	-5.261909
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	SUPPRESSED	7	21889	ottenham	-5.256302
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	SUPPRESSED	8	13806	erto	-5.247948
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	SUPPRESSED	9	23894	 criticised	-5.24527
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_HIGH_38	SUPPRESSED	10	36764	agonists	-5.23027
P_IT_WAS_COLD	PRE_ADJECTIVE_STEERING	COLD_TARGET	ADD_POS_MAX_38	PROMOTED	1	23608	 autumn	-3.516136
